id_core,id_tree,tag_tree,sp,distance_cm,rumbo_degree,height_cm,perim_mm,date,loc
A02,572,2,Focal,0,0,1060,1100,2016/11/13,SJ
A03,573,3,Focal,0,0,1480,1160,2016/11/13,SJ
A04,574,4,Focal,0,0,1430,1080,2016/11/13,SJ
A05,575,5,Focal,0,0,1070,1040,2016/11/13,SJ
A06,576,6,Focal,0,0,1620,910,2016/11/13,SJ
A07,577,7,Focal,0,0,1150,1020,2016/11/13,SJ
A08,578,8,Focal,0,0,1160,900,2016/11/13,SJ
A09,579,9,Focal,0,0,1050,870,2016/11/13,SJ
A10,580,10,Focal,0,0,1360,850,2016/11/13,SJ
A11,581,11,Focal,0,0,1000,970,2016/11/13,SJ
A12,582,12,Focal,0,0,840,1050,2016/11/13,SJ
A13,583,13,Focal,0,0,570,880,2016/11/13,SJ
A14,584,14,Focal,0,0,1130,910,2016/11/13,SJ
A15,585,15,Focal,0,0,1300,1100,2016/11/13,SJ
A16,586,16,Focal,0,0,1140,1250,2016/11/13,SJ
A17,587,17,Focal,0,0,1240,1000,2016/11/13,SJ
A18,588,18,Focal,0,0,1270,980,2016/11/13,SJ
A19,589,19,Focal,0,0,1140,830,2016/11/13,SJ
A20,590,20,Focal,0,0,1310,950,2016/11/13,SJ
B01,591,1,Focal,0,0,1450,1680,2016/11/14,CA
B02,592,2,Focal,0,0,1230,1600,2016/11/14,CA
B03,593,3,Focal,0,0,1370,1170,2016/11/14,CA
B04,594,4,Focal,0,0,1470,1430,2016/11/14,CA
B05,595,5,Focal,0,0,950,1150,2016/11/14,CA
B06,596,6,Focal,0,0,1300,2000,2016/11/14,CA
B07,597,7,Focal,0,0,1330,1580,2016/11/14,CA
B08,598,8,Focal,0,0,1230,1570,2016/11/14,CA
B09,599,9,Focal,0,0,1260,1820,2016/11/14,CA
B10,600,10,Focal,0,0,1290,1500,2016/11/14,CA
B11,601,11,Focal,0,0,1590,3850,2016/11/14,CA
B12,602,12,Focal,0,0,1530,2480,2016/11/14,CA
B13,603,13,Focal,0,0,1800,2090,2016/11/14,CA
B14,604,14,Focal,0,0,1690,2440,2016/11/14,CA
B15,605,15,Focal,0,0,1740,3130,2016/11/14,CA
B16,606,16,Focal,0,0,1780,2150,2016/11/14,CA
B17,607,17,Focal,0,0,1400,1540,2016/11/14,CA
B18,608,18,Focal,0,0,1730,2180,2016/11/14,CA
B19,609,19,Focal,0,0,1360,2380,2016/11/14,CA
B20,610,20,Focal,0,0,1410,1920,2016/11/14,CA
B21,611,21,Focal,0,0,1400,1510,2016/11/14,CA
B22,612,22,Focal,0,0,1190,1400,2016/11/14,CA
B23,613,23,Focal,0,0,1500,2300,2016/11/14,CA
B24,614,24,Focal,0,0,1550,1750,2016/11/14,CA
B25,615,25,Focal,0,0,1460,1750,2016/11/14,CA
B26,616,26,Focal,0,0,950,1130,2016/11/14,CA
B27,617,27,Focal,0,0,1080,1310,2016/11/14,CA
B28,618,28,Focal,0,0,1300,1150,2016/11/14,CA
B29,619,29,Focal,0,0,1310,1390,2016/11/14,CA
B30,620,30,Focal,0,0,1390,1150,2016/11/14,CA
Fresno,621,31,Focal,0,0,1520,1420,2016/11/14,SJ
