"loc","date","year","month","prec","tmax","tmean","tmin"
"N",1953-05-01,1953,5,0,17.4283867189961,12.4516125955889,5.53516120103098
"N",1953-06-01,1953,6,17.1000003814697,18.6829994837443,13.4963330189387,6.83966657618682
"N",1953-07-01,1953,7,0,25.2174189167638,18.353225492662,11.8890320101092
"N",1953-08-01,1953,8,0,25.4561285203503,19.0687091273646,12.688709474379
"N",1953-09-01,1953,9,7.70000004768372,20.0436661084493,14.4023329575857,7.94599986275037
"N",1953-10-01,1953,10,82.700000166893,15.0870964296402,7.72548368669325,2.84838702577737
"N",1953-11-01,1953,11,29.3000011444092,14.4129996935527,6.34633313814799,1.79933327715844
"N",1953-12-01,1953,12,61.3999996185303,11.0706449016448,2.82580638652848,-0.96741935021935
"N",1954-01-01,1954,1,3.20000004768372,8.24709664621661,-1.06903224222122,-5.26193535135638
"N",1954-02-01,1954,2,42.1000021994114,8.87714268480029,-0.208571439875024,-4.51071419028033
"N",1954-03-01,1954,3,70.5000028908253,10.5880642398711,2.68548379309716,-1.25709670331449
"N",1954-04-01,1954,4,46.2000017166138,11.3866663455963,4.01833321303129,-1.0483333154271
"N",1954-05-01,1954,5,0,15.7616126152777,10.1922578734736,4.10967725226956
"N",1954-06-01,1954,6,25.8999996185303,19.0346663792928,14.0056664148966,7.49766649405162
"N",1954-07-01,1954,7,18.3999996185303,23.6974188281644,16.5874188946139,10.3583869511081
"N",1954-08-01,1954,8,0,21.9483865307223,15.4632254262124,9.65774170814022
"N",1954-09-01,1954,9,0,22.1456663131714,15.9073329925537,8.42766640981038
"N",1954-10-01,1954,10,3,18.5258059963103,10.9790320550242,5.2951611703442
"N",1954-11-01,1954,11,104.200006008148,13.6386663754781,6.26066651741664,1.90433328871926
"N",1954-12-01,1954,12,57.3000010251999,11.0354835910182,2.79612899980237,-1.79419350912494
"N",1955-01-01,1955,1,100.100002288818,10.9187094626888,3.6277418487495,0.776129004936064
"N",1955-02-01,1955,2,49.6000017300248,10.7514283146177,1.84714282350615,-2.27785707052265
"N",1955-03-01,1955,3,40.7000004053116,11.3558062045805,2.88354832318521,-1.75129028481822
"N",1955-04-01,1955,4,33.8000001907349,14.2196664174398,7.674999888738,2.06666664481163
"N",1955-05-01,1955,5,8.39999997615814,18.1970964554817,12.6277416290775,6.26870953652167
"N",1955-06-01,1955,6,0,19.6413330078125,14.8983330249786,8.96499984872838
"N",1955-07-01,1955,7,0,24.9322575599917,18.3012898660475,12.0558062215005
"N",1955-08-01,1955,8,0,23.0709670897453,18.7819350150324,11.9696772329269
"N",1955-09-01,1955,9,0,19.6079995473226,14.5473329226176,8.80433314641317
"N",1955-10-01,1955,10,62.3000004291534,16.1890318470616,9.16387073455318,4.60838694822404
"N",1955-11-01,1955,11,92.5000003576279,13.6443330923716,5.60066657066345,1.90099995955825
"N",1955-12-01,1955,12,17.8999996185303,12.4132255584963,3.80064510692271,-0.64935484432405
"N",1956-01-01,1956,1,78.8000016212463,9.87483849063996,1.03225804216439,-3.3009676644879
"N",1956-02-01,1956,2,65.9000012874603,7.48758605430866,-2.74827582055125,-7.30999980301693
"N",1956-03-01,1956,3,34.2999998629093,11.0841933219664,3.2935483397976,-1.83096766519931
"N",1956-04-01,1956,4,57.5000005960464,11.0813331921895,3.6929998986423,-0.731333304941654
"N",1956-05-01,1956,5,7.20000028610229,14.5883868125177,8.50096744875754,2.44483864385515
"N",1956-06-01,1956,6,0,18.6679994901021,13.9446663379669,6.79599982301394
"N",1956-07-01,1956,7,0,21.7770962868967,16.990967289094,9.67322561817785
"N",1956-08-01,1956,8,8,22.3619349695021,17.473225193639,10.2883868755833
"N",1956-09-01,1956,9,20.0000004172325,19.5039997736613,13.6623328526815,7.73466646472613
"N",1956-10-01,1956,10,3.20000004768372,16.7441931078511,9.30645140729124,4.06806445169833
"N",1956-11-01,1956,11,1.80000001937151,10.7689997196198,1.83333329608043,-2.64299994576722
"N",1956-12-01,1956,12,15.2000002861023,10.6509675825796,1.14387092763378,-4.15064507326291
"N",1957-01-01,1957,1,48.7000005841255,9.52258048519012,-0.44709675927316,-5.41161272025877
"N",1957-02-01,1957,2,19.2000007629395,11.9453569310052,3.42892850057355,-2.2339285282152
"N",1957-03-01,1957,3,58.2000021636486,13.7229030055384,6.34322566515015,0.877419310712045
"N",1957-04-01,1957,4,54.5000004172325,11.932666460673,4.09699993878603,-0.978666641314824
"N",1957-05-01,1957,5,26.7000014781952,14.0232255997196,7.72580628625808,2.61290315574696
"N",1957-06-01,1957,6,19.7000007629395,17.124999777476,11.7503331581752,5.64099986155828
"N",1957-07-01,1957,7,0,23.6648382986746,18.4770963422714,10.7961287652293
"N",1957-08-01,1957,8,0,24.8767738342285,18.4422575735277,12.1125804224322
"N",1957-09-01,1957,9,23.7000002861023,20.6473328272502,15.8446662902832,9.50266647338867
"N",1957-10-01,1957,10,46.3999997973442,15.8516124602287,8.47193535104875,3.73548378194532
"N",1957-11-01,1957,11,45.3000011444092,12.2493330955505,3.8306665857633,-0.796666664381822
"N",1957-12-01,1957,12,105.699999928474,9.03419332350454,-0.0558064644855838,-4.33096762434129
"N",1958-01-01,1958,1,45.7000007629395,9.00677409479695,0.984838709715874,-2.86612897726797
"N",1958-02-01,1958,2,0,11.9403567995344,4.26142846999158,-0.401785716946636
"N",1958-03-01,1958,3,72.1999995708466,10.6687095088343,2.77322571219936,-1.89741930942382
"N",1958-04-01,1958,4,55.9000017642975,11.4309996763865,4.12499988811711,-0.918999962570767
"N",1958-05-01,1958,5,35.8000009059906,16.8135480880737,10.727419207173,4.72645148250364
"N",1958-06-01,1958,6,0,17.7283329645793,13.0596663633982,6.61333319147428
"N",1958-07-01,1958,7,0,24.0829029083252,17.1922576042914,10.0374191191889
"N",1958-08-01,1958,8,0,23.9209671020508,17.6735479293331,11.4706448355029
"N",1958-09-01,1958,9,0,22.0686662038167,16.9369996070862,10.299999721845
"N",1958-10-01,1958,10,65.7000017762184,16.1309673247799,8.50419333673293,3.59516122985271
"N",1958-11-01,1958,11,17.6000003814697,11.9463330586751,3.75633327340086,-0.675333328545094
"N",1958-12-01,1958,12,67.6000022888184,11.0306448936462,2.37387090224412,-1.18935480888092
"N",1959-01-01,1959,1,56.4000020027161,6.69677403184675,2.40838706709685,-1.64322578234057
"N",1959-02-01,1959,2,24.4000004827976,5.7935712741954,1.55107137680586,-2.58749995753169
"N",1959-03-01,1959,3,65.1000016033649,8.04580628871918,3.36516121991219,-0.71999997357207
"N",1959-04-01,1959,4,0,10.5369997501373,4.6259999162207,-0.858999984711409
"N",1959-05-01,1959,5,83.1000018119812,12.9203222797763,7.83838688173602,3.07193538690767
"N",1959-06-01,1959,6,0,21.3679995536804,13.918666378657,7.19766656160355
"N",1959-07-01,1959,7,0,27.4109669346963,19.4783866328578,12.781612719259
"N",1959-08-01,1959,8,0,25.0658059273997,17.476773846534,10.9032255603421
"N",1959-09-01,1959,9,47.9000010490417,18.6969995816549,13.2333330790202,8.12899971008301
"N",1959-10-01,1959,10,83.2000017166138,12.4990320090325,8.04096763797345,3.86903215416016
"N",1959-11-01,1959,11,87.1000003814697,8.37166650096575,3.65166658461094,-0.512666664520899
"N",1959-12-01,1959,12,128.200003385544,4.28451600622746,0.668064503539955,-2.57290315291574
"N",1960-01-01,1960,1,59.0000009536743,5.35580633724889,0.921612902754738,-3.07258061872375
"N",1960-02-01,1960,2,37.1000000834465,7.42137913971112,2.7506895738429,-1.1941378913049
"N",1960-03-01,1960,3,74.4000012427568,8.2954836353179,3.66161277794069,-0.42870966561379
"N",1960-04-01,1960,4,20.2000007629395,11.7463330904643,5.58266657640537,0.172666648526986
"N",1960-05-01,1960,5,19.8000001907349,15.8616125660558,9.70258045196533,4.24225795461285
"N",1960-06-01,1960,6,11.9000000953674,21.7179994265238,15.2599996884664,9.31833310127258
"N",1960-07-01,1960,7,0,25.8761283505347,18.0851608399422,10.939354542763
"N",1960-08-01,1960,8,0,25.8377413595876,17.9606448450396,10.7374191130361
"N",1960-09-01,1960,9,0,20.7293328921,13.8863329410553,7.79099983970324
"N",1960-10-01,1960,10,123.900002121925,10.82709663145,6.2283869558765,2.32290318848625
"N",1960-11-01,1960,11,83.1000003814697,8.6819997270902,4.41833325165014,1.01366663618634
"N",1960-12-01,1960,12,63.900000333786,1.91193544864655,-1.17354836050541,-3.87999994091449
"N",1961-01-01,1961,1,28.5000007152557,8.71677394067087,-0.30645161001913,-3.80612892417177
"N",1961-02-01,1961,2,0,13.3942854404449,4.58107131719589,-1.07357142040772
"N",1961-03-01,1961,3,32,14.7883867448376,5.88483858877613,0.322903224056767
"N",1961-04-01,1961,4,31.3000011444092,14.158333047231,6.94233314196269,1.43166662628452
"N",1961-05-01,1961,5,25.8000011444092,18.0390318286034,11.6145159044573,5.54580633871017
"N",1961-06-01,1961,6,0,19.589999516805,14.206332953771,8.09633311827977
"N",1961-07-01,1961,7,0,23.1299994684035,18.4038705518169,11.4441933785715
"N",1961-08-01,1961,8,0,24.133547875189,18.1606447158321,12.6754836113222
"N",1961-09-01,1961,9,30.9000000953674,20.6966662724813,15.7519996325175,9.97699979146322
"N",1961-10-01,1961,10,30.2000007629395,15.3587092430361,7.82161273494844,3.06032249643918
"N",1961-11-01,1961,11,88.600001335144,12.042666276296,3.57499991580844,0.255000002682209
"N",1961-12-01,1961,12,57.2000004649162,13.5964512363557,3.34935477616325,-0.879999997635042
"N",1962-01-01,1962,1,48.4000012874603,10.9954835830196,1.98806447896265,-2.03032254643979
"N",1962-02-01,1962,2,21.0999999046326,9.68392840453557,1.03964284395001,-3.78428566788456
"N",1962-03-01,1962,3,101.300003290176,10.5716126657301,2.21548381646074,-1.33258062462893
"N",1962-04-01,1962,4,30.1000010371208,12.6793330510457,5.38366650740306,0.550999997680386
"N",1962-05-01,1962,5,15.9000005722046,15.4980641334288,9.14774177920434,3.20032248670055
"N",1962-06-01,1962,6,19.2000002861023,18.800666364034,13.4343330383301,7.68866651058197
"N",1962-07-01,1962,7,0,24.575805910172,17.6254835744058,11.5916126774203
"N",1962-08-01,1962,8,0,24.4074187124929,19.7112899288054,12.6606448696506
"N",1962-09-01,1962,9,31.1000003814697,21.6103328069051,16.1159996350606,9.91499973138173
"N",1962-10-01,1962,10,44.2000007927418,16.8241930623208,10.3125804470431,6.03774175264182
"N",1962-11-01,1962,11,51.300000667572,10.2373330116272,1.19033330368499,-2.01633330583572
"N",1962-12-01,1962,12,84.2000029087067,10.6041932567473,0.921935468671783,-2.754516084348
"N",1963-01-01,1963,1,59.5000020265579,10.3638706668731,1.47741932067419,-2.05677415670887
"N",1963-02-01,1963,2,50.5000001788139,8.8760712317058,-0.424285691763674,-3.6507142010544
"N",1963-03-01,1963,3,22.2999999523163,11.6574190816572,2.89419349066673,-1.74903221620667
"N",1963-04-01,1963,4,39.3000004291534,12.7893330574036,5.26066657702128,0.443333307653666
"N",1963-05-01,1963,5,21.1000003814697,14.4274189856745,8.71064498347621,3.35387088166129
"N",1963-06-01,1963,6,19.9000000953674,18.93166624705,13.4646663029989,7.70099981625875
"N",1963-07-01,1963,7,0,23.1370961589198,17.0599995889971,11.3590319233556
"N",1963-08-01,1963,8,0,21.092580118487,17.0603222693166,10.3516127063382
"N",1963-09-01,1963,9,14.9000005722046,18.2479996999105,12.3669997533162,7.2389999071757
"N",1963-10-01,1963,10,15.9000005722046,17.5312899620302,10.6925804230475,4.96290318427547
"N",1963-11-01,1963,11,43.4000015258789,13.7119996706645,4.76099983851115,1.04233331978321
"N",1963-12-01,1963,12,111.800001621246,10.744515941989,2.33741931304816,-0.365161304031649
"N",1964-01-01,1964,1,11.5,10.779354587678,1.73322578279241,-2.83677413002137
"N",1964-02-01,1964,2,32.9000010490417,11.151379059101,3.04344823134357,-0.951034491881728
"N",1964-03-01,1964,3,35.9000018835068,11.8035480745377,3.28354827915469,-0.960322562725313
"N",1964-04-01,1964,4,22.2000007629395,12.3443330128988,4.99566657841206,-0.192333326737086
"N",1964-05-01,1964,5,20,19.0764512092836,13.6603222508584,7.16064503115992
"N",1964-06-01,1964,6,10.9000005722046,19.4319994608561,14.303332901001,8.49033320744832
"N",1964-07-01,1964,7,0,23.400644610005,18.1916123359434,12.0887095543646
"N",1964-08-01,1964,8,0,20.9729027286653,17.6506448561145,11.255160931618
"N",1964-09-01,1964,9,7.09999990463257,21.1256664911906,17.7563329696655,12.2006663481394
"N",1964-10-01,1964,10,0,15.1464513347995,7.7812901619942,2.77193543218797
"N",1964-11-01,1964,11,22.7000002861023,13.9366662343343,5.27366651495298,0.097333341340224
"N",1964-12-01,1964,12,73.3000016212463,9.08516114757907,0.245483870948515,-3.31258059653544
"N",1965-01-01,1965,1,81.3000017404556,8.74709660007108,0.375483856085808,-3.4903225225787
"N",1965-02-01,1965,2,37.9000000953674,9.15464268411909,-0.12500000372529,-4.9042856312756
"N",1965-03-01,1965,3,30.8000010251999,11.2838707277852,4.12677407264709,-0.182580648831302
"N",1965-04-01,1965,4,10.8000003695488,12.0339997927348,5.18833323717117,-0.379666658242544
"N",1965-05-01,1965,5,0,17.1732255566505,11.8480642380253,5.0280643740008
"N",1965-06-01,1965,6,12.6999998092651,22.0116663297017,15.6609996795654,9.57266645431519
"N",1965-07-01,1965,7,0,21.0232253536101,17.0670964025682,9.70645138525194
"N",1965-08-01,1965,8,6.40000009536743,22.4393543735627,18.3499998277233,10.7819353072874
"N",1965-09-01,1965,9,27.8000004291534,17.9623328526815,11.3576663017273,5.36633319854736
"N",1965-10-01,1965,10,75.6000020503998,15.498709371013,9.03741911918886,5.30032244036275
"N",1965-11-01,1965,11,88.5000019073486,11.3106663703918,3.47633324861526,-0.245666653725008
"N",1965-12-01,1965,12,34.9000005722046,10.9664513372606,2.07548380264592,-2.01677411794662
"N",1966-01-01,1966,1,48,11.954838414346,3.53870961935289,-0.240322595161776
"N",1966-02-01,1966,2,68.2000011205673,12.5803568703788,4.27178561261722,-0.394285695826901
"N",1966-03-01,1966,3,0,11.7067738502256,3.01290316158725,-3.21580634194036
"N",1966-04-01,1966,4,22.0000004768372,13.0826663653056,5.59099982579549,0.720333328843117
"N",1966-05-01,1966,5,38.4000008106232,16.7838706354941,10.8032255864912,4.4038708396256
"N",1966-06-01,1966,6,20.1000003814697,19.3843329747518,14.2449996312459,7.63166654904683
"N",1966-07-01,1966,7,0,23.5438703721569,16.3425802723054,10.5877416518427
"N",1966-08-01,1966,8,0,24.4035477176789,17.485806157512,11.4638706637967
"N",1966-09-01,1966,9,11.1000003814697,20.6363328297933,15.6653330167135,9.79199976921081
"N",1966-10-01,1966,10,40.1000009775162,14.1764512523528,6.58354824973691,2.40322579395386
"N",1966-11-01,1966,11,61.4999995231628,10.3556663990021,1.07033330102762,-3.6663332670927
"N",1966-12-01,1966,12,0,10.8458061525899,1.27193544480589,-4.35064509126448
"N",1967-01-01,1967,1,54.8000011444092,11.3603223369968,1.68419350425322,-3.39161277874824
"N",1967-02-01,1967,2,34.2000005245209,10.4617854527065,1.70999998266676,-3.13107132805245
"N",1967-03-01,1967,3,56.4000012278557,13.0016125094506,5.06064504961814,-0.579677402973175
"N",1967-04-01,1967,4,45.300000667572,11.1579996744792,3.60766658385595,-1.95299996783336
"N",1967-05-01,1967,5,40.0000001192093,14.8470964124126,8.39387073824482,2.40774187926323
"N",1967-06-01,1967,6,15.0000004768372,18.1946661631266,12.3759998162587,6.33866654237111
"N",1967-07-01,1967,7,0,25.9925799215994,18.8361286040275,12.4222578540925
"N",1967-08-01,1967,8,0,24.0222574049427,19.0335479551746,11.2787094885303
"N",1967-09-01,1967,9,0,19.5566663742065,14.0126663208008,7.23733310699463
"N",1967-10-01,1967,10,27.0000004768372,16.3206448093537,10.3045158924595,4.76935473372859
"N",1967-11-01,1967,11,75.4000015556812,12.0179997762044,4.22533320387204,0.174666685362657
"N",1967-12-01,1967,12,39.5000016689301,9.47096750813146,-0.535483846741338,-4.67096765243238
"N",1968-01-01,1968,1,0,10.327096539159,1.25580641771516,-4.48032245520622
"N",1968-02-01,1968,2,80.8000009059906,9.38344809104656,1.65413787954583,-1.62310342246602
"N",1968-03-01,1968,3,27.2000001221895,9.06806428970829,2.24967737351694,-2.05483866386837
"N",1968-04-01,1968,4,16.5000007152557,12.014999739329,5.52966651817163,0.908333311975002
"N",1968-05-01,1968,5,35.9000015258789,14.3993545347644,8.64064490026043,2.27709672575997
"N",1968-06-01,1968,6,9.90000057220459,19.5976661682129,14.8899996439616,8.02366649309794
"N",1968-07-01,1968,7,0,25.257741497409,18.2119349818076,11.0535481053014
"N",1968-08-01,1968,8,10.6000003814697,21.7509671488116,17.1074189524497,9.6203222890054
"N",1968-09-01,1968,9,11.5,19.2826662699382,13.3309997558594,6.5763331592083
"N",1968-10-01,1968,10,0,18.6367738785282,12.2174190398185,6.65999982433934
"N",1968-11-01,1968,11,66.4000015258789,13.7913330078125,5.37433325052261,1.22233329303563
"N",1968-12-01,1968,12,76.2000012397766,9.99645143939603,1.43516125578073,-1.9580644628694
"N",1969-01-01,1969,1,56.8000016212463,11.6174189659857,2.81451608865492,-1.13451611707287
"N",1969-02-01,1969,2,61.3000006228685,10.0171425853457,0.80928567477635,-2.74178564229182
"N",1969-03-01,1969,3,40.1000009924173,10.8293545784489,3.1116128313926,-0.460645149792394
"N",1969-04-01,1969,4,74.0999995470047,10.7216663678487,4.38799987435341,-0.193000012015303
"N",1969-05-01,1969,5,71.3000020980835,13.8406447748984,8.17645142155309,3.50129022815775
"N",1969-06-01,1969,6,20.4000000953674,17.1936663945516,12.2239997069041,6.26633317470551
"N",1969-07-01,1969,7,0,23.526128461284,18.051934980577,11.5667739375945
"N",1969-08-01,1969,8,5.30000019073486,21.7970963139688,17.8699995163948,11.403225468051
"N",1969-09-01,1969,9,48.8000001907349,17.7426661491394,12.0469996929169,7.74799987475077
"N",1969-10-01,1969,10,54.1000001430511,16.1870964419457,8.37064506161597,4.82290312840093
"N",1969-11-01,1969,11,67.600001335144,11.8756663958232,3.89133326560259,0.483666652689377
"N",1969-12-01,1969,12,45.4000005722046,8.59999975081413,-0.317741909995675,-3.41548378621378
"N",1970-01-01,1970,1,154.600001394749,10.999999800036,2.86645153453273,-0.175806430018237
"N",1970-02-01,1970,2,9.10000038146973,9.32678549630301,1.27821424896164,-3.51857135657753
"N",1970-03-01,1970,3,41.6000003814697,9.3390320193383,1.59387092003899,-2.64516121317302
"N",1970-04-01,1970,4,15.2000005245209,12.3526664733887,5.22433316111565,-0.106666665524244
"N",1970-05-01,1970,5,13.3000001907349,14.7835480474657,8.59064502100791,3.09548381619876
"N",1970-06-01,1970,6,6.10000014305115,17.6153330485026,13.0279998143514,6.99666651884715
"N",1970-07-01,1970,7,0,24.7429028172647,18.2999996677522,11.4712900346325
"N",1970-08-01,1970,8,0,21.5458060233824,17.4858062190394,10.1870965188549
"N",1970-09-01,1970,9,0,20.7573329289754,16.2636662801107,9.3763331413269
"N",1970-10-01,1970,10,43.7000007629395,15.1748384352653,8.16580627810571,3.05225795507431
"N",1970-11-01,1970,11,22.2000002861023,13.2253331184387,6.2183331767718,1.46199997042616
"N",1970-12-01,1970,12,61.8000013828278,9.29774168998964,-0.63193544697377,-5.6680644226651
"N",1971-01-01,1971,1,87.5000009536743,9.29806435492731,0.289354835306444,-3.22225798137726
"N",1971-02-01,1971,2,17.1000003814697,9.44249980790275,1.65249999479524,-2.9889284904514
"N",1971-03-01,1971,3,46.2000018358231,7.11709667021228,-0.35903224373056,-4.21129021817638
"N",1971-04-01,1971,4,90.5000013485551,10.083333158493,3.51966658203552,-0.184333324929078
"N",1971-05-01,1971,5,68.9000014662743,11.5545158693867,5.66161274140881,2.26548382207271
"N",1971-06-01,1971,6,21.8999996185303,17.0579996744792,11.4199997425079,5.60899985730648
"N",1971-07-01,1971,7,0,22.2122576928908,16.7806450013191,10.5325803449077
"N",1971-08-01,1971,8,0,23.1990317067792,17.3383866279356,10.651612604818
"N",1971-09-01,1971,9,6.80000019073486,18.646332804362,14.2863329569499,8.49299980799357
"N",1971-10-01,1971,10,0,17.2448382223806,10.9738707234783,5.79451601736007
"N",1971-11-01,1971,11,58.1000006198883,9.99933314323425,0.521999964055916,-3.4506666024526
"N",1971-12-01,1971,12,53.3000001311302,9.20161274940737,1.26387095535474,-2.29999996625608
"N",1972-01-01,1972,1,45.2000010609627,7.99548375221991,-1.18580644024957,-4.85548373239656
"N",1972-02-01,1972,2,23.3000009059906,8.18068944996801,0.21241378533686,-2.89551717531064
"N",1972-03-01,1972,3,81.7000009417534,8.25451598628875,1.52774192585099,-1.53548384265554
"N",1972-04-01,1972,4,20.3000001907349,10.3709997177124,3.8593332439661,-1.53866663277149
"N",1972-05-01,1972,5,26.6000009775162,13.0303223209996,7.19032242221217,1.76548381630451
"N",1972-06-01,1972,6,17.5,17.4923331260681,12.8149997234344,6.16966657837232
"N",1972-07-01,1972,7,0,24.3654831917055,16.3299996775966,9.79903204210343
"N",1972-08-01,1972,8,0,20.3590319233556,16.5341931004678,9.86870945653608
"N",1972-09-01,1972,9,73.1000007987022,16.6809996287028,10.5506663958232,5.71833323836327
"N",1972-10-01,1972,10,94.4000029563904,14.301612546367,6.91451599521022,2.83580638804743
"N",1972-11-01,1972,11,54.9000010490417,12.2789997418722,4.36199989318848,0.306333333626389
"N",1972-12-01,1972,12,70.4000017642975,9.34645132864675,0.78677417524159,-3.27999993515832
"N",1973-01-01,1973,1,40.8000011220574,9.5270966252973,0.535161272652688,-4.16193537269869
"N",1973-02-01,1973,2,43.9999997615814,7.92535700116839,-0.749285712838173,-5.30964268038848
"N",1973-03-01,1973,3,26.6999999284744,9.60806435923423,1.75806446709941,-3.1141934654405
"N",1973-04-01,1973,4,12.1999998092651,12.6976664543152,4.65099990169207,-1.17666661192973
"N",1973-05-01,1973,5,50.8000004291534,16.0199995963804,9.94451592045446,3.85838700302186
"N",1973-06-01,1973,6,7,18.335999584198,13.6053330421448,6.88433316548665
"N",1973-07-01,1973,7,0,24.5651606898154,17.0306446321549,10.5909674398361
"N",1973-08-01,1973,8,17.2000007629395,26.5429024850169,18.5977415577058,12.1077416635329
"N",1973-09-01,1973,9,0,20.3229996363322,14.3546664873759,7.57466642459234
"N",1973-10-01,1973,10,49.2000004798174,15.3574189832134,7.84999984310519,3.14548377933041
"N",1973-11-01,1973,11,33.8000009953976,13.7726663907369,5.54833320379257,0.602666642268499
"N",1973-12-01,1973,12,101.20000064373,8.67612880276095,-0.0522580701977976,-3.91838701688234
"N",1974-01-01,1974,1,36,10.4974191111903,1.71032252907753,-2.84806446971432
"N",1974-02-01,1974,2,75.4000014066696,8.42571411814008,-0.0471428451793534,-3.89357134699821
"N",1974-03-01,1974,3,56.4000005722046,9.54838686604654,1.49806449346004,-3.00354833276041
"N",1974-04-01,1974,4,56.3000012636185,9.55366644859314,2.40066662679116,-1.63066663915912
"N",1974-05-01,1974,5,8.19999980926514,15.416128589261,10.0245158864606,3.81709670635962
"N",1974-06-01,1974,6,38,18.1309998194377,13.7523330370585,7.50999977588654
"N",1974-07-01,1974,7,0,26.3732252428609,18.1645157414098,10.9848383780449
"N",1974-08-01,1974,8,0,26.1129026105327,17.44516083502,10.2545158709249
"N",1974-09-01,1974,9,0,19.0383330027262,13.4533330599467,6.37866652272642
"N",1974-10-01,1974,10,52.1000027656555,13.5906450210079,5.2206450643078,0.0377419413097443
"N",1974-11-01,1974,11,32.6000003814697,12.0723330815633,3.61799987355868,-1.69199997745454
"N",1974-12-01,1974,12,0,12.2429028787921,2.53645154857828,-3.80645149177121
"N",1975-01-01,1975,1,89.9000005722046,10.6080642669432,1.75032253178858,-3.17548378581001
"N",1975-02-01,1975,2,38.2000017166138,9.85321414470673,2.11928568354675,-2.2553570792079
"N",1975-03-01,1975,3,45.600001424551,9.25451590937953,0.716451598151076,-3.57161280320537
"N",1975-04-01,1975,4,36.100000500679,11.0803330421448,4.07366655766964,-0.791333300371965
"N",1975-05-01,1975,5,22.5000005960464,12.9812900174049,6.35935464982064,1.13838707187003
