SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
0.87993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.88483,1.04385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.23638,1.25055,1.32035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.06167,0.82813,1.02274,1.14995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.9778,0.61653,1.03051,1.17337,1.26671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.08139,0.39562,0.24232,0.74711,0.93379,1.06254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3907,-0.16664,0.61971,0.4243,0.88437,1.05044,1.15899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.89521,1.79277,0.90468,1.10858,0.83732,1.18668,1.30584,1.37825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.11876,0.9297,1.0859,0.5296,0.88218,0.68537,1.04331,1.17817,1.25379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.93625,0.54248,1.1119,1.23597,0.83538,1.08545,0.89404,1.2329,1.33476,1.38358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.02514,1.205,0.91139,1.33079,1.43525,1.13615,1.27146,1.08218,1.35813,1.44606,1.48876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.7618,1.08699,1.3299,1.08536,1.39954,1.47316,1.26482,1.36265,1.20069,1.42386,1.50879,1.5298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.48234,-0.2361,0.32336,0.64171,0.5391,0.90547,1.01293,0.77864,0.98098,0.85989,1.12477,1.22993,1.2762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.67105,-0.20996,0.21633,0.60267,0.83294,0.72817,1.05771,1.14873,0.93107,1.09665,0.9621,1.22366,1.32806,1.37484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.14053,0.46057,-0.17201,0.13272,0.49322,0.72432,0.65861,0.98107,1.07655,0.85293,1.03205,0.91423,1.17347,1.28234,1.34153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.23971,0.87419,0.94011,0.39272,0.57261,0.86521,1.06926,1.0063,1.27203,1.35891,1.17002,1.30703,1.20352,1.41294,1.49072,1.51374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.18264,0.79125,0.65303,0.75032,0.30235,0.47868,0.72655,0.90452,0.84311,1.09121,1.17774,0.99893,1.17875,1.09216,1.31448,1.42025,1.43894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.4706,-0.27233,0.54381,0.43793,0.57222,0.15249,0.34289,0.59879,0.77541,0.71264,0.9596,1.04541,0.86474,1.05486,0.97751,1.2163,1.32678,1.35691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.90821,-0.23852,-0.18461,0.5797,0.48153,0.6094,0.18461,0.36873,0.63157,0.80398,0.73944,0.98743,1.07278,0.89495,1.08344,1.00219,1.23323,1.33946,1.36927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.54599,0.60729,-0.25098,-0.20133,0.55223,0.46769,0.59796,0.18397,0.36878,0.63307,0.80035,0.74141,0.98473,1.06676,0.89053,1.07564,0.99807,1.2232,1.33072,1.36245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.3174,-0.35691,-0.20901,-0.58251,-0.42952,0.29918,0.25647,0.41864,0.04581,0.23366,0.48061,0.63053,0.58699,0.81734,0.88884,0.71175,0.8997,0.83986,1.07725,1.19128,1.23073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.37179,0.7009,0.69299,0.69827,0.39335,0.28226,0.75849,0.70197,0.80022,0.42099,0.56282,0.78261,0.93528,0.89026,1.1014,1.16933,1.01957,1.16318,1.09203,1.29095,1.39533,1.42056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.89481,1.41495,0.94754,0.95332,0.96259,0.73057,0.567,0.92149,0.87271,0.94916,0.61661,0.74336,0.94027,1.08185,1.0399,1.22525,1.28784,1.15884,1.28573,1.22427,1.3981,1.50104,1.51863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.15946,0.38068,1.06401,0.72538,0.72705,0.74809,0.54484,0.4425,0.80159,0.75289,0.84713,0.53597,0.66553,0.84009,0.95394,0.912,1.09114,1.14857,1.02333,1.14793,1.09944,1.26635,1.36727,1.39807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.35062,-0.0537,0.36066,0.92968,0.66482,0.66112,0.6847,0.51396,0.43574,0.77557,0.74153,0.82756,0.53464,0.64656,0.81702,0.92303,0.88775,1.05716,1.10901,0.99518,1.1171,1.07089,1.23497,1.33918,1.37654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.51135,-0.95693,-1.00354,-0.44431,0.1999,0.00891,0.00865,0.05055,-0.16271,-0.17744,0.25855,0.25901,0.39428,0.09719,0.26092,0.4656,0.59319,0.55682,0.75676,0.82234,0.67688,0.85054,0.80473,1.01175,1.14548,1.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.08208,-0.96036,-0.73782,-0.82041,-0.40177,0.13925,-0.02744,-0.025,0.00823,-0.1798,-0.19731,0.22436,0.23305,0.37783,0.08324,0.2355,0.43988,0.56879,0.52796,0.71658,0.78238,0.6475,0.80728,0.75748,0.96542,1.10282,1.16498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.31127,-0.2346,-1.0052,-0.85958,-0.922,-0.56254,-0.05382,-0.20799,-0.21494,-0.19282,-0.37096,-0.36083,0.0635,0.07365,0.23509,-0.04989,0.11157,0.33476,0.47152,0.4216,0.61032,0.67742,0.53211,0.68893,0.63829,0.85007,0.98719,1.05812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
