SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
1.08529,0.61519,0.78895,0.05089,0.39988,0.78392,1.28269,1.26281,1.37581,1.4381,1.33309,1.30761,1.15777,1.38885,1.40819,1.42504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.21427,0.7188,0.45657,0.62285,0.01629,0.34742,0.67507,1.12056,1.10868,1.21559,1.27632,1.17221,1.18321,1.05061,1.29114,1.32051,1.33956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.4563,-0.19347,0.53264,0.29729,0.48847,-0.08599,0.26585,0.59685,1.03993,1.02938,1.13839,1.20021,1.09411,1.1093,0.98327,1.23613,1.26919,1.29496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.05009,-0.24146,-0.12942,0.56076,0.32682,0.51044,-0.06839,0.28155,0.61556,1.05996,1.04749,1.15714,1.21928,1.1144,1.12801,0.99953,1.24734,1.27913,1.30488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.36766,1.22634,0.13117,0.01282,0.63945,0.39909,0.57418,6e-04,0.33698,0.6662,1.10188,1.08928,1.19629,1.25687,1.15432,1.16453,1.03677,1.27551,1.30571,1.32946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.97852,-0.5703,-0.43745,-0.76687,-0.51691,0.2359,0.09309,0.31676,-0.22529,0.14395,0.4559,0.87655,0.86979,0.97709,1.03469,0.92517,0.94937,0.84299,1.10461,1.14202,1.17775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.70773,1.18463,1.26942,1.2771,1.09557,0.86831,1.1186,0.95977,1.07019,0.53539,0.7472,1.01451,1.43126,1.40839,1.50153,1.55449,1.46967,1.42841,1.29724,1.48197,1.51086,1.51786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.7985,1.61669,1.27493,1.33571,1.34807,1.21702,1.02469,1.20624,1.07313,1.16757,0.72405,0.91503,1.16028,1.52192,1.50689,1.58604,1.63148,1.55524,1.53909,1.42423,1.58077,1.6125,1.60672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.29094,0.15292,1.22526,0.90906,0.9713,0.98489,0.85505,0.74499,0.97087,0.84699,0.97485,0.56056,0.75717,0.97409,1.27567,1.25781,1.33318,1.3754,1.30188,1.29431,1.21282,1.37729,1.41153,1.43146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.35074,-0.60213,-0.1721,0.84037,0.56073,0.62332,0.64046,0.51332,0.47709,0.74487,0.64267,0.76934,0.38789,0.58084,0.79905,1.09655,1.08747,1.16176,1.20185,1.13086,1.13692,1.05908,1.23611,1.2764,1.3092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.38274,-1.35526,-1.24336,-0.73021,0.32498,0.06522,0.13281,0.15597,0.00118,0.02311,0.36491,0.27877,0.43083,0.01983,0.28166,0.53112,0.86994,0.85964,0.9474,0.99484,0.90709,0.93222,0.84991,1.07264,1.12465,1.17306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.12763,-0.82926,-0.97931,-1.04227,-0.65804,0.2821,0.05167,0.11704,0.13431,-0.00039,-0.00793,0.32948,0.25714,0.41794,0.01075,0.25779,0.51533,0.83459,0.82573,0.9088,0.95515,0.87363,0.89344,0.80921,1.03257,1.08697,1.13987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.08122,-0.09679,-0.80436,-0.9619,-1.03136,-0.70863,0.17066,-0.04242,0.01741,0.03176,-0.1004,-0.11394,0.2158,0.14122,0.30906,-0.07173,0.17367,0.45502,0.77107,0.75597,0.83813,0.8848,0.79512,0.81595,0.72988,0.95545,1.00687,1.06706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.51479,0.12782,0.04905,-0.55207,-0.72423,-0.81569,-0.52631,0.21549,0.00976,0.06111,0.07253,-0.0455,-0.06625,0.2394,0.17582,0.31962,-0.03311,0.20532,0.48498,0.77908,0.76957,0.84682,0.89088,0.80898,0.83357,0.75481,0.96681,1.0144,1.07445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.70685,0.50056,0.20382,0.11247,-0.46997,-0.64809,-0.75424,-0.47427,0.26463,0.05615,0.10559,0.11648,-0.00183,-0.02021,0.28452,0.21609,0.35964,0.0026,0.24393,0.5141,0.80246,0.78959,0.86614,0.90938,0.82828,0.84815,0.76691,0.97732,1.02507,1.08621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.5658,0.4581,0.42273,0.14523,0.06854,-0.51768,-0.68954,-0.78776,-0.5092,0.23327,0.02265,0.07301,0.08389,-0.03555,-0.04943,0.26198,0.19341,0.33742,-0.0194,0.22531,0.49467,0.78672,0.77428,0.85152,0.89498,0.81337,0.83317,0.75149,0.96427,1.01204,1.07258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.2272,-0.66876,0.26289,0.34201,0.09718,0.03322,-0.54369,-0.71389,-0.80918,-0.52784,0.21634,0.0083,0.05859,0.06946,-0.05023,-0.06244,0.25054,0.18144,0.32493,-0.0319,0.21433,0.48359,0.77547,0.76368,0.84095,0.88439,0.80307,0.82275,0.74142,0.95397,1.00164,1.0626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.60454,-0.74237,-0.87205,-0.47357,-0.10325,-0.208,-0.20236,-0.73125,-0.87755,-0.94005,-0.65837,0.04708,-0.14476,-0.09776,-0.0851,-0.1994,-0.19938,0.10785,0.04712,0.18859,-0.15599,0.09717,0.35826,0.66185,0.64845,0.72688,0.7719,0.68721,0.70894,0.62817,0.8432,0.88763,0.94967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.15932,-0.57612,-0.63898,-0.70009,-0.57829,-0.31864,-0.39894,-0.37977,-0.83898,-0.95213,-1.00757,-0.76482,-0.1089,-0.28866,-0.23914,-0.22382,-0.32447,-0.31087,-0.00144,-0.05369,0.07855,-0.24461,0.00428,0.25757,0.57237,0.56094,0.64064,0.68762,0.59936,0.63187,0.5571,0.77986,0.82527,0.89011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.78289,-0.76668,-1.00397,-1.04795,-1.08477,-0.97671,-0.71164,-0.71049,-0.68092,-1.06275,-1.17687,-1.23284,-0.99351,-0.33559,-0.51863,-0.47066,-0.45365,-0.54464,-0.54025,-0.22394,-0.26796,-0.13071,-0.43721,-0.17987,0.07911,0.41401,0.39641,0.4781,0.52771,0.44057,0.47749,0.39814,0.62918,0.67822,0.75527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.19856,0.45098,0.24752,0.00641,-0.02116,-0.06713,-0.02013,0.10174,-0.01928,-0.02921,-0.429,-0.57421,-0.65885,-0.43966,0.15383,-0.00133,0.03993,0.05249,-0.03481,-0.04835,0.20808,0.1484,0.25402,-0.03892,0.17503,0.4084,0.68987,0.67352,0.74343,0.78436,0.70614,0.73003,0.65967,0.86753,0.90176,0.95993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.25298,1.46746,1.0369,0.80588,0.58564,0.55749,0.51613,0.56396,0.62008,0.48617,0.44935,0.09636,-0.05514,-0.18482,-0.00935,0.49577,0.35358,0.39045,0.40064,0.32964,0.2982,0.49993,0.42242,0.52268,0.23593,0.40729,0.62554,0.87243,0.85374,0.91819,0.95401,0.88511,0.89825,0.82708,1.02512,1.0573,1.10853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1641,1.46035,1.63095,1.36455,1.20539,0.98848,0.96707,0.92812,0.97783,0.95975,0.79394,0.73318,0.37696,0.2006,0.04851,0.21839,0.71708,0.57031,0.60592,0.61603,0.54298,0.50601,0.70259,0.62074,0.72553,0.42262,0.58309,0.79942,1.03911,1.02359,1.08785,1.1225,1.05361,1.06233,0.98762,1.18807,1.21944,1.26175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.35248,1.51668,1.67677,1.85149,1.63425,1.56022,1.37626,1.36365,1.33716,1.37619,1.30979,1.14342,1.0663,0.76519,0.58008,0.3941,0.5632,0.99668,0.86833,0.8987,0.90751,0.84932,0.79412,0.95633,0.87933,0.98079,0.6887,0.82142,1.01088,1.22444,1.20567,1.26436,1.29491,1.23116,1.23906,1.16799,1.35097,1.38567,1.41709,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.44146,1.6373,1.81478,1.96858,2.09728,1.89342,1.83953,1.68322,1.67439,1.65807,1.70443,1.62333,1.47435,1.37566,1.0996,0.91362,0.72606,0.8973,1.27172,1.15215,1.17847,1.18539,1.13143,1.06899,1.1989,1.12877,1.21984,0.95228,1.05537,1.22294,1.41419,1.40009,1.45366,1.48021,1.42645,1.42982,1.35735,1.52617,1.55987,1.58192,NA,NA,NA,NA,NA,NA,NA,NA
0.32947,1.06166,1.3926,1.60828,1.78665,1.88675,1.69884,1.66797,1.54918,1.53607,1.5192,1.56628,1.52649,1.38565,1.29905,1.03326,0.8525,0.69048,0.86731,1.21596,1.10851,1.13391,1.14119,1.08952,1.0365,1.16162,1.09973,1.18551,0.93703,1.03254,1.1941,1.37779,1.36221,1.413,1.43851,1.38947,1.39381,1.33178,1.49244,1.51748,1.54527,NA,NA,NA,NA,NA,NA,NA
1.06891,0.5429,1.18363,1.47315,1.68056,1.83193,1.91559,1.76234,1.73466,1.62531,1.61398,1.59964,1.65514,1.60208,1.46199,1.37568,1.11726,0.93427,0.77222,0.93491,1.26918,1.16114,1.18614,1.19318,1.14355,1.08681,1.20683,1.14504,1.22962,0.98767,1.07784,1.23167,1.40953,1.39816,1.44786,1.473,1.42576,1.42856,1.36629,1.5182,1.54539,1.57134,NA,NA,NA,NA,NA,NA
-0.30573,0.88141,0.47538,1.15136,1.456,1.67095,1.82525,1.91132,1.75814,1.73229,1.6187,1.60651,1.59155,1.64933,1.59351,1.44817,1.36033,1.10039,0.91841,0.75851,0.92064,1.25875,1.15051,1.17569,1.18272,1.13248,1.07538,1.1964,1.13437,1.21918,0.97496,1.06696,1.22255,1.40174,1.39154,1.44153,1.46673,1.418,1.42125,1.35874,1.51114,1.53889,1.56604,NA,NA,NA,NA,NA
-0.85484,-0.91927,0.65839,0.36756,1.10613,1.42089,1.6345,1.79742,1.8907,1.73442,1.70566,1.59003,1.57804,1.56237,1.61573,1.56336,1.42143,1.33681,1.07829,0.8984,0.74108,0.9036,1.24237,1.13445,1.15965,1.16669,1.11636,1.05917,1.18075,1.11895,1.20392,0.95989,1.05301,1.20824,1.38787,1.37701,1.42696,1.45243,1.40306,1.40759,1.34529,1.49769,1.5262,1.55289,NA,NA,NA,NA
1.43878,1.35301,1.2631,1.36804,1.01995,1.41014,1.66069,1.81824,1.90239,1.96488,1.8482,1.84763,1.73515,1.72768,1.71302,1.77188,1.69963,1.56887,1.49488,1.26425,1.08448,0.92744,1.07277,1.38565,1.2852,1.3082,1.3143,1.26604,1.20891,1.32371,1.26434,1.34686,1.1001,1.18381,1.32857,1.49338,1.48456,1.53154,1.55498,1.51233,1.5122,1.45417,1.59915,1.62182,1.64127,NA,NA,NA
-0.66191,0.42824,0.35566,0.27831,0.51006,0.43207,1.03132,1.41886,1.60573,1.775,1.88993,1.75304,1.74574,1.61152,1.59383,1.57214,1.61582,1.5388,1.40341,1.32162,1.07752,0.9042,0.7586,0.91385,1.26084,1.15786,1.18252,1.18884,1.1347,1.08522,1.21613,1.15308,1.23425,0.98029,1.07341,1.22607,1.40152,1.38723,1.43765,1.46333,1.41764,1.41027,1.34985,1.49236,1.51716,1.54239,NA,NA
0.38711,-0.22805,0.46118,0.41453,0.36093,0.53321,0.4701,0.97395,1.32027,1.50903,1.71821,1.82229,1.70481,1.68408,1.5786,1.56475,1.54653,1.57558,1.54042,1.42741,1.34785,1.12035,0.95637,0.81646,0.96435,1.29477,1.19527,1.21829,1.22425,1.17479,1.12659,1.24992,1.19235,1.25996,1.02171,1.10039,1.24705,1.40977,1.39531,1.44174,1.46534,1.42629,1.42712,1.37424,1.50615,1.52853,1.5552,NA
0.51992,0.43387,0.00739,0.58868,0.54837,0.50783,0.65078,0.60451,1.0368,1.33603,1.51929,1.67146,1.76088,1.64486,1.59814,1.4958,1.48455,1.4686,1.49579,1.46023,1.37704,1.31051,1.11026,0.97103,0.84538,0.98223,1.28502,1.1911,1.21174,1.21692,1.16865,1.12351,1.23699,1.19158,1.25564,1.03532,1.11572,1.26106,1.41426,1.40417,1.44923,1.4725,1.4354,1.43908,1.3895,1.52274,1.54245,1.56486
-0.17181,0.13827,0.15151,-0.2471,0.30656,0.26196,0.2241,0.37364,0.39525,0.85105,1.15433,1.33573,1.49543,1.5959,1.48189,1.43791,1.35038,1.33779,1.31982,1.3475,1.3259,1.25129,1.19064,0.99318,0.85786,0.72466,0.86678,1.17472,1.07406,1.09588,1.10104,1.05354,1.00763,1.12239,1.08039,1.14696,0.92457,1.02191,1.16929,1.3354,1.3267,1.37359,1.3978,1.35805,1.36314,1.31522,1.46197,1.47944
-0.56249,-0.59944,-0.16975,-0.12053,-0.52077,0.0459,-0.00121,-0.03624,0.10439,0.15598,0.67061,1.023,1.23059,1.4371,1.56153,1.43241,1.37413,1.27644,1.26332,1.24224,1.27306,1.25648,1.17529,1.1208,0.90473,0.75881,0.61462,0.76611,1.10221,0.9926,1.01673,1.02295,0.97111,0.92155,1.04419,1.00252,1.07535,0.8408,0.94818,1.10889,1.29201,1.28256,1.33269,1.35857,1.31441,1.3238,1.27587,1.43139
-1.03443,-1.10666,-1.11362,-0.64936,-0.53695,-0.86171,-0.34975,-0.39486,-0.43074,-0.28263,-0.22518,0.34107,0.74377,0.97919,1.22163,1.38696,1.23749,1.15084,1.05636,1.04262,1.02278,1.05194,1.04553,0.96299,0.91946,0.70114,0.55964,0.42354,0.56768,0.92018,0.80308,0.82863,0.83632,0.78181,0.73885,0.87022,0.82367,0.90367,0.66998,0.78867,0.95456,1.14666,1.13807,1.19067,1.21806,1.16853,1.18215,1.13424
0.29697,-0.52392,-0.80884,-0.8878,-0.56896,-0.46496,-0.76435,-0.28668,-0.32941,-0.36526,-0.23316,-0.19804,0.33221,0.71633,0.95594,1.18996,1.38283,1.2368,1.14516,1.04681,1.03323,1.01463,1.03537,1.02728,0.94147,0.90299,0.69102,0.55544,0.4188,0.55143,0.8993,0.78599,0.81129,0.81882,0.76671,0.72844,0.85983,0.81173,0.89204,0.66444,0.78286,0.94386,1.13348,1.12275,1.17549,1.20327,1.1521,1.16446
1.4309,1.06956,0.46002,0.11587,-0.05972,0.09525,0.1609,-0.12782,0.26419,0.23026,0.19719,0.29986,0.29188,0.72347,1.02848,1.22238,1.40085,1.56223,1.4324,1.34551,1.26636,1.25523,1.23907,1.25931,1.24546,1.16985,1.13623,0.95285,0.82833,0.68453,0.80513,1.11222,1.00888,1.03044,1.03545,0.99128,0.95337,1.06861,1.02374,1.09338,0.88039,0.9813,1.12644,1.29487,1.28461,1.33275,1.3577,1.31144
0.27971,1.30096,1.00926,0.41102,0.08577,-0.06448,0.09097,0.14935,-0.14338,0.24392,0.2084,0.17503,0.27799,0.2753,0.712,1.0193,1.21568,1.39673,1.55519,1.42116,1.33036,1.24756,1.23688,1.22107,1.24108,1.22619,1.1494,1.11538,0.9317,0.81074,0.66961,0.78702,1.09164,0.9904,1.01206,1.0175,0.97262,0.93665,1.05221,1.00553,1.07562,0.86404,0.96467,1.10853,1.27651,1.26722,1.3153,1.34056
1.73616,0.77002,1.4398,1.12907,0.54461,0.21099,0.04808,0.18488,0.24316,-0.0512,0.33335,0.2988,0.26545,0.36852,0.36227,0.78851,1.08127,1.27069,1.44416,1.59607,1.46298,1.37449,1.29349,1.28288,1.26711,1.28718,1.27022,1.19368,1.15947,0.97895,0.85648,0.71491,0.83216,1.13209,1.03324,1.05447,1.05953,1.01513,0.97813,1.0921,1.0455,1.11444,0.90419,1.00247,1.1452,1.31125,1.30216,1.3496
-0.94341,1.14263,0.52781,1.3843,1.08164,0.4945,0.16583,0.00812,0.15415,0.21492,-0.08047,0.30715,0.27251,0.23904,0.3406,0.33719,0.76523,1.0581,1.24739,1.42366,1.57855,1.44611,1.35775,1.27704,1.26638,1.2506,1.2705,1.2533,1.17748,1.14352,0.96271,0.84068,0.70038,0.8167,1.11756,1.01853,1.03979,1.04507,1.00028,0.96412,1.07837,1.03152,1.10052,0.89023,0.98846,1.13102,1.29724,1.28804
-0.17661,-0.40737,0.07794,-0.03268,1.04112,0.84956,0.34678,0.05726,-0.07787,0.07527,0.11808,-0.17254,0.20201,0.16809,0.13759,0.23281,0.23711,0.65758,0.95677,1.14904,1.33238,1.49467,1.36874,1.28459,1.20216,1.19156,1.17607,1.19177,1.17953,1.10571,1.07077,0.8798,0.75556,0.62337,0.73906,1.04454,0.94471,0.96624,0.97202,0.92821,0.89359,1.01267,0.96672,1.03392,0.82702,0.92937,1.07136,1.23935
-0.41679,-0.59524,-0.69037,-0.43546,-0.48695,0.55986,0.48846,0.04751,-0.20486,-0.33975,-0.1548,-0.11172,-0.38532,-0.01729,-0.04693,-0.07359,0.02729,0.04846,0.48833,0.79687,0.99507,1.20124,1.39295,1.26341,1.18311,1.1006,1.08892,1.0723,1.08723,1.08522,1.01552,0.97988,0.78024,0.65588,0.51825,0.63881,0.95756,0.85159,0.8741,0.88072,0.83629,0.80014,0.92123,0.87751,0.94846,0.74451,0.84641,0.9841
1.41212,0.8357,0.61566,0.56897,0.70112,0.64406,1.17182,1.04784,0.69456,0.46118,0.29017,0.40893,0.44752,0.20603,0.54535,0.51704,0.49275,0.58839,0.56107,0.92405,1.15631,1.32494,1.47756,1.63012,1.51234,1.44225,1.37168,1.36115,1.3451,1.36081,1.35162,1.28908,1.25929,1.07504,0.9559,0.81602,0.92577,1.19678,1.1045,1.124,1.12843,1.09357,1.05626,1.163,1.11906,1.17892,0.98945,1.07806
0.26892,1.08942,0.72996,0.56598,0.52387,0.64367,0.59516,1.10062,1.00562,0.67035,0.47875,0.33569,0.43498,0.46089,0.22362,0.52167,0.4971,0.47531,0.55592,0.53661,0.86422,1.08267,1.24003,1.39729,1.55019,1.44293,1.37766,1.30796,1.29755,1.28267,1.29437,1.28644,1.22732,1.20669,1.035,0.92458,0.79839,0.90745,1.16932,1.08059,1.10006,1.10504,1.07036,1.03329,1.14279,1.10261,1.1606,0.96803
-0.26407,-0.12113,0.70076,0.37142,0.25037,0.20368,0.32218,0.28532,0.85366,0.79903,0.49261,0.31086,0.19317,0.2877,0.31942,0.09521,0.37804,0.35515,0.33439,0.41787,0.40585,0.71998,0.94383,1.11188,1.28394,1.44713,1.33375,1.26037,1.18457,1.17399,1.15827,1.17238,1.167,1.10116,1.085,0.90695,0.79858,0.68232,0.79009,1.06897,0.98164,1.00158,1.00684,0.96863,0.93095,1.04535,1.00355,1.0646
-0.28878,-0.48256,-0.29808,0.51615,0.18338,0.07808,0.02963,0.15438,0.10278,0.72552,0.6751,0.35211,0.15611,0.03353,0.15242,0.1885,-0.03891,0.25045,0.22556,0.20534,0.28846,0.28701,0.62863,0.88339,1.07509,1.26904,1.44114,1.31453,1.22658,1.14468,1.13329,1.11648,1.13244,1.12471,1.05174,1.03781,0.85203,0.7395,0.62217,0.73804,1.03302,0.94093,0.96194,0.96768,0.92672,0.89159,1.01503,0.96947
0.10357,-0.23623,-0.42714,-0.32624,0.41892,0.14452,0.05466,0.0117,0.12391,0.08462,0.65533,0.61957,0.32082,0.14882,0.01792,0.12603,0.17668,-0.03836,0.238,0.21318,0.19568,0.27817,0.26499,0.59057,0.84408,1.03495,1.23163,1.40831,1.2727,1.18237,1.09505,1.08419,1.06801,1.08237,1.07917,1.00994,0.99234,0.81318,0.70285,0.59161,0.71037,1.00186,0.91145,0.93282,0.93858,0.8969,0.86495,0.98784
0.4911,0.25517,-0.02565,-0.27029,-0.21463,0.47086,0.246,0.16579,0.12528,0.22513,0.18297,0.69311,0.65907,0.35725,0.19505,0.07861,0.17108,0.24452,0.03393,0.2979,0.27434,0.25708,0.32931,0.3138,0.62034,0.86456,1.04696,1.24168,1.41149,1.2751,1.18663,1.10342,1.0927,1.07655,1.09356,1.09202,1.02445,1.0051,0.83261,0.7254,0.61796,0.73191,1.01554,0.92453,0.94602,0.95144,0.90996,0.87688
