SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
1.14946,1.64835,1.87922,1.89428,1.95603,1.75104,1.68592,1.55477,1.52242,1.50588,1.58393,1.57264,1.48055,1.31868,0.93893,0.80609,0.70383,0.83989,1.13685,1.07156,1.16066,1.22129,1.21365,1.21056,1.38542,1.3195,1.55537,1.30366,1.34709,1.57936,1.64618,1.7143,1.76079,1.77064,1.74791,1.78584,1.75703,2.00545,2.04646,2.11666,NA,NA,NA,NA,NA,NA,NA,NA
0.26567,0.84504,1.38142,1.71394,1.73696,1.82344,1.61358,1.56739,1.44945,1.41732,1.39752,1.47206,1.47727,1.4063,1.26084,0.89401,0.77319,0.68831,0.82661,1.10928,1.05072,1.13743,1.19681,1.1901,1.18792,1.35234,1.2956,1.52264,1.28493,1.32972,1.56501,1.63047,1.69201,1.73699,1.74447,1.7236,1.76711,1.74051,1.98633,2.02789,2.0975,NA,NA,NA,NA,NA,NA,NA
1.37892,0.78893,1.12032,1.55096,1.84255,1.84134,1.89873,1.71842,1.68845,1.57314,1.54198,1.52567,1.59827,1.58546,1.53686,1.3897,1.03924,0.90534,0.81572,0.94258,1.20485,1.14734,1.22828,1.2834,1.27641,1.2701,1.42009,1.36287,1.57656,1.35384,1.39391,1.61632,1.6809,1.74274,1.78689,1.79391,1.77164,1.81315,1.79019,2.02164,2.06234,2.12575,NA,NA,NA,NA,NA,NA
0.76456,1.291,0.78649,1.12221,1.55323,1.84417,1.84022,1.89535,1.71891,1.69062,1.57579,1.54446,1.5283,1.60034,1.5858,1.53276,1.38389,1.03308,0.90033,0.8149,0.93986,1.20347,1.1466,1.22789,1.28316,1.27569,1.26937,1.42057,1.36265,1.57812,1.35365,1.39386,1.61794,1.68253,1.74544,1.78975,1.79631,1.77322,1.81484,1.79044,2.0226,2.06371,2.12784,NA,NA,NA,NA,NA
0.33223,0.38849,1.14473,0.72008,1.08349,1.51109,1.7932,1.79519,1.86623,1.69384,1.65841,1.54482,1.51447,1.49766,1.5667,1.55547,1.50284,1.3607,1.01542,0.88618,0.80532,0.93197,1.19393,1.13721,1.21854,1.27351,1.26629,1.2604,1.40965,1.35369,1.56962,1.34572,1.38741,1.61225,1.67824,1.74125,1.78576,1.79231,1.76889,1.81139,1.78503,2.02048,2.06185,2.12447,NA,NA,NA,NA
1.76199,1.72605,1.71052,2.03923,1.63555,1.67147,1.99165,2.16545,2.04375,2.06049,1.91087,1.91807,1.84356,1.81809,1.81065,1.88047,1.82372,1.787,1.65349,1.35171,1.19236,1.07448,1.17698,1.4177,1.36365,1.43427,1.48268,1.47322,1.46672,1.6096,1.54926,1.74525,1.53089,1.55786,1.76314,1.81644,1.87704,1.91738,1.9237,1.89821,1.93733,1.91101,2.11259,2.14379,2.19567,NA,NA,NA
-0.53389,0.83255,0.79362,0.77808,1.16563,1.06016,1.353,1.74622,1.92208,1.89713,1.93335,1.79681,1.79791,1.71775,1.68827,1.67688,1.74082,1.67806,1.60252,1.46035,1.17454,1.03988,0.93759,1.05206,1.30913,1.2508,1.32835,1.38131,1.36938,1.3658,1.52832,1.46989,1.68308,1.44942,1.48013,1.69576,1.74732,1.80857,1.85156,1.85848,1.83542,1.86699,1.83218,2.04509,2.07624,2.13431,NA,NA
0.38878,-0.17495,0.81201,0.78511,0.76965,1.0721,1.00099,1.25444,1.60494,1.8392,1.85721,1.92472,1.80574,1.83808,1.75569,1.72201,1.71208,1.76374,1.72273,1.65487,1.51725,1.23852,1.11076,1.00125,1.10365,1.3525,1.29656,1.36788,1.41805,1.40824,1.40719,1.57174,1.51466,1.70824,1.48587,1.50173,1.70287,1.75086,1.80706,1.84734,1.85357,1.83489,1.86519,1.83311,2.03545,2.06136,2.12664,NA
0.65849,0.60736,0.22312,0.96711,0.93901,0.92378,1.14246,1.09556,1.30717,1.60667,1.80219,1.80147,1.87393,1.76187,1.73984,1.656,1.63261,1.62275,1.66689,1.64149,1.58625,1.47647,1.25362,1.15247,1.06079,1.15691,1.38451,1.33507,1.3984,1.44294,1.43357,1.42782,1.56713,1.52121,1.69814,1.49401,1.52906,1.73146,1.76935,1.82841,1.86733,1.87422,1.85512,1.88023,1.85527,2.05965,2.08105,2.14797
-0.05842,0.38438,0.38307,0.06479,0.72718,0.70452,0.69425,0.89519,0.87279,1.09795,1.39047,1.58991,1.62363,1.70888,1.5977,1.57161,1.497,1.47753,1.46665,1.51093,1.49612,1.44965,1.36007,1.15156,1.05649,0.96425,1.0615,1.29208,1.24321,1.30825,1.35282,1.34697,1.34188,1.47824,1.44264,1.63189,1.42058,1.47158,1.67334,1.71719,1.78375,1.82283,1.83147,1.8113,1.83851,1.81516,2.03752,2.04264
-1.0999,-0.83677,-0.17158,-0.0815,-0.37358,0.29775,0.27866,0.2649,0.4907,0.48828,0.76254,1.09907,1.33971,1.4087,1.54727,1.41559,1.36258,1.28867,1.27108,1.25843,1.30655,1.31154,1.26505,1.18467,0.96238,0.87164,0.78082,0.88695,1.13463,1.08272,1.15285,1.20174,1.19973,1.19106,1.32648,1.29591,1.4942,1.28025,1.34256,1.5535,1.60272,1.67045,1.71168,1.72021,1.70448,1.73921,1.71571,1.94526
-1.42039,-1.59332,-1.43406,-0.75584,-0.60582,-0.86051,-0.21911,-0.23349,-0.24297,-0.01329,0.01565,0.33936,0.74808,1.04896,1.16071,1.36953,1.21925,1.14637,1.06739,1.0487,1.03531,1.09092,1.09963,1.04052,0.96404,0.7263,0.63814,0.55796,0.67844,0.94241,0.88209,0.95831,1.0108,1.01172,1.00647,1.15261,1.1279,1.34301,1.11984,1.19592,1.41766,1.47501,1.54249,1.58701,1.59492,1.58003,1.61951,1.58801
0.1894,-0.8894,-1.31453,-1.24394,-0.71843,-0.59466,-0.85242,-0.23916,-0.25185,-0.25963,-0.03586,-0.0078,0.3147,0.74699,1.06937,1.17743,1.40759,1.2528,1.17616,1.09213,1.07305,1.05936,1.11522,1.12357,1.06064,0.98416,0.7318,0.64868,0.55327,0.67867,0.9476,0.88753,0.96534,1.01859,1.02057,1.01604,1.16992,1.14204,1.36282,1.13337,1.2128,1.44282,1.49948,1.5667,1.61296,1.62071,1.60487,1.64593
1.59976,1.13935,0.31506,-0.32077,-0.37902,-0.03955,0.04687,-0.21688,0.31246,0.29987,0.2911,0.4827,0.48446,0.75262,1.10101,1.37523,1.42423,1.5933,1.45615,1.38951,1.31974,1.30295,1.29195,1.33785,1.34197,1.29052,1.21723,1.004,0.92079,0.81568,0.93388,1.1735,1.11841,1.1862,1.23298,1.23249,1.22513,1.36369,1.33259,1.53067,1.31811,1.38813,1.60365,1.64827,1.70873,1.75261,1.75828,1.74294
0.27348,1.48263,1.05839,0.27086,-0.32525,-0.37944,-0.04817,0.0377,-0.22397,0.30365,0.29107,0.28258,0.47047,0.48335,0.74459,1.08424,1.35559,1.4089,1.57619,1.43839,1.37204,1.30224,1.28634,1.27548,1.32122,1.32278,1.26572,1.19474,0.98098,0.90315,0.79778,0.91377,1.15315,1.09981,1.16778,1.21454,1.21449,1.20877,1.34919,1.31978,1.51653,1.30883,1.38297,1.59613,1.63825,1.69806,1.74116,1.74635
1.99126,1.03315,1.76023,1.27652,0.51482,-0.09913,-0.18182,0.1103,0.18831,-0.07237,0.44391,0.43048,0.42231,0.60725,0.61549,0.87253,1.18738,1.44042,1.47969,1.62928,1.49542,1.43545,1.36867,1.35278,1.34206,1.38544,1.38601,1.33134,1.25843,1.05037,0.97301,0.86666,0.98122,1.21486,1.16441,1.23062,1.27605,1.27436,1.26819,1.40549,1.37411,1.56576,1.36173,1.43418,1.64466,1.68452,1.74394,1.78611
-0.89335,1.37288,0.759,1.62771,1.19296,0.44352,-0.15144,-0.22517,0.07274,0.14959,-0.10629,0.40575,0.39334,0.38523,0.56649,0.57678,0.83023,1.14537,1.39733,1.44442,1.60617,1.47225,1.41206,1.34487,1.32919,1.31826,1.36236,1.36346,1.30667,1.23613,1.02642,0.94915,0.84499,0.95956,1.19583,1.14484,1.21175,1.25772,1.25611,1.24999,1.38796,1.35762,1.5513,1.34608,1.4189,1.62974,1.67061,1.73091
-0.45383,-0.70625,0.09639,-0.04117,1.20918,0.9223,0.19886,-0.33561,-0.36072,-0.04793,0.03324,-0.22308,0.26911,0.25783,0.25114,0.44158,0.45754,0.70676,1.03955,1.31342,1.37372,1.55293,1.41266,1.34766,1.27553,1.25938,1.24762,1.2931,1.29528,1.23866,1.17197,0.95431,0.8724,0.77157,0.88799,1.12941,1.07708,1.14483,1.19162,1.19138,1.18374,1.32323,1.29444,1.4843,1.28082,1.35855,1.56947,1.61507
-0.03417,-0.41262,-0.5383,-0.13943,-0.17746,0.89303,0.72352,0.08013,-0.39483,-0.43437,-0.10705,-0.04066,-0.29376,0.18689,0.17704,0.17095,0.35842,0.38242,0.63033,0.95742,1.2225,1.30114,1.50183,1.36927,1.2996,1.22347,1.2069,1.19479,1.24005,1.2462,1.19551,1.12744,0.90082,0.81629,0.71058,0.83052,1.07933,1.02448,1.09328,1.1416,1.14107,1.12898,1.26681,1.23883,1.43547,1.23104,1.30519,1.51399
1.66174,1.29562,1.03614,0.9597,1.16114,1.12789,1.67036,1.49148,0.96601,0.52201,0.39248,0.57579,0.6231,0.40918,0.85796,0.84715,0.84295,1.00598,0.98779,1.20058,1.42026,1.62503,1.64691,1.7683,1.66116,1.60662,1.54347,1.52621,1.51584,1.55185,1.55886,1.53125,1.45873,1.26006,1.17822,1.06531,1.17355,1.37475,1.33477,1.39169,1.43111,1.42783,1.41575,1.52927,1.4977,1.65876,1.48468,1.54673
0.26727,1.28063,1.11512,0.91776,0.85021,1.01567,0.97975,1.45137,1.33945,0.88468,0.51836,0.429,0.59793,0.62722,0.43073,0.82346,0.81427,0.81184,0.95301,0.93178,1.112,1.31037,1.50111,1.55056,1.69373,1.60068,1.55054,1.49285,1.47605,1.46557,1.50042,1.50117,1.46111,1.40259,1.2169,1.13613,1.04568,1.15318,1.34685,1.31181,1.36865,1.40848,1.40386,1.3895,1.50678,1.47649,1.63395,1.45625
-0.95339,-0.38866,0.679,0.54913,0.38869,0.3287,0.50108,0.47187,0.99187,0.92115,0.50858,0.17093,0.10357,0.31179,0.35058,0.15526,0.54306,0.53526,0.53281,0.67744,0.66501,0.85839,1.07789,1.292,1.36514,1.53582,1.42695,1.37065,1.31029,1.29205,1.279,1.32108,1.32368,1.27043,1.22135,1.02413,0.94357,0.85931,0.97156,1.18365,1.1501,1.21059,1.25467,1.24981,1.23737,1.36577,1.33615,1.50428
-0.96449,-1.38906,-0.8373,0.26282,0.15246,-0.00284,-0.05981,0.11214,0.09546,0.65189,0.60813,0.20366,-0.13258,-0.1776,0.08146,0.12011,-0.07006,0.32172,0.31593,0.31543,0.46169,0.4527,0.65336,0.9012,1.13368,1.22738,1.41468,1.2978,1.23535,1.17098,1.15196,1.13932,1.18813,1.18765,1.12698,1.08335,0.88195,0.8064,0.72356,0.83746,1.06207,1.02327,1.08669,1.13167,1.12807,1.12193,1.25826,1.22768
0.12916,-0.63241,-1.06882,-0.73678,0.22297,0.11088,-0.03615,-0.08913,0.072,0.04756,0.59908,0.55686,0.16779,-0.14813,-0.18692,0.05615,0.09998,-0.08167,0.30212,0.29575,0.2979,0.44503,0.43101,0.62427,0.87755,1.11562,1.20995,1.40093,1.28908,1.2211,1.15403,1.13507,1.12282,1.17196,1.17253,1.11683,1.07557,0.87757,0.8054,0.7291,0.84276,1.06487,1.02421,1.08728,1.13156,1.12948,1.12386,1.25678
-0.16481,-0.14116,-0.70263,-1.09818,-0.82316,0.08055,-0.02425,-0.17158,-0.22189,-0.05762,-0.08526,0.4901,0.44977,0.0464,-0.26838,-0.29223,-0.03758,0.02108,-0.1525,0.24295,0.23699,0.23929,0.39271,0.37753,0.57525,0.84384,1.07812,1.18227,1.37932,1.26255,1.19302,1.12475,1.10485,1.09106,1.14419,1.14585,1.09146,1.0476,0.849,0.77049,0.69378,0.80735,1.03636,0.99369,1.05993,1.10636,1.10329,1.09734
