SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
1.11852,1.4289,0.96216,0.72884,0.4713,0.41498,0.35397,0.44806,0.54261,0.39915,0.33857,-0.08362,-0.21562,-0.30722,-0.12801,0.3625,0.20302,0.31152,0.36397,0.31167,0.32027,0.58943,0.50982,0.73752,0.42264,0.59419,0.83158,1.02362,1.05441,1.14619,1.17778,1.12837,1.1648,1.09524,1.39403,1.44433,1.53152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3067,1.45283,1.61538,1.33149,1.18586,0.9586,0.91227,0.85875,0.93421,0.95788,0.79515,0.71359,0.30525,0.15479,0.04846,0.2032,0.66359,0.51165,0.61317,0.66286,0.61232,0.59682,0.84488,0.76511,0.99358,0.67789,0.8285,1.05623,1.23406,1.26966,1.35689,1.38546,1.33583,1.36242,1.28864,1.56212,1.60902,1.68788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.47157,1.70673,1.76881,1.90241,1.65905,1.60015,1.39608,1.36508,1.32898,1.39654,1.36027,1.19149,1.08384,0.72608,0.56566,0.42195,0.56768,0.98459,0.8506,0.94142,0.98592,0.94607,0.91196,1.11897,1.03918,1.25449,0.95859,1.07865,1.28794,1.44074,1.47,1.54879,1.57359,1.52299,1.54403,1.47375,1.71576,1.76852,1.84056,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.38153,1.73059,1.97017,2.09758,2.16795,1.9694,1.96728,1.76519,1.74193,1.71679,1.82142,1.73288,1.58884,1.44009,1.09239,0.90655,0.75097,0.90058,1.28891,1.15838,1.24023,1.27998,1.2418,1.20005,1.37281,1.29422,1.48616,1.21665,1.30415,1.50402,1.64826,1.68107,1.75478,1.77464,1.72638,1.7373,1.66463,1.88743,1.93881,2.00468,NA,NA,NA,NA,NA,NA,NA,NA
0.30312,0.99735,1.42313,1.71579,1.85506,1.93407,1.74024,1.7524,1.60286,1.57587,1.54906,1.63531,1.60212,1.47788,1.35498,1.03109,0.85864,0.73362,0.87965,1.23117,1.11838,1.19457,1.2322,1.19656,1.16342,1.32213,1.25933,1.43354,1.19346,1.27558,1.46823,1.60597,1.6271,1.69492,1.71228,1.67306,1.68867,1.62968,1.83986,1.87661,1.94687,NA,NA,NA,NA,NA,NA,NA
1.25029,0.67911,1.2003,1.55771,1.82983,1.94667,2.00039,1.83314,1.86263,1.71921,1.69507,1.67291,1.76374,1.7111,1.59809,1.47165,1.1638,0.98471,0.85465,0.98982,1.31757,1.20775,1.27964,1.31498,1.28053,1.24283,1.38932,1.32645,1.49265,1.26663,1.34194,1.52273,1.65379,1.68145,1.74776,1.76443,1.72582,1.74062,1.68376,1.87865,1.9179,1.9816,NA,NA,NA,NA,NA,NA
0.20573,1.09614,0.63394,1.1816,1.54723,1.82759,1.94871,1.99819,1.83364,1.87126,1.72261,1.69763,1.67493,1.7666,1.70854,1.58854,1.45967,1.14837,0.97059,0.84408,0.97917,1.31045,1.20095,1.2736,1.30888,1.27415,1.23615,1.38432,1.32097,1.48875,1.25959,1.33581,1.51884,1.64986,1.67944,1.74574,1.76207,1.72185,1.73763,1.67713,1.87347,1.91305,1.97792,NA,NA,NA,NA,NA
-0.25246,-0.27463,0.87669,0.52181,1.12646,1.49911,1.77374,1.89698,1.96266,1.79701,1.82452,1.67629,1.65099,1.62681,1.71074,1.66028,1.54411,1.42453,1.11801,0.94538,0.8251,0.96082,1.28963,1.1811,1.25385,1.28927,1.25499,1.21715,1.36459,1.30278,1.47124,1.24148,1.31972,1.50303,1.63415,1.66191,1.72794,1.74469,1.70448,1.72239,1.66225,1.86106,1.9014,1.96411,NA,NA,NA,NA
1.66709,1.59883,1.53816,1.76956,1.38942,1.60214,1.8789,2.0688,2.07404,2.10548,1.98041,2.04374,1.92758,1.9158,1.89932,1.98964,1.8904,1.78289,1.68221,1.42921,1.24822,1.10369,1.21915,1.51614,1.4163,1.47978,1.50971,1.47499,1.4352,1.5717,1.51202,1.67637,1.45041,1.51203,1.6812,1.80029,1.82634,1.88801,1.90259,1.86407,1.874,1.80713,1.9835,2.01361,2.06573,NA,NA,NA
-0.66999,0.80698,0.73123,0.66807,1.02131,0.88186,1.31844,1.68384,1.88822,1.97947,2.03509,1.91322,1.98653,1.85966,1.834,1.80823,1.88826,1.76221,1.62504,1.50583,1.24958,1.08115,0.94907,1.07852,1.40775,1.30406,1.37503,1.4068,1.36604,1.33273,1.49201,1.42915,1.60295,1.35371,1.42614,1.60601,1.72567,1.74972,1.81758,1.8349,1.79367,1.79152,1.71738,1.89854,1.92702,1.97583,NA,NA
0.36766,-0.26391,0.77675,0.71722,0.66765,0.95094,0.84674,1.23406,1.5761,1.82034,1.94575,2.01125,1.9085,1.98295,1.85419,1.83007,1.80763,1.86468,1.78753,1.66626,1.55172,1.30825,1.14582,1.01415,1.13304,1.45181,1.35107,1.41696,1.44588,1.40892,1.37563,1.53626,1.47466,1.62392,1.3871,1.43985,1.60792,1.71452,1.73916,1.80179,1.81852,1.78644,1.78515,1.72109,1.89087,1.91553,1.96527,NA
0.58789,0.5283,0.08287,0.92457,0.87348,0.83147,1.03789,0.96865,1.28897,1.57699,1.78309,1.86215,1.93462,1.83289,1.84442,1.71997,1.70066,1.68107,1.72423,1.67944,1.59493,1.50124,1.29767,1.16809,1.05428,1.16761,1.45703,1.36359,1.42259,1.44794,1.41355,1.38064,1.52002,1.468,1.60947,1.39454,1.45811,1.63041,1.7239,1.7566,1.81681,1.83334,1.80185,1.80709,1.74636,1.91596,1.94242,1.99724
-0.22514,0.2283,0.22732,-0.16631,0.63935,0.58945,0.55323,0.76701,0.7473,1.09133,1.38147,1.58808,1.68412,1.76516,1.65828,1.65801,1.55396,1.5352,1.51459,1.56098,1.52826,1.45887,1.38288,1.18176,1.05753,0.93876,1.05476,1.34952,1.25305,1.31422,1.34076,1.30785,1.27777,1.41955,1.37508,1.52318,1.30077,1.37839,1.55406,1.66106,1.69452,1.75823,1.7773,1.74454,1.74952,1.695,1.88063,1.89596
-0.87357,-0.80909,-0.21716,-0.14589,-0.52192,0.27851,0.22928,0.19213,0.42061,0.436,0.8485,1.18475,1.42379,1.55669,1.67027,1.5444,1.51903,1.41483,1.39468,1.37137,1.42216,1.41406,1.34258,1.27143,1.05077,0.91805,0.79122,0.91502,1.2361,1.12956,1.19617,1.22731,1.19421,1.15689,1.30231,1.26036,1.41314,1.18325,1.27525,1.45849,1.58078,1.61565,1.68275,1.70287,1.66985,1.68355,1.6332,1.8311
-1.28322,-1.40326,-1.3713,-0.7883,-0.64945,-0.97446,-0.22493,-0.27102,-0.30527,-0.07238,-0.01485,0.48051,0.88208,1.16319,1.33831,1.5128,1.36288,1.30097,1.19249,1.16991,1.14572,1.19995,1.20023,1.12258,1.05625,0.82094,0.68642,0.56792,0.6979,1.03692,0.91844,0.9885,1.02334,0.98994,0.95943,1.11608,1.07646,1.24047,1.0023,1.11349,1.30214,1.43403,1.46764,1.53786,1.55902,1.52468,1.5455,1.49161
0.26284,-0.70419,-1.09411,-1.13742,-0.70636,-0.59945,-0.91823,-0.20258,-0.24811,-0.27762,-0.06923,-0.01951,0.47073,0.88646,1.18672,1.35071,1.55413,1.39782,1.32867,1.20963,1.18716,1.16319,1.21458,1.21329,1.12906,1.06821,0.82626,0.69449,0.56667,0.69683,1.03941,0.92067,0.99162,1.02501,0.9928,0.96426,1.12414,1.08116,1.24856,1.00569,1.12123,1.3162,1.45457,1.48468,1.5594,1.58197,1.54235,1.5614
1.55685,1.17581,0.53614,0.07358,-0.10436,0.11953,0.18064,-0.11634,0.46826,0.42998,0.4007,0.57418,0.56915,0.95462,1.26571,1.51458,1.61465,1.75074,1.61973,1.55553,1.465,1.44733,1.42882,1.46602,1.45581,1.38497,1.33305,1.14174,1.02937,0.89594,1.01318,1.30557,1.19965,1.25858,1.28403,1.25609,1.22567,1.36286,1.31955,1.4596,1.2485,1.33997,1.51593,1.62783,1.65269,1.71846,1.73675,1.70385
0.20464,1.47312,1.10889,0.47608,0.03437,-0.124,0.10432,0.17089,-0.12962,0.45611,0.41791,0.38749,0.55945,0.55719,0.94002,1.25049,1.49978,1.60243,1.73403,1.59778,1.53256,1.43958,1.42281,1.40498,1.44208,1.43152,1.3601,1.30823,1.11598,1.00711,0.8763,0.98887,1.27867,1.1782,1.23766,1.26362,1.23604,1.20841,1.34699,1.30246,1.4431,1.23311,1.32839,1.50083,1.61275,1.63856,1.70411,1.7229
1.88753,0.96568,1.71084,1.3024,0.69574,0.24879,0.06815,0.2649,0.32847,0.03121,0.60815,0.57071,0.54152,0.71395,0.70295,1.0696,1.35401,1.58919,1.6791,1.79428,1.66136,1.60308,1.51388,1.49737,1.47967,1.51422,1.50109,1.43119,1.37802,1.19185,1.08497,0.95387,1.06518,1.34717,1.2513,1.30915,1.33361,1.30543,1.27684,1.40923,1.36382,1.501,1.2966,1.38836,1.56007,1.66829,1.69304,1.75718
-0.94377,1.27503,0.66751,1.61163,1.23005,0.61971,0.18325,0.01058,0.21829,0.28352,-0.01283,0.56333,0.52709,0.49778,0.66464,0.65866,1.02329,1.30959,1.54276,1.63805,1.76502,1.63187,1.57433,1.48597,1.46956,1.45216,1.4873,1.47401,1.40396,1.35237,1.16541,1.05798,0.92913,1.04004,1.32402,1.22742,1.2853,1.31025,1.28197,1.25451,1.38788,1.3435,1.48176,1.27573,1.36781,1.53844,1.64762,1.67296
-0.39998,-0.66283,0.05814,-0.06612,1.17847,0.94546,0.38608,-0.00903,-0.12663,0.08935,0.1441,-0.14821,0.39075,0.35467,0.32742,0.49719,0.50475,0.86656,1.17246,1.42351,1.53986,1.68361,1.54861,1.48596,1.39218,1.37524,1.35609,1.39216,1.38464,1.31675,1.26818,1.06622,0.9481,0.82682,0.93727,1.23146,1.13199,1.19165,1.21851,1.19097,1.16275,1.30239,1.26173,1.39638,1.19043,1.28969,1.45687,1.57237
-0.31639,-0.63654,-0.76358,-0.35278,-0.40335,0.80936,0.68415,0.17176,-0.19482,-0.32284,-0.07664,-0.03152,-0.32275,0.21352,0.17917,0.1546,0.32582,0.35637,0.73772,1.04891,1.30071,1.43735,1.61715,1.48134,1.42009,1.32522,1.30676,1.28456,1.32118,1.32249,1.25791,1.20735,0.99046,0.86538,0.73762,0.85375,1.16066,1.05545,1.11782,1.14685,1.11785,1.08445,1.22495,1.18464,1.32435,1.11522,1.21213,1.37536
1.57929,1.05515,0.73522,0.64633,0.88166,0.836,1.47655,1.29207,0.87363,0.54083,0.37459,0.52506,0.56424,0.32826,0.83381,0.80195,0.77833,0.93669,0.91365,1.2216,1.44213,1.66506,1.74736,1.87343,1.7567,1.70719,1.62953,1.61199,1.58858,1.61675,1.61178,1.56461,1.51335,1.31891,1.20434,1.06976,1.17551,1.4258,1.33976,1.39299,1.41565,1.39291,1.3569,1.4706,1.42972,1.54546,1.36451,1.44333
0.2424,1.21067,0.92284,0.69339,0.61714,0.80809,0.75714,1.33274,1.21141,0.82237,0.55011,0.41973,0.55254,0.57713,0.3476,0.78844,0.76239,0.74442,0.88327,0.85985,1.13358,1.33605,1.5358,1.63961,1.79054,1.6814,1.63285,1.55664,1.5398,1.5183,1.54676,1.54034,1.48612,1.44447,1.26657,1.15994,1.04721,1.15178,1.39328,1.31454,1.36754,1.39067,1.36802,1.33456,1.45166,1.41219,1.52731,1.34186
-0.63834,-0.28524,0.68932,0.43297,0.25686,0.18224,0.38259,0.34491,1.00239,0.92257,0.55506,0.29279,0.18447,0.33329,0.36458,0.14153,0.56511,0.53918,0.52118,0.66126,0.65133,0.93777,1.15733,1.3718,1.49546,1.66586,1.54899,1.48727,1.40746,1.38851,1.36595,1.39868,1.39934,1.33598,1.30283,1.11063,1.00311,0.8976,1.0016,1.26504,1.18568,1.24135,1.26739,1.24226,1.2101,1.34028,1.29958,1.41946
-0.61472,-0.93578,-0.56859,0.39298,0.14901,-0.01768,-0.09099,0.10978,0.07429,0.78253,0.72484,0.35155,0.07734,-0.02622,0.16103,0.19067,-0.03578,0.39466,0.36871,0.35237,0.49379,0.48556,0.80107,1.05702,1.30192,1.44324,1.61511,1.49291,1.41891,1.33034,1.30958,1.28712,1.32469,1.31874,1.24531,1.2153,1.01718,0.9082,0.80689,0.91192,1.18942,1.10528,1.16299,1.19037,1.16399,1.13649,1.28026,1.23674
0.09853,-0.42002,-0.74803,-0.54103,0.34067,0.11902,-0.03968,-0.10826,0.08095,0.04177,0.74207,0.69267,0.32783,0.07049,-0.03422,0.13986,0.17827,-0.04101,0.38065,0.35574,0.34071,0.48481,0.4677,0.77348,1.03268,1.27843,1.42334,1.60428,1.4736,1.39397,1.29963,1.27907,1.25761,1.29377,1.28997,1.21887,1.18842,0.99571,0.88937,0.79393,0.90179,1.17833,1.09315,1.15127,1.17802,1.15207,1.12803,1.26732
0.19695,0.08688,-0.32164,-0.67212,-0.51717,0.2946,0.09924,-0.04903,-0.11678,0.07277,0.01747,0.71761,0.6725,0.29134,0.03978,-0.05866,0.11819,0.17392,-0.03777,0.38243,0.35829,0.34325,0.48672,0.46966,0.76876,1.03348,1.26985,1.42327,1.60373,1.47232,1.39405,1.2992,1.2776,1.25371,1.29374,1.28967,1.21855,1.18534,0.99267,0.88255,0.78835,0.89713,1.18065,1.09066,1.15164,1.17957,1.15096,1.12455
