SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
0.97229,0.23198,-0.01152,-0.10329,-0.51325,-1.04154,-0.99186,-0.86832,-0.96612,-1.04598,-1.05318,-1.21145,-1.35943,-1.28127,-1.20247,-1.20139,-1.43842,-1.6,-1.37121,-1.15562,-1.21707,-1.26334,-1.14962,-1.41506,-1.21598,-1.28755,-1.22361,-0.98605,-1.01997,-1.02436,-1.09748,-1.21246,-1.17367,-1.06831,-1.02874,-0.8282,-0.80724,-0.68843,-0.80711,-0.8534,-0.63599,-0.77041,-0.74309,-0.64776,-0.68373,-0.72014,-0.73006,-0.51251
-0.27723,0.37454,-0.0482,-0.20479,-0.26104,-0.57231,-1.03102,-0.99473,-0.89166,-0.96851,-1.03718,-1.04963,-1.20664,-1.3459,-1.2928,-1.23631,-1.22837,-1.46035,-1.62109,-1.39208,-1.2009,-1.26395,-1.31005,-1.20054,-1.47787,-1.27531,-1.34299,-1.27085,-1.03302,-1.06729,-1.07549,-1.1503,-1.26234,-1.22186,-1.11654,-1.07873,-0.88306,-0.86084,-0.74036,-0.85244,-0.89807,-0.68207,-0.81563,-0.78722,-0.69477,-0.73002,-0.76507,-0.77486
-1.05362,-0.86555,-0.00976,-0.38744,-0.46933,-0.49915,-0.76606,-1.20511,-1.15702,-1.04982,-1.12111,-1.17998,-1.18836,-1.33404,-1.46517,-1.41264,-1.356,-1.34031,-1.57627,-1.72111,-1.48862,-1.29512,-1.35802,-1.40108,-1.29197,-1.55166,-1.34634,-1.40397,-1.33919,-1.11126,-1.14083,-1.14748,-1.22044,-1.3261,-1.28764,-1.18691,-1.15108,-0.96233,-0.93728,-0.81707,-0.92585,-0.96825,-0.76383,-0.88929,-0.86202,-0.77352,-0.80695,-0.84084
0.46645,-0.92596,-0.8524,-0.01382,-0.39067,-0.47379,-0.50698,-0.77343,-1.22053,-1.17063,-1.06014,-1.131,-1.18954,-1.20024,-1.34665,-1.4762,-1.41812,-1.35465,-1.34052,-1.58224,-1.71846,-1.49542,-1.30487,-1.36869,-1.41132,-1.30072,-1.55609,-1.34777,-1.4082,-1.34204,-1.11668,-1.14741,-1.15698,-1.22969,-1.33813,-1.29939,-1.19783,-1.16066,-0.97147,-0.94606,-0.82521,-0.93545,-0.978,-0.77151,-0.89884,-0.86982,-0.78149,-0.81479
-0.96024,-0.28293,-1.17414,-1.0012,-0.17038,-0.49993,-0.56425,-0.59121,-0.84945,-1.29066,-1.23375,-1.12505,-1.19696,-1.25253,-1.25574,-1.40501,-1.53529,-1.46906,-1.40204,-1.38535,-1.63162,-1.76509,-1.53913,-1.35369,-1.41741,-1.46048,-1.35207,-1.60756,-1.39278,-1.45141,-1.38153,-1.15619,-1.18763,-1.19646,-1.26839,-1.3766,-1.33813,-1.23712,-1.19913,-1.01078,-0.98474,-0.86295,-0.97057,-1.01083,-0.80371,-0.93006,-0.90031,-0.81238
-1.39186,-1.65638,-1.38792,-1.77564,-1.50878,-0.62109,-0.88882,-0.9056,-0.89617,-1.12326,-1.5496,-1.46769,-1.34746,-1.41291,-1.45543,-1.45774,-1.59424,-1.70006,-1.64986,-1.5779,-1.54144,-1.79079,-1.91906,-1.7175,-1.51915,-1.58054,-1.62361,-1.51286,-1.7367,-1.51893,-1.56414,-1.48667,-1.27069,-1.30018,-1.30805,-1.37383,-1.46972,-1.43381,-1.34043,-1.30837,-1.12722,-1.10241,-0.98437,-1.07891,-1.11189,-0.91612,-1.03429,-1.00315
1.29515,0.20561,-0.00953,-0.04293,-0.49804,-0.66641,-0.07914,-0.39256,-0.46242,-0.47883,-0.73211,-1.16244,-1.13119,-1.02331,-1.09116,-1.14789,-1.16085,-1.29533,-1.4246,-1.38185,-1.31818,-1.29933,-1.52926,-1.67599,-1.46939,-1.27638,-1.33654,-1.3822,-1.2686,-1.50972,-1.32101,-1.3862,-1.31535,-1.09895,-1.12577,-1.12855,-1.19491,-1.29778,-1.26137,-1.16697,-1.13309,-0.95001,-0.92514,-0.80785,-0.90664,-0.94545,-0.74156,-0.86496
0.09326,0.89177,0.09913,-0.05231,-0.07555,-0.44195,-0.59754,-0.09694,-0.36085,-0.44355,-0.46767,-0.70686,-1.12377,-1.10617,-1.00666,-1.07547,-1.13597,-1.14688,-1.2979,-1.44651,-1.379,-1.31895,-1.31127,-1.52816,-1.65059,-1.45787,-1.26975,-1.32495,-1.37119,-1.26324,-1.50883,-1.3275,-1.39418,-1.31926,-1.10505,-1.1295,-1.13828,-1.20532,-1.31118,-1.27586,-1.17861,-1.14545,-0.96294,-0.93693,-0.81537,-0.91516,-0.95571,-0.74857
0.5099,0.29741,0.93908,0.35702,0.22143,0.19165,-0.13804,-0.32027,0.09829,-0.17662,-0.27158,-0.29915,-0.55366,-0.97906,-0.94373,-0.84235,-0.9159,-0.97888,-1.00037,-1.15315,-1.29948,-1.2265,-1.17931,-1.18708,-1.40551,-1.54601,-1.35195,-1.16783,-1.22263,-1.26637,-1.15537,-1.40818,-1.23038,-1.31549,-1.24199,-1.02489,-1.056,-1.06895,-1.13698,-1.24839,-1.21231,-1.114,-1.07861,-0.89696,-0.87753,-0.76019,-0.86135,-0.90171
0.82442,0.76023,0.59042,1.06583,0.58402,0.46215,0.43084,0.17386,-0.02601,0.30477,0.06594,-0.02244,-0.07266,-0.31629,-0.7318,-0.71341,-0.62755,-0.69682,-0.76075,-0.77802,-0.94292,-1.11795,-1.06722,-1.03491,-1.05116,-1.25727,-1.41819,-1.21949,-1.04371,-1.09315,-1.13783,-1.03552,-1.2903,-1.11599,-1.21073,-1.14026,-0.92573,-0.96405,-0.96721,-1.0311,-1.14513,-1.1076,-1.01195,-0.97831,-0.8041,-0.79072,-0.67592,-0.77614
0.43151,0.73482,0.77979,0.67559,1.05476,0.65294,0.55093,0.51991,0.29069,0.07618,0.33862,0.11505,0.02562,-0.01497,-0.23643,-0.63245,-0.6159,-0.54831,-0.61467,-0.67573,-0.68887,-0.85215,-1.02768,-0.99411,-0.97926,-1.00117,-1.18149,-1.32228,-1.14474,-0.98578,-1.03094,-1.0721,-0.98041,-1.20881,-1.05133,-1.1461,-1.08068,-0.88136,-0.91769,-0.92512,-0.98861,-1.09589,-1.06035,-0.96925,-0.93572,-0.77253,-0.76398,-0.64862
1.34945,1.08397,1.16516,1.13909,1.0526,1.36066,1.04962,0.98571,0.95892,0.75353,0.55068,0.74635,0.52728,0.4287,0.36499,0.13538,-0.2411,-0.22445,-0.17221,-0.23522,-0.29812,-0.30888,-0.48982,-0.6767,-0.6627,-0.65534,-0.69113,-0.87148,-1.01307,-0.83958,-0.69451,-0.73803,-0.77836,-0.68726,-0.92613,-0.78589,-0.89031,-0.83431,-0.64511,-0.67884,-0.69521,-0.76639,-0.87532,-0.84028,-0.74697,-0.71299,-0.55324,-0.54737
0.05178,0.94283,0.8889,1.02552,1.02981,0.95164,1.26743,0.96379,0.89711,0.87291,0.65861,0.47269,0.69963,0.47368,0.38901,0.31575,0.10354,-0.25775,-0.23417,-0.18424,-0.24711,-0.3096,-0.32377,-0.50502,-0.6809,-0.67215,-0.65727,-0.69771,-0.86773,-1.00002,-0.83637,-0.70081,-0.73946,-0.77734,-0.69299,-0.92448,-0.79186,-0.89298,-0.84064,-0.65509,-0.68865,-0.70391,-0.7756,-0.88139,-0.84752,-0.75562,-0.71894,-0.56209
1.2086,0.80334,1.26654,1.22411,1.29839,1.25372,1.17452,1.43819,1.18928,1.13577,1.12163,0.95939,0.78568,0.97207,0.76579,0.67518,0.59227,0.39962,0.07719,0.09456,0.14266,0.09014,0.03027,0.02412,-0.15448,-0.34227,-0.35259,-0.34787,-0.40399,-0.59152,-0.73423,-0.57021,-0.43756,-0.47557,-0.51479,-0.42491,-0.67686,-0.54809,-0.65586,-0.60353,-0.42084,-0.45796,-0.47759,-0.55684,-0.66728,-0.63127,-0.53511,-0.49654
-0.5013,0.84326,0.571,1.09429,1.05812,1.15468,1.12293,1.06057,1.32191,1.06706,1.01006,0.99291,0.82654,0.66757,0.85945,0.66312,0.57695,0.49809,0.3146,-0.00725,0.00874,0.05758,0.00647,-0.05116,-0.06066,-0.23185,-0.41288,-0.41512,-0.40863,-0.46327,-0.63991,-0.77632,-0.61806,-0.49099,-0.52846,-0.56725,-0.48192,-0.72556,-0.5975,-0.69917,-0.65163,-0.47488,-0.51348,-0.53084,-0.60759,-0.71455,-0.67917,-0.58646
0.48629,-0.47918,0.80197,0.55603,1.08535,1.05303,1.14485,1.1148,1.06084,1.32514,1.06486,1.00731,0.99027,0.82387,0.66555,0.85762,0.65894,0.56956,0.49229,0.31125,-0.01474,0.00334,0.05286,0.00246,-0.05601,-0.06535,-0.23763,-0.42176,-0.42354,-0.41807,-0.47202,-0.64685,-0.78482,-0.62571,-0.49768,-0.5351,-0.57313,-0.48703,-0.73278,-0.60222,-0.70563,-0.65891,-0.48078,-0.51876,-0.53841,-0.61307,-0.72141,-0.68566
-1.02634,-0.28293,-0.79702,0.59826,0.40099,0.97428,0.95805,1.06462,1.05382,1.00305,1.2669,1.00664,0.94914,0.93051,0.75862,0.60837,0.80439,0.6058,0.51587,0.44047,0.26112,-0.0659,-0.04901,0.00292,-0.04839,-0.10692,-0.11594,-0.28493,-0.46701,-0.46661,-0.46169,-0.51559,-0.68895,-0.82717,-0.66847,-0.5384,-0.57561,-0.61388,-0.52747,-0.77388,-0.64186,-0.74464,-0.69609,-0.51571,-0.55227,-0.5719,-0.64482,-0.75307
-0.97863,-1.31964,-1.11425,-1.32148,0.05139,-0.00597,0.5949,0.64358,0.78886,0.81487,0.77614,1.02752,0.76731,0.7064,0.68559,0.51169,0.38736,0.58582,0.40604,0.31467,0.24645,0.07654,-0.24284,-0.21706,-0.16606,-0.21812,-0.27188,-0.28235,-0.44397,-0.61629,-0.61391,-0.60389,-0.64599,-0.80498,-0.93066,-0.77954,-0.65454,-0.68914,-0.7253,-0.64526,-0.8738,-0.74756,-0.84111,-0.78657,-0.60906,-0.6456,-0.66181,-0.73056
-0.43208,-0.97251,-1.20173,-1.12688,-1.32517,-0.27606,-0.24465,0.40009,0.46965,0.63124,0.68755,0.6535,0.9285,0.65103,0.58712,0.56874,0.38632,0.26892,0.48197,0.31281,0.21954,0.15182,-0.01626,-0.3383,-0.31513,-0.26921,-0.32263,-0.37415,-0.38398,-0.54234,-0.71051,-0.70867,-0.69934,-0.73629,-0.88811,-1.0053,-0.8586,-0.73153,-0.76616,-0.80186,-0.72436,-0.93862,-0.81241,-0.90019,-0.84296,-0.66602,-0.69672,-0.71184
0.57454,-0.02525,-0.52459,-0.68174,-0.66626,-0.87106,-0.04038,-0.05469,0.51348,0.56379,0.70786,0.76183,0.72615,0.99716,0.74818,0.68864,0.67287,0.50816,0.38492,0.58878,0.40407,0.31112,0.24506,0.06911,-0.25248,-0.2287,-0.18356,-0.23615,-0.28509,-0.29442,-0.45296,-0.62534,-0.63161,-0.62291,-0.66467,-0.81437,-0.94021,-0.7897,-0.65853,-0.69486,-0.73249,-0.65378,-0.88016,-0.75014,-0.84146,-0.78185,-0.60295,-0.63591
-0.43552,-0.03082,-0.35483,-0.74177,-0.88896,-0.86257,-1.10979,-0.21718,-0.21754,0.32364,0.41014,0.57232,0.63701,0.58665,0.82759,0.58923,0.53412,0.5181,0.37105,0.26364,0.45385,0.27225,0.1831,0.12485,-0.04566,-0.35557,-0.32785,-0.28147,-0.33153,-0.37822,-0.3895,-0.54443,-0.70592,-0.70825,-0.69802,-0.73594,-0.88649,-1.01395,-0.86361,-0.73395,-0.77003,-0.80793,-0.73111,-0.95424,-0.83093,-0.92197,-0.86253,-0.68555
-1.6135,-1.38152,-0.83786,-1.02469,-1.33998,-1.4438,-1.40499,-1.64083,-0.76649,-0.6747,-0.10262,0.02628,0.21442,0.31137,0.27111,0.51636,0.27634,0.21959,0.2069,0.05102,-0.04129,0.16209,-0.01813,-0.1,-0.15404,-0.32698,-0.63452,-0.60751,-0.55789,-0.6074,-0.6538,-0.66325,-0.80764,-0.94698,-0.93862,-0.91679,-0.94385,-1.08942,-1.19675,-1.05407,-0.92911,-0.96385,-1.00051,-0.93142,-1.1372,-1.02132,-1.1036,-1.04333
1.14599,0.23913,-0.09329,0.08562,-0.17084,-0.52188,-0.64378,-0.64142,-0.82573,-0.18058,-0.21419,0.2681,0.3512,0.5074,0.58364,0.54188,0.76722,0.54221,0.49255,0.48149,0.33897,0.23703,0.41601,0.23141,0.14293,0.07969,-0.09841,-0.39898,-0.37248,-0.33137,-0.37996,-0.42748,-0.43661,-0.57786,-0.72088,-0.723,-0.70531,-0.74262,-0.88881,-1.00279,-0.8652,-0.74239,-0.77698,-0.81233,-0.7418,-0.95486,-0.84718,-0.92811
1.78965,1.75733,1.12552,0.80963,0.88276,0.71955,0.41819,0.32322,0.29175,0.13599,0.58013,0.48833,0.85468,0.88847,0.98095,0.99955,0.9622,1.15271,0.96788,0.92848,0.91634,0.80446,0.67645,0.82348,0.6502,0.57789,0.51057,0.31936,0.028,0.04787,0.07937,0.03446,-0.01261,-0.01672,-0.16699,-0.32265,-0.33361,-0.32673,-0.38091,-0.52999,-0.6596,-0.52437,-0.39699,-0.43286,-0.46954,-0.39632,-0.62659,-0.51924
-0.48272,1.09073,1.39887,0.80269,0.50772,0.62098,0.45133,0.16026,0.06285,0.03543,-0.12985,0.35029,0.29252,0.68377,0.74266,0.83756,0.88783,0.8554,1.05407,0.85518,0.81258,0.80077,0.67747,0.54552,0.69775,0.51794,0.44044,0.37519,0.18155,-0.09513,-0.07287,-0.04142,-0.08266,-0.12729,-0.13264,-0.27429,-0.42073,-0.42747,-0.42115,-0.47183,-0.61651,-0.74049,-0.60926,-0.48211,-0.51751,-0.55412,-0.47936,-0.70509
-0.17714,-0.49508,0.70217,1.08216,0.57918,0.34683,0.44686,0.2823,0.00709,-0.0734,-0.09487,-0.23767,0.19653,0.14577,0.53825,0.61111,0.7127,0.78005,0.75464,0.94589,0.7597,0.7199,0.70924,0.59297,0.48013,0.63062,0.45803,0.37662,0.31086,0.12202,-0.1474,-0.12347,-0.08987,-0.12981,-0.17327,-0.17679,-0.31704,-0.464,-0.46765,-0.45519,-0.50746,-0.64899,-0.77275,-0.6432,-0.5195,-0.55372,-0.58852,-0.51579
-1.29062,-0.86555,-0.91576,0.3346,0.79545,0.30064,0.10248,0.22413,0.05506,-0.2088,-0.29334,-0.30991,-0.44654,-0.00508,-0.03984,0.35654,0.43748,0.54987,0.63264,0.60678,0.80226,0.60797,0.56732,0.55702,0.4348,0.32682,0.47712,0.3097,0.23318,0.17099,-0.00564,-0.26467,-0.24156,-0.21027,-0.24962,-0.29224,-0.29836,-0.43215,-0.56916,-0.56933,-0.55959,-0.60788,-0.74546,-0.86115,-0.7369,-0.61841,-0.65092,-0.68465
-0.85245,-1.54052,-1.03779,-1.0344,0.22863,0.7128,0.21063,0.01662,0.14892,-0.02516,-0.28797,-0.37324,-0.38926,-0.52607,-0.07561,-0.10257,0.29642,0.37812,0.49638,0.58623,0.55774,0.76059,0.56392,0.52291,0.51212,0.38721,0.27803,0.42775,0.26099,0.18195,0.12058,-0.05278,-0.31226,-0.28787,-0.25443,-0.29374,-0.33538,-0.34185,-0.47602,-0.61024,-0.61074,-0.60131,-0.64821,-0.78444,-0.90071,-0.77436,-0.65663,-0.68915
-0.92828,-1.18802,-1.67906,-1.1687,-1.13849,0.11183,0.61626,0.12207,-0.0609,0.07932,-0.09405,-0.34894,-0.43272,-0.44681,-0.58199,-0.13049,-0.15098,0.24505,0.32518,0.44636,0.54113,0.51357,0.71815,0.52108,0.47904,0.46867,0.34292,0.23666,0.38851,0.22228,0.1409,0.07899,-0.09251,-0.35401,-0.32949,-0.29338,-0.3325,-0.37439,-0.38076,-0.5162,-0.64855,-0.64871,-0.63743,-0.68155,-0.81622,-0.93155,-0.80465,-0.68715
0.19769,-0.17808,-0.439,-1.11231,-0.99748,-1.00495,0.08629,0.56483,0.1262,-0.0449,0.08234,-0.08474,-0.32991,-0.41213,-0.42386,-0.56051,-0.12147,-0.14484,0.23222,0.29653,0.41119,0.50697,0.48328,0.69061,0.493,0.45155,0.44411,0.31977,0.21206,0.3544,0.19028,0.1096,0.05189,-0.11048,-0.3556,-0.33148,-0.29754,-0.33439,-0.3745,-0.38077,-0.50977,-0.63743,-0.63452,-0.61818,-0.66032,-0.79596,-0.90906,-0.78377
-1.36739,-0.91675,-1.14113,-1.23708,-1.63851,-1.50631,-1.44628,-0.42349,0.14007,-0.28853,-0.42002,-0.27985,-0.44456,-0.67638,-0.75075,-0.75337,-0.87788,-0.43406,-0.43038,-0.02823,0.04163,0.17221,0.28693,0.26858,0.48988,0.27202,0.22649,0.22179,0.08751,-0.01559,0.14223,-0.02772,-0.11227,-0.16666,-0.32698,-0.56466,-0.53639,-0.49442,-0.53147,-0.57111,-0.57805,-0.69334,-0.80873,-0.8018,-0.77845,-0.81189,-0.93713,-1.04115
1.74198,0.76717,0.59881,0.45896,0.28126,-0.14492,-0.31613,-0.4789,0.41762,0.7903,0.37603,0.21871,0.3163,0.18459,-0.04493,-0.12013,-0.13221,-0.25803,0.14394,0.12007,0.45816,0.50861,0.60824,0.68301,0.65129,0.84678,0.6546,0.61443,0.60982,0.49135,0.38563,0.5285,0.36154,0.27559,0.21178,0.04548,-0.2034,-0.17915,-0.13745,-0.17534,-0.21853,-0.22409,-0.35359,-0.4847,-0.4799,-0.46115,-0.5097,-0.6471
1.23487,1.86707,1.36809,1.17084,1.07269,0.94225,0.64942,0.41299,0.13864,0.85267,1.13682,0.7753,0.60989,0.66564,0.54292,0.33951,0.2768,0.26226,0.16351,0.49683,0.45149,0.72047,0.75955,0.83841,0.89337,0.8664,1.03546,0.86893,0.83521,0.82844,0.72246,0.61936,0.74495,0.60177,0.52088,0.4538,0.28431,0.03881,0.06534,0.10382,0.06771,0.02428,0.01958,-0.12309,-0.26025,-0.26138,-0.25097,-0.30607
0.82442,1.24033,1.81359,1.40391,1.25673,1.17623,1.06772,0.81899,0.59586,0.33995,0.95966,1.19391,0.87043,0.71455,0.76371,0.65644,0.47148,0.41772,0.40555,0.31585,0.61005,0.56294,0.80942,0.85326,0.92292,0.9663,0.94453,1.10026,0.9411,0.90916,0.90272,0.80508,0.69924,0.81801,0.68707,0.61021,0.53979,0.3723,0.12564,0.14967,0.19439,0.15597,0.11205,0.10645,-0.03843,-0.18065,-0.18259,-0.16794
0.93626,1.03749,1.34208,1.7581,1.5136,1.41374,1.35293,1.26419,1.06627,0.84482,0.57693,1.12746,1.33258,1.02663,0.87824,0.92408,0.82908,0.65243,0.60411,0.59395,0.50953,0.77622,0.72946,0.96896,1.02159,1.09085,1.11132,1.08409,1.23996,1.0813,1.04885,1.04054,0.9437,0.82933,0.94739,0.82115,0.74625,0.68108,0.5132,0.26055,0.27324,0.31948,0.28035,0.23827,0.23415,0.092,-0.05481,-0.05546
1.59163,1.51922,1.49105,1.67264,1.9725,1.80423,1.74193,1.71415,1.66325,1.49546,1.2807,1.04938,1.47515,1.61592,1.34188,1.18252,1.22242,1.14271,0.99423,0.95454,0.94349,0.87905,1.08493,1.03804,1.25518,1.31403,1.37261,1.3734,1.34332,1.47711,1.33016,1.30182,1.29258,1.20289,1.0918,1.20154,1.09063,1.02169,0.9592,0.79014,0.55105,0.55802,0.60166,0.56605,0.52496,0.52183,0.37821,0.22913
-1.20991,0.53608,0.87345,1.01292,1.32851,1.7229,1.48229,1.43978,1.39644,1.32858,1.13037,0.93433,0.71921,1.22081,1.40928,1.10883,0.97175,1.02001,0.93392,0.76342,0.71726,0.70636,0.62691,0.85368,0.80305,1.03454,1.08275,1.15851,1.17011,1.14022,1.29107,1.13119,1.09694,1.08789,0.99594,0.88935,1.01377,0.89366,0.82299,0.75964,0.59658,0.35593,0.36339,0.41091,0.37531,0.33335,0.33034,0.18611
0.28355,-0.59873,0.46188,0.77689,0.92171,1.19231,1.55716,1.34518,1.31348,1.26419,1.19966,1.01914,0.86618,0.67173,1.1646,1.36836,1.07013,0.94631,0.99574,0.90842,0.75671,0.71582,0.70617,0.63554,0.85461,0.81133,1.02295,1.06495,1.1374,1.15247,1.12849,1.27545,1.12204,1.08774,1.07877,0.99266,0.89604,1.01297,0.89705,0.82968,0.7674,0.60906,0.37572,0.37766,0.42347,0.39084,0.35197,0.34749
1.80201,1.25745,0.32426,1.0733,1.25481,1.3206,1.48654,1.79054,1.63008,1.60257,1.56676,1.51596,1.37371,1.20206,1.02849,1.43601,1.59056,1.31094,1.17684,1.21187,1.1306,0.99515,0.96207,0.95332,0.891,1.07524,1.03022,1.2207,1.26546,1.33424,1.338,1.31055,1.44074,1.30889,1.27785,1.26924,1.19147,1.09761,1.20392,1.09652,1.03587,0.98111,0.82344,0.59976,0.60041,0.64239,0.61158,0.57337
-0.93815,1.55117,1.07245,0.18771,0.97522,1.17607,1.2499,1.43427,1.75745,1.5914,1.55865,1.52141,1.46891,1.32259,1.15114,0.97312,1.38821,1.54667,1.26617,1.13853,1.17454,1.09425,0.95727,0.92353,0.91448,0.84983,1.03755,0.99072,1.18758,1.23243,1.30277,1.30765,1.28305,1.41581,1.28208,1.25031,1.24093,1.16098,1.06732,1.1757,1.06708,1.00597,0.95062,0.7915,0.5639,0.56653,0.60917,0.57713
-0.38057,-0.94369,1.31539,0.92091,0.06323,0.88786,1.10379,1.18944,1.39543,1.72361,1.54998,1.51378,1.47502,1.4206,1.26979,1.10813,0.93404,1.34766,1.51265,1.23392,1.11053,1.14734,1.06624,0.92954,0.89503,0.8865,0.82192,1.01312,0.96521,1.16353,1.20769,1.27966,1.28654,1.26258,1.39752,1.26181,1.22972,1.22082,1.13922,1.04646,1.1567,1.04634,0.98371,0.92795,0.76848,0.53963,0.54391,0.58772
-0.13653,-0.44122,-0.68294,0.77809,0.64034,-0.06548,0.70073,0.94393,1.04127,1.25716,1.58198,1.40694,1.37172,1.33395,1.27654,1.13466,0.98784,0.8241,1.23862,1.42496,1.1448,1.02804,1.06935,0.99307,0.85101,0.81564,0.80864,0.74155,0.93058,0.88232,1.08452,1.12215,1.1889,1.19956,1.1746,1.30998,1.17299,1.14081,1.13305,1.05375,0.96225,1.07448,0.96703,0.90367,0.84915,0.70509,0.48463,0.48805
-1.19847,-1.02113,-1.19502,-1.29045,-0.09563,-0.0223,-0.56168,0.28503,0.60577,0.74676,1.03855,1.42635,1.22122,1.18127,1.13134,1.06582,0.89725,0.76483,0.59907,1.0492,1.2554,0.97434,0.8693,0.91981,0.83828,0.68082,0.64205,0.63673,0.56027,0.77169,0.72512,0.94318,0.98197,1.05229,1.0668,1.04025,1.18995,1.03633,1.00281,0.99553,0.90967,0.81236,0.9306,0.81769,0.75567,0.69781,0.55674,0.33148
-1.45508,-1.68552,-1.5993,-1.70761,-1.74805,-0.85789,-0.65597,-0.99896,-0.22219,0.14267,0.33917,0.70397,1.14027,0.906,0.87646,0.82101,0.75381,0.57038,0.46696,0.31469,0.79218,1.02245,0.73985,0.63938,0.69092,0.60755,0.43839,0.39315,0.39077,0.31092,0.54776,0.50461,0.73083,0.76528,0.84251,0.86832,0.85125,1.01074,0.85161,0.81872,0.81152,0.72248,0.63435,0.7594,0.64455,0.58074,0.52133,0.38418
0.31053,-0.80271,-1.4132,-1.41797,-1.50736,-1.57632,-0.67189,-0.48817,-0.89686,-0.1269,0.22412,0.41158,0.74126,1.12096,0.8893,0.86004,0.81309,0.75077,0.59578,0.49987,0.348,0.77719,0.99329,0.73402,0.64136,0.69532,0.61696,0.45636,0.41484,0.41217,0.33258,0.55564,0.51394,0.73535,0.76644,0.837,0.86654,0.85236,1.00765,0.8558,0.82445,0.81796,0.73078,0.63856,0.76455,0.6507,0.58361,0.52189
0.88233,0.68168,-0.19773,-0.77664,-0.8296,-0.92416,-1.02702,-0.22897,-0.13788,-0.55781,0.13516,0.43457,0.57223,0.8442,1.17789,0.97788,0.95401,0.91342,0.85814,0.72098,0.62819,0.48272,0.87577,1.08434,0.83684,0.7392,0.7943,0.71247,0.55683,0.51782,0.51542,0.44374,0.65018,0.60708,0.82799,0.85925,0.92451,0.95354,0.93497,1.08345,0.94087,0.90831,0.90213,0.81709,0.72438,0.84678,0.7318,0.66704
-1.37167,-0.31902,-0.16091,-0.88853,-1.38179,-1.42274,-1.48415,-1.54307,-0.8692,-0.71568,-1.03126,-0.37418,-0.04155,0.15268,0.50638,0.89659,0.66148,0.63519,0.58823,0.52953,0.368,0.28608,0.13586,0.58057,0.82733,0.55038,0.44398,0.50735,0.42152,0.24819,0.2017,0.19757,0.11965,0.35662,0.31689,0.5586,0.59353,0.67198,0.71905,0.69901,0.86772,0.71018,0.67313,0.66709,0.57111,0.48233,0.61728,0.49327
0.69417,-0.46031,0.0632,0.11067,-0.45117,-0.90251,-0.99399,-1.07974,-1.15961,-0.54957,-0.44376,-0.78928,-0.17086,0.13753,0.30297,0.61464,0.98319,0.76359,0.73703,0.69197,0.63467,0.48751,0.38252,0.23195,0.65919,0.9067,0.63859,0.52353,0.5829,0.49573,0.32576,0.28131,0.27646,0.20499,0.43568,0.4,0.63499,0.66906,0.74455,0.79056,0.77481,0.94136,0.78502,0.7504,0.74438,0.64935,0.56101,0.69214
1.13061,1.13134,0.21831,0.51109,0.49545,0.00821,-0.39145,-0.49777,-0.57723,-0.67603,-0.13385,-0.0666,-0.44055,0.14139,0.42376,0.54952,0.83633,1.17658,0.97868,0.95047,0.911,0.8583,0.71961,0.60618,0.46002,0.85622,1.08561,0.82866,0.701,0.75922,0.67292,0.51137,0.47093,0.4659,0.39915,0.61675,0.58552,0.81629,0.85083,0.92532,0.96308,0.95186,1.11144,0.95691,0.92517,0.91887,0.82812,0.73907
-0.12518,0.57421,0.75864,0.05124,0.33425,0.35218,-0.07631,-0.43569,-0.53939,-0.60067,-0.68425,-0.22563,-0.16597,-0.50554,0.03652,0.31025,0.44043,0.73828,1.08012,0.88028,0.86097,0.82405,0.77395,0.64293,0.54741,0.41363,0.78756,0.99972,0.75563,0.6349,0.69512,0.61509,0.45849,0.4186,0.41379,0.35097,0.56681,0.53281,0.75812,0.79205,0.8622,0.90035,0.88978,1.04145,0.89207,0.86247,0.85752,0.76727
-1.43521,-0.87041,0.11469,0.37049,-0.28589,0.02947,0.08983,-0.32344,-0.66852,-0.75632,-0.81639,-0.88866,-0.45147,-0.37505,-0.68808,-0.15675,0.12072,0.26097,0.57918,0.93274,0.72498,0.70133,0.66322,0.6125,0.47461,0.38401,0.24902,0.62831,0.84396,0.60237,0.49041,0.5537,0.4763,0.31844,0.27881,0.27441,0.20943,0.42787,0.3978,0.62004,0.65286,0.72374,0.76938,0.75681,0.91322,0.76315,0.73262,0.72783
1.00706,-0.83231,-0.68873,0.2181,0.45821,-0.20478,0.09399,0.14111,-0.26975,-0.62004,-0.70769,-0.76884,-0.84339,-0.40598,-0.32744,-0.6412,-0.1104,0.16149,0.29867,0.61328,0.95981,0.75624,0.73421,0.69726,0.64645,0.50938,0.41622,0.27686,0.65716,0.87207,0.63005,0.51884,0.58328,0.50558,0.34991,0.31033,0.30657,0.24114,0.45835,0.43076,0.65175,0.68431,0.75614,0.80001,0.78672,0.94362,0.79357,0.76218
