"","CA0101","CA0102","CA0201","CA0202","CA0301","CA0302","CA0401","CA0402","CA0501","CA0502","CA0601","CA0602","CA0701","CA0702","CA0801","CA0802","CA0901","CA0902","CA1001","CA1002","CA2601","CA2602","CA2701","CA2702","CA2801","CA2802","CA2901","CA2902","CA3001","CA3002"
"1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872983484354603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02771554269188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965166332875822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799983893495417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12947427770095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75150942754875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.856426585393573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18448670333764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05345417259752,1.04440158333881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.904108095536085,1.15849601585769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847271665738981,0.839941582992922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.951803742589019,1.19726716088752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.742192602668061,0.97590353732267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562558346119265,0.849130307172028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.871393275301164,0.878798814397782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.805067903847874,NA,0.988809028007449,NA,0.86827237386965,0.84998348773303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89825295722348,NA,0.606799605732321,NA,0.95802019024609,0.952076747197062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0913327183714,NA,1.03950305857182,1.0328131248347,0.940110025412935,1.15314606283556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98670921112302,NA,1.37874571570873,0.795831489958052,1.64017488891047,1.27530136592428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968886110371806,NA,1.08507887633784,0.868905851678383,1.24975865427856,1.16605903182313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17702977901558,NA,1.09798619171635,1.18304697636407,0.691979496364437,1.02036565315069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785816662697752,NA,1.1441202632922,1.04316327354671,0.828185469059201,0.731762559328682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3341822678175,NA,1.0217591131081,1.32915158025545,0.704996818358286,0.903686425381079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28288465840738,NA,0.88080818859577,1.13660184533742,0.95136513361014,0.974642765507455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92902288456412,NA,1.20434119543254,NA,0.933208849895403,1.11860615710476,0.942950468116265,0.970373759877272,NA,NA,NA,NA,NA,NA,0.953626500040218,NA,NA,NA,NA,NA
"1861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96590105706315,NA,1.05946712119927,0.986230874281283,1.03218456564553,1.14291570248087,0.953940469315355,1.02966737936555,NA,NA,NA,NA,NA,NA,1.31098960913515,NA,NA,NA,NA,NA
"1862",NA,NA,NA,NA,1.12477241046295,1.40363843237168,NA,NA,NA,NA,0.811323814231248,NA,1.10846885585113,1.16510688072913,1.033044693568,1.2024024856983,1.26102409544318,1.21937647301951,NA,NA,NA,NA,NA,NA,0.742145623034146,NA,NA,NA,NA,NA
"1863",NA,NA,NA,NA,1.06503105431757,1.19505739442256,NA,NA,NA,NA,0.903595640731306,NA,0.816763487850775,0.987595282597802,1.01423819543571,1.02977444684177,1.09360798006228,1.31206163789177,NA,NA,NA,NA,NA,1.01468586430892,0.818249201041083,NA,NA,NA,NA,NA
"1864",NA,NA,NA,NA,0.581499089577739,0.461637525632731,NA,NA,1.15904052027271,NA,1.07402510928023,NA,0.656126991187867,0.661529177459966,0.735032039855863,0.357173157048905,0.55972563608496,0.568236740835338,NA,NA,NA,NA,NA,0.428367323677685,1.38813993677166,NA,NA,NA,NA,NA
"1865",NA,NA,NA,NA,0.81405294160166,0.693916563641648,NA,NA,1.64216790172404,NA,1.04557506575141,NA,0.89231542031274,0.829150148015627,0.603236379328499,0.275103781985453,0.992077547502088,0.43882157772874,NA,NA,NA,NA,1.22743535659348,1.1492925135371,1.05642776089513,NA,NA,NA,NA,NA
