"estimate","ci_lower","ci_upper","size","name_comparison","metodo_correla"
-0.531660482515506,-0.693490422057587,-0.313900666717414,14,"sj-caL","pearson"
-0.541694481834955,-0.714346020775868,-0.351696906727764,15,"sj-caL","pearson"
-0.557830645634482,-0.729196815561175,-0.363953074239897,16,"sj-caL","pearson"
-0.576282692487757,-0.7263649448117,-0.360911342894116,17,"sj-caL","pearson"
-0.598820367278154,-0.748995785470483,-0.370034570131483,18,"sj-caL","pearson"
-0.61633056406641,-0.765688799381609,-0.426757975694099,19,"sj-caL","pearson"
-0.632402847022124,-0.773515841869034,-0.444185628064863,20,"sj-caL","pearson"
-0.650303559123633,-0.770567892771129,-0.451399766135684,21,"sj-caL","pearson"
-0.665989774626097,-0.7724072702244,-0.514464257338117,22,"sj-caL","pearson"
-0.668757517052802,-0.772497171865064,-0.512184828709006,23,"sj-caL","pearson"
-0.66483741420467,-0.768883093524653,-0.511838488858546,24,"sj-caL","pearson"
-0.655914269361197,-0.762272432604403,-0.508021247557515,25,"sj-caL","pearson"
-0.645850912877578,-0.770963963107986,-0.525148902151701,26,"sj-caL","pearson"
-0.634440999999121,-0.756529965263276,-0.511357432188761,27,"sj-caL","pearson"
-0.624024011726118,-0.740450190651674,-0.482735374992725,28,"sj-caL","pearson"
-0.612102717370441,-0.733407142199976,-0.47618523556629,29,"sj-caL","pearson"
-0.602207693355777,-0.711229830436463,-0.43982572795327,30,"sj-caL","pearson"
-0.59284789312887,-0.702251451624392,-0.453306727997922,31,"sj-caL","pearson"
-0.579858453744996,-0.687371759883495,-0.450641544248175,32,"sj-caL","pearson"
-0.56352592365639,-0.674742548680164,-0.431692528219346,33,"sj-caL","pearson"
-0.545746421010548,-0.652686167357679,-0.406844239402425,34,"sj-caL","pearson"
-0.523789593917002,-0.633179381883945,-0.38428010226229,35,"sj-caL","pearson"
-0.499211862346668,-0.599032528804715,-0.346595942177261,36,"sj-caL","pearson"
-0.472566940562622,-0.586485229133742,-0.34187466291204,37,"sj-caL","pearson"
-0.448588124047509,-0.562871440070183,-0.301286872557355,38,"sj-caL","pearson"
-0.428546156928246,-0.54432923712599,-0.287324073095379,39,"sj-caL","pearson"
-0.412456103361996,-0.525894024512315,-0.26485296486515,40,"sj-caL","pearson"
0.213714053174173,0.00850713387247409,0.412123373509321,1,"sj-caH","spearman"
0.208580627099664,-0.0157669704836217,0.389318140172061,2,"sj-caH","spearman"
0.19320882852292,-0.00753082980902398,0.406514301180365,3,"sj-caH","spearman"
0.183894840500134,-0.0396541968240679,0.360909432592573,4,"sj-caH","spearman"
0.186582001448762,-0.0267364341612059,0.400313350639072,5,"sj-caH","spearman"
0.168004459308807,-0.0378906123924069,0.373518461921189,6,"sj-caH","spearman"
0.156340288924559,-0.0312506720257215,0.379109282976002,7,"sj-caH","spearman"
0.165491998638066,-0.0350542058254879,0.38526046432011,8,"sj-caH","spearman"
0.177767602409214,-0.0511279390227545,0.389498394760816,9,"sj-caH","spearman"
0.159254939126631,-0.0644523442080066,0.374181111981619,10,"sj-caH","spearman"
0.165979527336195,-0.0607168770866744,0.393568145381349,11,"sj-caH","spearman"
0.16077779949189,-0.0663847185492645,0.374392777958805,12,"sj-caH","spearman"
0.156201275690999,-0.0445335634181558,0.362369812283823,13,"sj-caH","spearman"
0.14967885479199,-0.069083873172538,0.355557837612829,14,"sj-caH","spearman"
0.143631436314363,-0.0894014323834219,0.336357910895327,15,"sj-caH","spearman"
0.126987353206865,-0.0805088877711045,0.333927580122632,16,"sj-caH","spearman"
0.0956165025785279,-0.122742112747572,0.291691212822784,17,"sj-caH","spearman"
0.0631450827653359,-0.183938458848596,0.272064457293454,18,"sj-caH","spearman"
0.0463966413333502,-0.168063764636199,0.259444361209664,19,"sj-caH","spearman"
0.038408959461591,-0.186732037740181,0.258412587083132,20,"sj-caH","spearman"
0.0272590567327409,-0.19428923256298,0.249574526959518,21,"sj-caH","spearman"
0.0276529160739687,-0.192657042210994,0.268061273075597,22,"sj-caH","spearman"
0.0292484265087005,-0.221026311200095,0.247958948796433,23,"sj-caH","spearman"
0.0259780328273479,-0.217319585856753,0.257932779964269,24,"sj-caH","spearman"
0.0148241044440157,-0.215164527662313,0.279034793283776,25,"sj-caH","spearman"
-6.70690811535882e-05,-0.248272979140444,0.241732902108601,26,"sj-caH","spearman"
0.00533636602222028,-0.233803645721078,0.225754468980046,27,"sj-caH","spearman"
0.00471318962367556,-0.219394986715831,0.232710281183516,28,"sj-caH","spearman"
-0.029545367790205,-0.262290849721027,0.189673704280952,29,"sj-caH","spearman"
-0.0790565887141831,-0.311184634604426,0.161102299439892,30,"sj-caH","spearman"
-0.0929965556831229,-0.351310282027863,0.153671491230931,31,"sj-caH","spearman"
-0.0999562937062937,-0.333610768078573,0.146887371623262,32,"sj-caH","spearman"
-0.13246336996337,-0.375358423866945,0.121775236998994,33,"sj-caH","spearman"
-0.174635176651306,-0.405330199914447,0.0544539423965502,34,"sj-caH","spearman"
-0.174183475611292,-0.383839204801549,0.0840248879961662,35,"sj-caH","spearman"
-0.154521417239556,-0.355491102674465,0.0904219375827128,36,"sj-caH","spearman"
-0.142261739372048,-0.352193267511328,0.0857446308650184,37,"sj-caH","spearman"
-0.127819988310929,-0.346304824372622,0.094587098040156,38,"sj-caH","spearman"
-0.112799532437171,-0.339031874808172,0.0995874398879221,39,"sj-caH","spearman"
-0.102087114337568,-0.320831514473482,0.113799710489954,40,"sj-caH","spearman"
0.245119010392187,0.0452377934097957,0.423027276760942,1,"sj-caH","pearson"
0.242970226266716,0.038375823752837,0.425571341101474,2,"sj-caH","pearson"
0.224444057313355,0.0157294308347794,0.401727472548121,3,"sj-caH","pearson"
0.209299538270952,-0.00882948657880048,0.40201974195783,4,"sj-caH","pearson"
0.197489634130017,-0.0173658853156231,0.394040179713341,5,"sj-caH","pearson"
0.18489954339268,-0.00604687711275752,0.376747815626714,6,"sj-caH","pearson"
0.171815800858453,-0.0317279036003813,0.368888758115303,7,"sj-caH","pearson"
0.159230328177397,-0.0411279601200014,0.34031635004601,8,"sj-caH","pearson"
0.14873769880894,-0.0481174021872246,0.353956375608475,9,"sj-caH","pearson"
0.142034289391767,-0.0828542702879303,0.315430242651476,10,"sj-caH","pearson"
0.14121076384109,-0.0696453371834369,0.308668847127333,11,"sj-caH","pearson"
0.143840994923303,-0.0605171065490859,0.308122856263354,12,"sj-caH","pearson"
0.150818856997134,-0.0319128172131937,0.320900780261145,13,"sj-caH","pearson"
0.15824505478655,-0.0248794350883226,0.319497507098415,14,"sj-caH","pearson"
0.161752408445243,-0.00993121920019747,0.325679933649076,15,"sj-caH","pearson"
0.160187343637143,-0.0236735187214394,0.317009608700308,16,"sj-caH","pearson"
0.152785047913275,-0.0102354257709432,0.31105593032218,17,"sj-caH","pearson"
0.141128546828174,-0.0542753511698729,0.287103359297711,18,"sj-caH","pearson"
0.129885432824519,-0.0355025820627323,0.275290333164163,19,"sj-caH","pearson"
0.115376848048023,-0.0556388581235714,0.268354093238622,20,"sj-caH","pearson"
0.0935992091306032,-0.06264302834985,0.251867615937521,21,"sj-caH","pearson"
0.0713215135942664,-0.0951800727132805,0.215620728165154,22,"sj-caH","pearson"
0.0539506831059639,-0.099058715022825,0.192899354477996,23,"sj-caH","pearson"
0.0408709939005493,-0.102497268091044,0.187657350171512,24,"sj-caH","pearson"
0.0324590121608699,-0.111613366612258,0.177923657814268,25,"sj-caH","pearson"
0.0242924970403963,-0.103453029437116,0.183120385120216,26,"sj-caH","pearson"
0.017981386879244,-0.135204319404009,0.149026532882261,27,"sj-caH","pearson"
0.0107143791800231,-0.125114719965478,0.14784847533,28,"sj-caH","pearson"
0.00233498839288026,-0.129135204972576,0.121170597712573,29,"sj-caH","pearson"
-0.0101443329773203,-0.151953719055973,0.115146383111968,30,"sj-caH","pearson"
-0.0262045225443542,-0.17339040451726,0.0962919688140112,31,"sj-caH","pearson"
-0.0403763680603887,-0.173935544288371,0.0886387015699304,32,"sj-caH","pearson"
-0.0535022645399364,-0.18286678578953,0.0749575676484204,33,"sj-caH","pearson"
-0.0662493218874528,-0.200881461003143,0.0462761043763684,34,"sj-caH","pearson"
-0.0743157886993527,-0.20767938253866,0.0568465573192504,35,"sj-caH","pearson"
-0.074289547810064,-0.206223914131166,0.0638714009312101,36,"sj-caH","pearson"
-0.0672990665427768,-0.198766209479012,0.078127372550919,37,"sj-caH","pearson"
-0.0608032629727301,-0.193676077826375,0.0779193851929237,38,"sj-caH","pearson"
-0.0545039654837584,-0.175998283871886,0.108912730211152,39,"sj-caH","pearson"
-0.0472600885128923,-0.200330587347241,0.091837010799759,40,"sj-caH","pearson"
