"ba","srd","sdd","nesr","newsr","lorimer","crowding","n_competitors","n_competitors_higher","pd","std","sum_sizes","sr","dnn","id_focal"
0.255781887916562,0.777944170704448,-0.11894894145116,0.0279429486727919,0.0425491572344115,7.22842678112575,0.255167619531719,9,2,0.0286478897565412,286.478897565412,1.61701422181366,0.143338954468803,2.18,"A10"
0.309098793852347,1.6682701664037,-0.321483848823095,0.190822691090678,0.874665159801922,12.9763332233894,0.668737499002384,14,0,0.0445633840657307,445.633840657307,2.23453540101021,0.110266159695817,1.13,"A09"
0.0118272017085165,0.0155659331181153,-0.251689423916171,3.10180481736425e-05,0.000938447019886353,0.156946234055464,0.0215175382950032,2,0,0.00636619772367581,63.6619772367581,0.173478887970166,0.875995449374289,6.75,"B11"
0.545708479436702,0.549474318535966,-1.02622673214516,0.027553699041455,0.286986406456357,4.50459626059358,0.55000638003298,12,0,0.0381971863420549,381.971863420549,2.43029598101324,0.245180425111221,2.53,"B12"
0.220873240586144,0.201066593411302,-1.21863235819445,0.000872103071587252,0.0124833142692322,1.99971682482409,0.227512335424004,13,0,0.0413802852038928,413.802852038928,1.76821141775096,0.360391479562464,4.55,"B15"
2.81662073212735,1.53484709301258,-1.22611006776932,0.143331957922607,1.31934220424819,12.2014663975019,1.63995500566683,17,2,0.0541126806512444,541.126806512444,6.20067658286024,0.111313868613139,1.4,"B14"
2.5143238226554,0.829813372944944,-0.216272645523236,0.00279360772014302,0.12043829333377,8.05291928882406,0.629782534397792,10,4,0.0318309886183791,318.309886183791,4.59162010820118,0.126551619739631,5.68,"B13"
1.61364411589369,1.03905932840501,-0.138343940327399,0.123733134950171,1.08247025956763,8.14181353836445,1.02996546795132,7,0,0.0222816920328653,222.816920328653,3.5523383298111,0.161532682193839,1.32,"B16"
1.21039721545533,1.95481412344062,-0.590477752325037,0.223630535456927,1.66235886040653,14.2073743432765,1.36462560507493,17,4,0.0541126806512444,541.126806512444,3.81016933761997,0.113989637305699,1.6,"B17"
1.5101496352746,0.546013689962098,-0.0953229248640416,0.000974433393532182,0.0276545924473348,5.43452074816475,0.428146691218037,6,1,0.0190985931710274,190.985931710274,3.33270450834429,0.172332015810277,6.32,"B18"
0.963518057167968,0.627100385245891,-0.621350796065255,0.0477554309998105,0.463432804433958,5.15878049425523,0.627341978139644,10,0,0.0318309886183791,318.309886183791,2.72632417516417,0.217450890817725,1.9,"B19"
1.15197143584629,0.619402171333587,-0.0624965452104947,0.013569972596089,0.203962365221664,5.39239629387419,0.456087415021257,5,2,0.0159154943091895,159.154943091895,2.4605354202007,0.198963730569948,3.8,"B20"
1.23073920661926,1.07666690063941,-0.231879928811272,0.0122244558907602,0.0794458010601001,10.1358423291014,0.602656205962827,13,1,0.0413802852038928,413.802852038928,4.05049330168874,0.106076571829996,4.02,"B21"
1.64355330857423,2.37923927107667,-0.179901725148353,0.250875781328983,1.68119932870218,18.6164889121984,1.54916602765162,14,3,0.0445633840657307,445.633840657307,5.16616945276292,0.0794100964265456,0.88,"B22"
1.27953412273445,0.726920889835569,-0.340859219616799,0.0213387883167575,0.264662510025207,6.30268429754267,0.647659679602771,8,0,0.0254647908947033,254.647908947033,3.42819747419943,0.175975516449885,3.03,"B23"
1.24027290602035,0.908587984383237,-0.41176523063779,0.00576766199008207,0.0242334716220619,8.7231865398048,0.581599886481409,13,1,0.0413802852038928,413.802852038928,4.11670175801496,0.11918545256419,3.28,"B24"
0.487740270289057,0.618743451243171,-0.785888588031252,0.00516696386769651,0.0269907877209723,5.93257692988228,0.397596414944316,17,0,0.0541126806512444,541.126806512444,2.80590164671011,0.165641268338855,4.12,"B25"
0.49459586946274,0.660627386714379,-0.323740598641299,0.009580926650349,0.0396556165598988,5.9416130237748,0.373136196576535,10,0,0.0318309886183791,318.309886183791,2.21066215954643,0.177619893428064,3.93,"B10"
0.863328031054832,0.757257505541603,-0.493042680534482,0.0184025920776467,0.173662143438295,6.57721425846118,0.530352516250411,12,0,0.0381971863420549,381.971863420549,2.83614108589757,0.169617893755825,3.54,"B09"
0.370681809644967,0.734403944824773,-0.0853365302397044,0.0463073332056405,0.198999419576365,5.67922666661468,0.399299164276753,5,0,0.0159154943091895,159.154943091895,1.46581702587636,0.221470836855452,2.58,"B27"
0.251249950912021,0.645691480595156,-0.41019555823223,0.00277613373943999,0.000205570011797319,6.36338458208109,0.264453040639713,15,0,0.0477464829275686,477.464829275686,2.00853538181972,0.151881720430108,4.65,"B26"
0.342033919888426,0.955458663635698,-0.242716374930967,0.0648489640678647,0.206814179200459,7.48605937025467,0.458686620700139,8,0,0.0254647908947033,254.647908947033,1.73638042913258,0.174110522331567,2.24,"B28"
0.553188761762021,0.840603469395478,-0.474266136012177,0.0227634492789466,0.0541493939617907,7.39805207028163,0.450115128748988,12,0,0.0381971863420549,381.971863420549,2.49395795825,0.150677506775068,2.73,"B29"
0.729647826041583,1.60884273960293,-0.565699313850866,0.0461532105703118,0.0942444046535936,14.2707512946405,0.712943145803357,21,2,0.066845076098596,668.45076098596,4.02502851079403,0.0833635375135919,2.44,"B30"
0.394698290557534,1.13874201300309,-0.212892288640403,0.0176125727084087,0.00696445804843588,10.3375219602288,0.385360377467185,13,1,0.0413802852038928,413.802852038928,2.3348030151581,0.109289617486339,2.72,"A08"
0.548857757873133,1.21122892635977,-0.401712454720704,0.0727372354458525,0.301598338672097,10.222478259534,0.623856440594978,13,0,0.0413802852038928,413.802852038928,2.91571855744352,0.120076849183477,1.42,"A16"
0.765789924180964,2.24660360796767,-0.263490658079156,0.0699524843803891,0.122737588889371,19.2891844331348,0.832254856024994,20,0,0.0636619772367581,636.619772367581,4.26853557372463,0.0661559888579387,2.18,"A20"
0.471036959011562,1.13352512220413,-0.242665353680204,0.0186634679708655,0.0204515605408034,10.3191966422716,0.42647629256298,14,0,0.0445633840657307,445.633840657307,2.60536641841433,0.108873162765378,3.2,"A17"
0.44436259054936,0.845729000447765,-0.0945759407038847,0.00338983162538334,0.00118445989432483,8.29887409512943,0.300467833424397,10,1,0.0318309886183791,318.309886183791,2.25522554361216,0.121512709237446,4.9,"A18"
0.31542520284025,1.13151409229213,-0.0826064689346977,0.0412902057457311,0.0688467835558264,9.68940432783249,0.368690641668279,10,2,0.0318309886183791,318.309886183791,1.87484522962253,0.123511904761905,2.67,"A19"
