"site","h_mean","h_sd","dn_mean","dn_sd","ba_mean","ba_sd","stand_density_mean","stand_density_sd","h_mean_all","h_sd_all","dn_mean_all","dn_sd_all"
"caH",15.42,1.7837360470973,69.752306392408,20.514101713303,39.1327494974405,24.3089449547885,348.018808894278,147.086658527459,10.7977653631285,4.35207499660759,34.1210415313818,24.3186844752099
"caL",12.6066666666667,1.5745596512162,45.9002855877026,8.60042783528051,18.0201597861109,7.11313514885057,409.558720223144,225.998951750391,9.02019230769231,2.84656772076936,21.6929717770245,14.3922550121924
"sj",11.815,2.30429233342793,31.8628196069974,3.72772500351794,11.6427887157581,5.4658916219247,339.000028785737,130.335322693886,9.69982832618026,3.64049778304178,20.5637749432683,8.0896587434445
