date; prec
31/01/1950;48.3
28/02/1950;35.9
31/03/1950;18.2
30/04/1950;52.0
31/05/1950;0.0
30/06/1950;0.0
31/07/1950;0.0
31/08/1950;5.3
30/09/1950;102.6
31/10/1950;61.8
30/11/1950;30.9
31/12/1950;116.1
31/12/1985;57.7
31/01/1989;19.0
30/04/1989;71.0
31/05/1989;26.0
30/06/1989;19.8
30/09/1989;112.7
31/10/1989;36.3
30/11/1989;122.6
31/12/1989;108.2
31/01/1990;78.5
28/02/1990;0.0
31/03/1990;35.1
31/05/1990;22.5
31/07/1990;5.7
31/08/1990;5.7
30/09/1990;25.5
31/10/1990;78.4
30/11/1990;37.0
31/12/1990;35.9
31/01/1991;9.5
28/02/1991;58.1
31/03/1991;109.3
30/04/1991;22.4
31/05/1991;9.5
30/06/1991;8.9
31/07/1991;0.0
31/08/1991;0.0
31/12/1991;27.6
31/01/1992;17.5
29/02/1992;36.1
31/03/1992;32.2
30/04/1992;51.6
31/05/1992;3.6
30/06/1992;66.0
31/07/1992;20.5
31/08/1992;2.2
30/09/1992;12.5
30/11/1992;24.5
31/12/1992;25.7
31/01/1993;0.0
28/02/1993;34.4
31/03/1993;36.4
30/04/1993;50.9
31/05/1993;42.6
30/06/1993;2.2
31/07/1993;0.0
31/08/1993;0.0
30/09/1993;0.0
31/10/1993;73.0
30/11/1993;45.1
31/12/1993;3.2
31/01/1994;67.5
28/02/1994;84.8
31/03/1994;1.8
30/04/1994;35.0
31/05/1994;31.5
30/06/1994;0.0
31/07/1994;0.0
31/08/1994;0.0
30/09/1994;17.3
31/10/1994;28.7
30/11/1994;30.4
31/12/1994;4.6
31/01/1995;15.6
28/02/1995;9.3
31/03/1995;35.6
30/04/1995;14.3
31/05/1995;1.0
30/06/1995;32.5
31/07/1995;0.0
31/08/1995;0.0
30/09/1995;15.5
31/10/1995;0.0
30/11/1995;71.5
31/12/1995;138.7
31/01/1996;267.0
29/02/1996;76.2
31/03/1996;44.8
30/04/1996;31.2
31/05/1996;102.0
30/06/1996;0.5
31/07/1996;15.8
31/08/1996;0.0
30/09/1996;81.5
31/10/1996;30.0
30/11/1996;102.8
31/12/1996;248.0
31/01/1997;169.0
28/02/1997;0.0
31/03/1997;0.0
30/04/1997;57.0
31/05/1997;49.5
30/06/1997;37.0
31/07/1997;0.0
31/08/1997;26.8
30/09/1997;56.7
31/10/1997;36.1
30/11/1997;98.1
31/12/1997;151.6
31/01/1998;22.1
28/02/1998;61.5
31/03/1998;9.0
30/04/1998;34.5
31/05/1998;49.3
30/06/1998;30.5
31/07/1998;0.0
31/08/1998;0.0
30/09/1998;47.5
31/10/1998;0.0
30/11/1998;5.5
31/12/1998;45.5
31/01/1999;25.5
28/02/1999;27.5
31/03/1999;49.0
30/04/1999;7.8
31/05/1999;5.5
30/06/1999;7.2
31/07/1999;0.0
31/08/1999;0.0
30/09/1999;21.5
31/10/1999;123.5
30/11/1999;54.0
31/12/1999;39.0
31/01/2000;18.5
29/02/2000;0.0
31/03/2000;23.0
30/04/2000;83.5
31/05/2000;86.5
30/06/2000;0.0
31/07/2000;0.0
31/08/2000;0.0
30/09/2000;26.7
31/10/2000;63.3
30/11/2000;48.3
31/12/2000;112.2
31/01/2001;81.0
28/02/2001;21.0
31/03/2001;47.8
30/04/2001;0.0
31/05/2001;54.8
31/07/2001;0.0
31/08/2001;0.0
30/09/2001;55.7
31/10/2001;92.0
30/11/2001;24.0
31/12/2001;46.6
31/01/2002;12.0
28/02/2002;2.5
31/03/2002;122.6
30/04/2002;90.6
31/05/2002;26.2
30/06/2002;22.5
31/07/2002;0.0
31/08/2002;4.5
30/09/2002;11.5
31/10/2002;24.3
30/11/2002;161.5
31/12/2002;62.8
31/01/2003;59.0
28/02/2003;96.5
31/03/2003;44.1
30/04/2003;53.5
31/05/2003;14.3
30/06/2003;0.0
31/07/2003;0.0
31/08/2003;0.0
30/09/2003;0.0
31/10/2003;103.8
30/11/2003;73.0
31/12/2003;62.5
31/01/2004;18.5
29/02/2004;54.5
31/03/2004;86.6
30/04/2004;89.5
31/05/2004;100.5
30/06/2004;3.5
31/07/2004;0.0
31/08/2004;7.5
30/09/2004;5.5
31/10/2004;12.8
30/11/2004;17.5
31/01/2005;0.0
28/02/2005;52.3
31/03/2005;39.6
30/04/2005;3.5
31/05/2005;8.0
30/06/2005;1.2
31/07/2005;0.0
31/08/2005;1.8
30/09/2005;11.8
31/10/2005;31.5
30/11/2005;39.5
31/12/2005;29.5
31/01/2006;62.1
28/02/2006;54.1
31/03/2006;56.9
30/04/2006;34.1
31/05/2006;45.1
30/06/2006;9.0
31/07/2006;0.0
31/08/2006;3.0
30/09/2006;17.0
31/10/2006;20.5
30/11/2006;59.0
31/12/2006;27.5
31/01/2007;33.8
28/02/2007;32.0
31/03/2007;10.8
30/04/2007;67.1
31/05/2007;52.5
30/06/2007;0.0
31/08/2007;0.0
30/09/2007;119.4
31/10/2007;22.6
30/11/2007;37.0
31/12/2007;11.1
31/01/2008;44.0
29/02/2008;48.0
31/03/2008;21.5
