date; prec
30/11/1993;46.8
31/12/1993;6.7
31/01/1994;69.5
28/02/1994;80.6
31/03/1994;1.1
30/04/1994;44.8
31/05/1994;26.0
30/06/1994;0.0
31/07/1994;0.0
31/08/1994;3.5
30/09/1994;25.3
31/10/1994;42.9
30/11/1994;42.9
31/12/1994;6.2
31/01/1995;26.5
28/02/1995;14.7
31/03/1995;37.1
30/04/1995;20.6
31/05/1995;0.4
30/06/1995;53.8
31/07/1995;0.0
31/08/1995;11.5
30/09/1995;20.1
31/10/1995;2.0
30/11/1995;54.3
31/12/1995;230.0
31/01/1996;238.2
29/02/1996;107.7
31/03/1996;52.6
30/04/1996;30.5
31/05/1996;131.0
30/06/1996;3.5
31/07/1996;4.7
31/08/1996;3.5
30/09/1996;70.7
31/10/1996;46.5
30/11/1996;129.7
31/12/1996;347.1
31/01/1997;164.0
28/02/1997;0.0
31/03/1997;4.5
30/04/1997;76.1
31/05/1997;48.7
30/06/1997;50.2
31/07/1997;0.0
31/08/1997;14.6
30/09/1997;51.0
31/10/1997;37.5
30/11/1997;263.6
31/12/1997;178.0
31/01/1998;15.0
28/02/1998;76.1
31/03/1998;26.0
30/04/1998;59.5
31/05/1998;89.2
30/06/1998;29.5
31/07/1998;0.0
31/08/1998;0.0
30/09/1998;81.0
31/10/1998;2.5
30/11/1998;9.7
31/12/1998;37.2
31/01/1999;36.5
28/02/1999;46.5
31/03/1999;74.4
30/04/1999;17.2
31/05/1999;11.0
30/06/1999;4.5
31/07/1999;0.0
31/08/1999;0.0
30/09/1999;29.1
31/10/1999;178.0
30/11/1999;47.7
31/12/1999;82.1
31/01/2000;13.1
29/02/2000;0.0
31/03/2000;22.0
30/04/2000;141.0
31/05/2000;76.5
30/06/2000;0.0
31/07/2000;0.0
31/08/2000;0.0
30/09/2000;33.5
31/10/2000;76.7
30/11/2000;112.0
31/12/2000;156.5
31/01/2001;156.5
28/02/2001;49.5
31/03/2001;136.5
30/04/2001;9.5
31/05/2001;53.5
30/06/2001;0.0
31/08/2001;0.0
30/09/2001;52.5
31/10/2001;72.0
30/11/2001;43.6
31/12/2001;81.0
31/01/2002;29.5
28/02/2002;5.5
31/03/2002;113.5
30/04/2002;134.5
31/05/2002;52.5
30/06/2002;0.0
31/07/2002;0.0
31/08/2002;10.0
30/09/2002;21.5
31/10/2002;48.5
30/11/2002;200.5
31/12/2002;96.5
31/01/2003;98.0
28/02/2003;100.0
31/03/2003;64.5
30/04/2003;48.0
31/05/2003;35.0
30/06/2003;3.5
31/08/2003;2.0
31/10/2003;146.5
30/11/2003;67.5
31/12/2003;54.0
31/01/2004;48.0
29/02/2004;73.5
31/03/2004;88.0
30/04/2004;100.0
31/05/2004;134.5
30/06/2004;15.5
31/07/2004;0.0
31/08/2004;0.0
30/09/2004;1.5
31/10/2004;43.0
30/11/2004;9.0
31/01/2005;3.0
28/02/2005;34.0
31/03/2005;54.5
30/04/2005;5.0
31/05/2005;13.5
30/06/2005;5.0
31/07/2005;0.0
31/08/2005;0.0
30/09/2005;39.0
31/10/2005;46.0
30/11/2005;35.5
31/12/2005;50.5
31/01/2006;52.0
28/02/2006;76.5
31/03/2006;52.5
30/04/2006;52.5
30/06/2006;21.5
31/07/2006;3.5
31/08/2006;22.5
30/09/2006;17.0
31/10/2006;36.5
30/11/2006;45.0
31/12/2006;28.0
31/01/2007;24.0
28/02/2007;63.0
31/03/2007;19.1
30/04/2007;75.5
31/05/2007;97.3
30/09/2007;75.5
31/10/2007;42.5
30/11/2007;33.0
31/12/2007;7.5
31/01/2008;76.5
29/02/2008;25.5
31/03/2008;37.1
30/04/2008;94.1
31/05/2008;89.2
30/06/2008;3.0
31/07/2008;2.5
31/08/2008;0.0
30/09/2008;45.7
31/10/2008;62.1
30/11/2008;97.5
31/12/2008;76.3
31/01/2009;128.0
28/02/2009;98.2
31/03/2009;103.0
30/04/2009;71.0
31/05/2009;6.6
30/06/2009;0.2
31/07/2009;0.0
31/08/2009;1.6
30/09/2009;15.0
31/10/2009;55.5
30/11/2009;49.0
31/12/2009;348.0
31/01/2010;138.9
28/02/2010;229.9
31/03/2010;130.7
30/04/2010;23.5
30/06/2010;34.6
31/07/2010;1.6
31/08/2010;26.7
31/10/2010;79.9
30/11/2010;117.0
31/12/2010;248.0
31/01/2011;49.4
28/02/2011;114.5
30/04/2011;65.7
30/06/2011;19.0
31/07/2011;0.1
31/08/2011;1.4
30/09/2011;2.0
31/10/2011;46.3
30/11/2011;118.7
31/12/2011;11.8
31/01/2012;24.4
29/02/2012;0.1
31/03/2012;13.2
30/04/2012;142.7
31/05/2012;34.0
30/06/2012;0.1
31/07/2012;0.0
31/08/2012;0.1
30/09/2012;61.1
31/10/2012;149.3
30/11/2012;177.5
28/02/2013;107.7
31/03/2013;348.6
30/04/2013;62.9
31/05/2013;41.6
30/06/2013;0.1
31/07/2013;4.8
31/08/2013;21.9
30/09/2013;79.2
31/10/2013;14.8
30/11/2013;20.0
31/12/2013;101.0
31/01/2014;122.1
28/02/2014;161.0
31/03/2014;81.2
30/04/2014;70.2
31/05/2014;37.5
30/06/2014;24.3
31/07/2014;0.0
31/08/2014;0.0
31/10/2014;72.0
30/11/2014;99.9
31/12/2014;5.5
31/01/2015;109.9
31/03/2015;46.5
30/04/2015;58.3
31/05/2015;53.0
30/06/2015;3.1
31/07/2015;0.0
