date; prec
31/08/1990;34.0
30/09/1990;50.7
31/10/1990;68.0
30/11/1990;16.0
31/12/1990;23.2
31/01/1991;8.5
28/02/1991;61.9
31/03/1991;98.6
30/04/1991;14.4
31/05/1991;14.1
30/06/1991;33.0
31/07/1991;10.8
31/08/1991;0.0
30/09/1991;23.1
31/10/1991;45.2
30/11/1991;12.2
31/12/1991;11.7
31/01/1992;41.6
29/02/1992;37.6
31/03/1992;31.4
30/04/1992;14.2
31/05/1992;7.7
30/06/1992;109.6
31/07/1992;6.5
30/09/1992;7.2
31/10/1992;89.6
30/11/1992;28.4
31/12/1992;13.5
31/01/1993;2.0
28/02/1993;52.8
31/03/1993;55.7
30/04/1993;30.8
31/05/1993;23.4
30/06/1993;0.0
31/07/1993;2.0
31/08/1993;1.2
30/09/1993;0.0
31/10/1993;68.6
30/11/1993;64.0
31/12/1993;0.0
31/01/1994;28.0
28/02/1994;59.0
31/03/1994;6.9
30/04/1994;32.9
31/05/1994;2.7
30/06/1994;5.3
31/07/1994;0.0
31/08/1994;0.6
30/09/1994;21.1
31/10/1994;58.4
30/11/1994;45.5
31/12/1994;0.1
31/01/1995;6.6
28/02/1995;6.5
31/03/1995;22.8
30/04/1995;3.4
31/05/1995;5.0
30/06/1995;38.5
31/07/1995;2.3
31/08/1995;12.1
30/09/1995;10.3
31/10/1995;6.6
30/11/1995;44.0
31/12/1995;124.2
31/01/1996;254.6
29/02/1996;14.4
31/03/1996;36.8
30/04/1996;52.4
31/05/1996;62.0
30/06/1996;9.0
31/07/1996;11.5
31/08/1996;84.0
30/09/1996;32.0
31/10/1996;59.7
30/11/1996;138.0
31/12/1996;241.6
31/01/1997;175.2
28/02/1997;2.2
31/03/1997;7.0
30/04/1997;42.4
31/05/1997;20.0
30/06/1997;7.6
31/07/1997;0.0
31/08/1997;10.2
30/09/1997;116.8
31/10/1997;14.0
30/11/1997;71.1
31/12/1997;125.8
31/01/1998;35.2
28/02/1998;99.8
31/03/1998;20.1
30/04/1998;3.0
31/05/1998;57.2
30/06/1998;8.5
31/07/1998;0.0
31/08/1998;16.0
30/09/1998;31.5
31/10/1998;0.0
30/11/1998;2.5
31/12/1998;42.0
31/01/1999;66.8
28/02/1999;52.1
31/03/1999;32.7
30/04/1999;15.0
31/05/1999;0.0
30/06/1999;1.1
31/07/1999;0.0
31/08/1999;0.0
30/09/1999;64.8
31/10/1999;105.2
30/11/1999;47.5
31/12/1999;32.5
31/01/2000;29.6
29/02/2000;0.0
31/03/2000;12.9
30/04/2000;80.9
31/05/2000;132.0
30/06/2000;1.0
