"scaled","CA11","CA12","CA13","CA14","CA15","CA16","CA17","CA18","CA19","CA20","CA21","CA22","CA23","CA24","CA25"
1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00837390293886212,1.59743943837791,NA,NA
1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14458771930664,0.791686490208144,NA,NA
1832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.292279433576308,0.557273472005729,NA,NA
1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.295809430302799,0.882235169954852,NA,NA
1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.148910869676239,0.497928510667604,NA,NA
1835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00804923619871563,-0.124902839581915,NA,NA
1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127564729068418,NA,NA,NA
1837,NA,NA,NA,NA,NA,NA,NA,1.24955086160193,NA,NA,NA,0.209086430106846,NA,NA,NA
1838,NA,NA,NA,NA,NA,NA,NA,1.56092701179285,NA,NA,NA,0.180371270890735,NA,NA,NA
1839,NA,NA,NA,NA,NA,NA,NA,1.51272138919998,NA,NA,NA,0.0912222519447393,NA,0.258156692365293,NA
1840,NA,NA,NA,NA,NA,NA,NA,1.2564670169698,NA,-0.159178066195916,NA,0.102706528445644,NA,0.324176402444084,NA
1841,NA,NA,NA,NA,NA,NA,NA,0.694289143420902,NA,-0.0262426125049883,NA,0.200669789420518,NA,0.36941354074562,0.659520073260443
1842,NA,NA,NA,NA,NA,NA,NA,0.53574144583791,NA,-0.0252279339853359,NA,0.359623211342354,NA,0.306319061097546,0.356365292835059
1843,NA,NA,NA,NA,NA,NA,NA,0.365924733693235,NA,-0.0523964782772359,NA,0.176434996275229,NA,0.244227359523719,0.0109771992665598
1844,NA,-2.00867275789371,NA,NA,NA,NA,NA,0.0767774343554953,NA,-0.0523964782772359,NA,0.00414095929955208,NA,0.135859939948042,-0.14757760017294
1845,NA,-1.76001700993011,NA,NA,NA,NA,NA,-0.076692106509273,NA,-1.77950900167333e-16,NA,-0.144258614924551,NA,0.156436359998893,0.0185657202301027
1846,NA,-1.48061485896267,NA,NA,NA,NA,NA,-0.0194042056916046,NA,-0.0527542398755478,NA,-0.224790419561483,NA,0.229495540386984,-0.0639366506139428
1847,NA,-1.4913121369784,NA,NA,NA,NA,NA,-0.145481494442401,NA,-0.054282049255718,NA,-0.25300220625422,-3.24352493261259,0.171977452760329,-0.146632003888847
1848,NA,-1.47835264123725,NA,NA,NA,NA,NA,0.320406774741745,NA,0.170600726232255,NA,-0.230383120303208,-1.55175833107005,0.0266815067971685,-0.196717597794361
