"segments","tops"
0.25,0.16698571808838
0.75,0.735596469774016
1.25,0.741032230201945
1.75,0.741882421884967
2.25,0.636997726430989
2.75,0.401658987195161
3.25,0.0882728096796483
3.75,0.111084227000271
