"fk_stat","fk_pvalue","lev_stat","lev_pvalue","factor","response"
18.090362081492,0.000117958104783898,9.43102509193623,0.000140093327464016,"disturb_year","logrs"
41.2985549043483,1.07679429821258e-09,30.4478271167191,8.63348994171378e-12,"site","logrs"
22.4449153468333,0.00415502895602021,3.33561872658146,0.00158605648264738,"interaction(disturb_year, site)","logrs"
8.67111214249901,0.0130945905227791,6.40770885410415,0.00214709641653332,"disturb_year","logrc"
5.07921963632393,0.0788971780316694,2.76873565277354,0.0660158507087732,"site","logrc"
25.4841862850456,0.00128635548960014,4.14296119710689,0.000180563789156842,"interaction(disturb_year, site)","logrc"
8.67111214249901,0.0130945905227791,6.40770885410415,0.00214709641653332,"disturb_year","logrt"
5.07921963632393,0.0788971780316694,2.76873565277354,0.0660158507087732,"site","logrt"
25.4841862850456,0.00128635548960014,4.14296119710689,0.000180563789156842,"interaction(disturb_year, site)","logrt"
2.43432784734115,0.29606865065207,1.51061636942808,0.225624012634023,"disturb_year","logrrs"
2.64412943007786,0.266584312704101,0.93443224415915,0.396112865124799,"site","logrrs"
5.80338542372548,0.669244814259052,0.693967640095961,0.695997002594898,"interaction(disturb_year, site)","logrrs"
