"disturb","tree","mean_period","sd_period","se_period","disturb_year","site"
"post","SJ16",0.672271503869653,0.201269086327748,0.116202761170875,2005,"SJ"
"post","SJ17",0.761770805215227,0.186314471218012,0.107568710111642,2005,"SJ"
"post","SJ18",1.02302524991037,0.134206008428048,0.0774838750927989,2005,"SJ"
"post","SJ19",0.775532344653172,0.18123649711904,0.104636940398663,2005,"SJ"
"post","SJ20",0.837671971191379,0.13262316979212,0.076570022780262,2005,"SJ"
"pre","SJ01",1.41872656190835,0.169697176408763,0.0979747104803185,2005,"SJ"
"pre","SJ02",1.56037584142956,0.141882216475789,0.0819157358755173,2005,"SJ"
"pre","SJ03",1.42476463608328,0.115065798447668,0.0664332697082804,2005,"SJ"
"pre","SJ04",1.53420307525434,0.0820505073359019,0.0473718824975283,2005,"SJ"
"pre","SJ05",1.61786369141356,0.277091584674332,0.159978901001906,2005,"SJ"
"pre","SJ06",1.29058349789744,0.134448569539532,0.077623917815809,2005,"SJ"
"pre","SJ07",1.21929775526412,0.12857250283317,0.0742313691211147,2005,"SJ"
"pre","SJ08",1.66096629112874,0.279924050703486,0.161614226026308,2005,"SJ"
"pre","SJ09",1.87545499133694,0.264754173698475,0.152855893453892,2005,"SJ"
"pre","SJ10",1.67008369246476,0.283795539460024,0.16384943110206,2005,"SJ"
"pre","SJ11",1.57871732469596,0.239614990930028,0.138341779515322,2005,"SJ"
"pre","SJ12",1.42024894563427,0.277994623226624,0.16050027055316,2005,"SJ"
"pre","SJ13",1.73755194090504,0.0956827916411559,0.0552424855108363,2005,"SJ"
"pre","SJ14",1.52660097590302,0.409355675745989,0.236341609586248,2005,"SJ"
"pre","SJ15",1.45462342651001,0.281028243633857,0.162251732111895,2005,"SJ"
"pre","SJ16",1.19052352217996,0.228919324976217,0.132166633897726,2005,"SJ"
"pre","SJ17",1.21598602354152,0.376569428938971,0.217412461166499,2005,"SJ"
"pre","SJ18",1.20618179528387,0.0992974812722285,0.0573294275423729,2005,"SJ"
"pre","SJ19",1.03562259347624,0.153860324370621,0.088831299692981,2005,"SJ"
"pre","SJ20",1.20508721235007,0.203793679116339,0.117660335496963,2005,"SJ"
"dr","SJ01",0.866270785411378,NA,NA,2012,"SJ"
"dr","SJ02",0.923554343029267,NA,NA,2012,"SJ"
"dr","SJ03",0.776942171143388,NA,NA,2012,"SJ"
"dr","SJ04",0.799460003304365,NA,NA,2012,"SJ"
"dr","SJ05",0.585124580955131,NA,NA,2012,"SJ"
"dr","SJ06",0.985445670061616,NA,NA,2012,"SJ"
"dr","SJ07",1.07252660587822,NA,NA,2012,"SJ"
"dr","SJ08",0.720171078797237,NA,NA,2012,"SJ"
"dr","SJ09",0.897399112816032,NA,NA,2012,"SJ"
"dr","SJ10",0.578382600638714,NA,NA,2012,"SJ"
"dr","SJ11",0.954242859456603,NA,NA,2012,"SJ"
"dr","SJ12",0.675290156037907,NA,NA,2012,"SJ"
"dr","SJ13",0.695635590487479,NA,NA,2012,"SJ"
"dr","SJ14",0.825121766705518,NA,NA,2012,"SJ"
"dr","SJ15",0.776703615746027,NA,NA,2012,"SJ"
"dr","SJ16",0.774689329710456,NA,NA,2012,"SJ"
"dr","SJ17",0.985749129248401,NA,NA,2012,"SJ"
"dr","SJ18",0.915323976014038,NA,NA,2012,"SJ"
"dr","SJ19",0.74222544930982,NA,NA,2012,"SJ"
"dr","SJ20",0.753820639707426,NA,NA,2012,"SJ"
"post","SJ01",1.07847221893881,0.151244042693554,0.0873207887624504,2012,"SJ"
"post","SJ02",1.06283985744699,0.242298624172823,0.139891175890455,2012,"SJ"
"post","SJ03",1.05479874663892,0.176160494882905,0.101706309141223,2012,"SJ"
"post","SJ04",1.09044176918649,0.194130964793956,0.112081564781832,2012,"SJ"
"post","SJ05",0.981665201359602,0.467015047038273,0.269631263123153,2012,"SJ"
"post","SJ06",1.08881892723636,0.298548104085541,0.17236682825984,2012,"SJ"
"post","SJ07",1.01717660185975,0.13318374074882,0.0768936685730124,2012,"SJ"
"post","SJ08",1.13417508917515,0.529904571330855,0.305940546902682,2012,"SJ"
"post","SJ09",1.19592960642595,0.266525693738275,0.153878681025745,2012,"SJ"
"post","SJ10",1.12973132091934,0.191313842866431,0.110455098678635,2012,"SJ"
"post","SJ11",1.17840184482507,0.202447214442411,0.116882953755016,2012,"SJ"
"post","SJ12",1.22799731445398,0.409876623469906,0.236642378894885,2012,"SJ"
"post","SJ13",1.1802221489738,0.196662742758959,0.113543287471455,2012,"SJ"
"post","SJ14",1.22550358224582,0.400285684536642,0.231105047719984,2012,"SJ"
"post","SJ15",1.12043377733416,0.0179844831977713,0.0103833462154696,2012,"SJ"
"post","SJ16",1.09812768476797,0.181951984951252,0.105050027491192,2012,"SJ"
"post","SJ17",1.07743228214262,0.205062434019289,0.118392851481716,2012,"SJ"
"post","SJ18",0.932009119862759,0.119380966277581,0.0689246330164792,2012,"SJ"
"post","SJ19",1.21707777731074,0.206444892363574,0.119191014178933,2012,"SJ"
"post","SJ20",1.08868673383739,0.0517971301286414,0.0299050870230212,2012,"SJ"
"pre","SJ01",1.1540065173533,0.475444307601805,0.274497898978577,2012,"SJ"
"pre","SJ02",1.03990227484264,0.201119199477968,0.116116223957807,2012,"SJ"
"pre","SJ03",1.1860575124364,0.249400844179447,0.143991644523124,2012,"SJ"
"pre","SJ04",1.25868728887287,0.481990189016347,0.278277165375346,2012,"SJ"
"pre","SJ05",1.64027776733395,0.493706023922273,0.285041305812064,2012,"SJ"
"pre","SJ06",1.31235990623601,0.62970365718823,0.363559575987316,2012,"SJ"
"pre","SJ07",1.13275843722536,0.304758743572943,0.175952542639731,2012,"SJ"
"pre","SJ08",1.32649369594359,0.474208230651642,0.273784249618662,2012,"SJ"
"pre","SJ09",0.804206863555705,0.285736704991457,0.164970163544174,2012,"SJ"
"pre","SJ10",1.18007017139876,0.380750017544631,0.219826125123348,2012,"SJ"
"pre","SJ11",1.11085109111239,0.181763309481117,0.10494109565772,2012,"SJ"
"pre","SJ12",1.20459035480996,0.0407874405359349,0.0235486397729779,2012,"SJ"
"pre","SJ13",1.00686255444626,0.426332439436081,0.246143148672691,2012,"SJ"
"pre","SJ14",0.929660849863186,0.1318619551882,0.0761305353237775,2012,"SJ"
"pre","SJ15",0.992051530012253,0.0858012022447212,0.0495373472127833,2012,"SJ"
"pre","SJ16",1.18772896899039,0.370411250051261,0.213857034927962,2012,"SJ"
"pre","SJ17",1.10595644378206,0.169182733843123,0.0976776969265641,2012,"SJ"
"pre","SJ18",1.05708499666131,0.078539469276005,0.0453447837285118,2012,"SJ"
"pre","SJ19",0.964403400626875,0.25262526495475,0.145853264725726,2012,"SJ"
"pre","SJ20",0.930381165024493,0.138294170669941,0.0798441766636464,2012,"SJ"
"dr","CA01",0.63673391574574,NA,NA,1995,"caL"
"dr","CA02",0.466317307576823,NA,NA,1995,"caL"
"dr","CA03",0.440868103825125,NA,NA,1995,"caL"
"dr","CA04",0.540855390333689,NA,NA,1995,"caL"
"dr","CA05",0.755791072036496,NA,NA,1995,"caL"
"dr","CA06",0.459874511255272,NA,NA,1995,"caL"
"dr","CA07",0.588212048565734,NA,NA,1995,"caL"
"dr","CA08",0.615877004407861,NA,NA,1995,"caL"
"dr","CA09",0.79327323402931,NA,NA,1995,"caL"
"dr","CA10",0.415956545025484,NA,NA,1995,"caL"
"dr","CA26",0.524712846492494,NA,NA,1995,"caL"
"dr","CA27",0.673052782270532,NA,NA,1995,"caL"
"dr","CA28",0.593595908174373,NA,NA,1995,"caL"
"dr","CA29",0.49614353964202,NA,NA,1995,"caL"
"dr","CA30",0.48062859356652,NA,NA,1995,"caL"
"post","CA01",1.02316716385005,0.228901678782813,0.132156445863215,1995,"caL"
"post","CA02",1.04864259842864,0.12745687164358,0.0735872591534884,1995,"caL"
"post","CA03",0.956469928239349,0.173605871409904,0.100231396591408,1995,"caL"
"post","CA04",1.06413911294883,0.122222864793613,0.0705654038897195,1995,"caL"
"post","CA05",0.932696581621239,0.324890365830123,0.187575540169137,1995,"caL"
"post","CA06",0.915366080021702,0.229078692610895,0.132258644844508,1995,"caL"
"post","CA07",0.858920254634245,0.185877725916752,0.107316555094392,1995,"caL"
"post","CA08",0.907277973205468,0.283182117955948,0.163495272031555,1995,"caL"
"post","CA09",0.988736402195117,0.0328881544286262,0.0189879848125173,1995,"caL"
"post","CA10",0.916082217288542,0.209932502621239,0.121204586900024,1995,"caL"
"post","CA26",0.83370026472963,0.146759937215588,0.0847318892576721,1995,"caL"
"post","CA27",0.966482490648895,0.0596150539531365,0.0344187674475974,1995,"caL"
"post","CA28",0.833158980238909,0.185683384434094,0.107204351987065,1995,"caL"
"post","CA29",1.05863717174548,0.180056430989795,0.103955628901282,1995,"caL"
"post","CA30",0.766649535469418,0.0155800931390281,0.00899517096781732,1995,"caL"
"pre","CA01",1.05541407776043,0.0859674154195242,0.0496333104339987,1995,"caL"
"pre","CA02",0.921032749674422,0.27350657555358,0.157909095020992,1995,"caL"
"pre","CA03",0.843693501404746,0.174755505403184,0.100895138086897,1995,"caL"
"pre","CA04",0.975052704508758,0.084949438511073,0.0490455811918756,1995,"caL"
"pre","CA05",1.04215583578136,0.0370929026538807,0.0214155973322426,1995,"caL"
"pre","CA06",1.03524806228331,0.290811408215201,0.16790004481646,1995,"caL"
"pre","CA07",1.07510414404454,0.234749463902387,0.135532666176163,1995,"caL"
"pre","CA08",0.900103337750204,0.0656599494976184,0.0379087895174272,1995,"caL"
"pre","CA09",0.889656606983873,0.0973906033107249,0.0562284910379871,1995,"caL"
"pre","CA10",0.953908422434969,0.236643401861902,0.136626131766918,1995,"caL"
"pre","CA26",1.03255392693477,0.0699177624689227,0.0403670389825688,1995,"caL"
"pre","CA27",1.02489518853033,0.230006568402833,0.132794354182758,1995,"caL"
"pre","CA28",0.851475538431696,0.24464796207012,0.141247566757877,1995,"caL"
"pre","CA29",0.809410530066831,0.164177287277399,0.0947878010044289,1995,"caL"
"pre","CA30",0.805038141306942,0.324566276142345,0.187388426900657,1995,"caL"
"dr","CA01",0.932913917346045,NA,NA,2005,"caL"
"dr","CA02",1.07336383082912,NA,NA,2005,"caL"
"dr","CA03",0.856963593142125,NA,NA,2005,"caL"
"dr","CA04",1.07398201646934,NA,NA,2005,"caL"
"dr","CA05",0.9500865028333,NA,NA,2005,"caL"
"dr","CA06",1.10455344313672,NA,NA,2005,"caL"
"dr","CA07",1.09660286419171,NA,NA,2005,"caL"
"dr","CA08",1.01301075462811,NA,NA,2005,"caL"
"dr","CA09",1.09947427521217,NA,NA,2005,"caL"
"dr","CA10",0.886741086832176,NA,NA,2005,"caL"
"dr","CA26",0.795780019424264,NA,NA,2005,"caL"
"dr","CA27",1.03869833253183,NA,NA,2005,"caL"
"dr","CA28",1.14765837533298,NA,NA,2005,"caL"
"dr","CA29",0.973968884352303,NA,NA,2005,"caL"
"dr","CA30",0.968713584858465,NA,NA,2005,"caL"
"post","CA01",0.905666954841728,0.100735597340394,0.0581597242414544,2005,"caL"
"post","CA02",0.696551675970937,0.148727749641054,0.0858680062912296,2005,"caL"
"post","CA03",0.68810337399445,0.0320422002454138,0.0184995729371176,2005,"caL"
"post","CA04",0.814769713762176,0.170722043907025,0.0985664180063239,2005,"caL"
"post","CA05",0.957176897770187,0.183959754597429,0.106209213836883,2005,"caL"
"post","CA06",0.68847590549225,0.06665113346435,0.0384810498474361,2005,"caL"
"post","CA07",1.05018098935717,0.28410645316806,0.164028937215089,2005,"caL"
"post","CA08",0.701581838865021,0.0512778018518701,0.0296052527026295,2005,"caL"
"post","CA09",0.87523393082431,0.144512820480446,0.0834345158057374,2005,"caL"
"post","CA10",0.87884673173405,0.187578821899343,0.108298683317859,2005,"caL"
"post","CA26",0.63159262331764,0.0874809846045984,0.0505071700104384,2005,"caL"
"post","CA27",0.895838311372264,0.150670673452807,0.0869897538769603,2005,"caL"
"post","CA28",0.835506051217176,0.0410996190513685,0.0237288761228987,2005,"caL"
"post","CA29",0.806727896449898,0.0744216262670915,0.042967345958835,2005,"caL"
"post","CA30",0.671811295920226,0.0172181164690268,0.00994088417833096,2005,"caL"
"pre","CA01",1.15865429611533,0.081879286349417,0.0472730280148904,2005,"caL"
"pre","CA02",1.12390732905746,0.155559180992101,0.0898121350207073,2005,"caL"
"pre","CA03",1.30478445877878,0.226472315489022,0.130753852311585,2005,"caL"
"pre","CA04",1.10950379979216,0.0204350120685808,0.0117981597186884,2005,"caL"
"pre","CA05",0.990145407779108,0.104856963540295,0.0605391961263959,2005,"caL"
"pre","CA06",1.18058761142331,0.0443398621742295,0.0255996313621223,2005,"caL"
"pre","CA07",1.03226910511731,0.102766672686769,0.0593323661394285,2005,"caL"
"pre","CA08",1.23959216710197,0.0759799666778729,0.0438670542144887,2005,"caL"
"pre","CA09",1.0263645936354,0.0638075882278746,0.0368393282397042,2005,"caL"
"pre","CA10",1.16667123547775,0.246266173104644,0.142181841334265,2005,"caL"
"pre","CA26",1.29721818162311,0.19251183859519,0.111146761835123,2005,"caL"
"pre","CA27",1.1851783981393,0.0817938540851579,0.0472237036741229,2005,"caL"
"pre","CA28",1.24257722700573,0.0267855971396017,0.0154646717189539,2005,"caL"
"pre","CA29",1.15557667840603,0.0986913395992419,0.0569794714843071,2005,"caL"
"pre","CA30",1.30254900006341,0.111488814323171,0.0643680969611151,2005,"caL"
"dr","CA01",1.19967653046355,NA,NA,2012,"caL"
"dr","CA02",1.05169769643164,NA,NA,2012,"caL"
"dr","CA03",1.1496371097325,NA,NA,2012,"caL"
"dr","CA04",1.02521932490222,NA,NA,2012,"caL"
"dr","CA05",1.00174686686076,NA,NA,2012,"caL"
"dr","CA06",1.1165749579158,NA,NA,2012,"caL"
"dr","CA07",1.01241713520125,NA,NA,2012,"caL"
"dr","CA08",1.11660004629709,NA,NA,2012,"caL"
"dr","CA09",1.19716053639172,NA,NA,2012,"caL"
"dr","CA10",0.884210443930275,NA,NA,2012,"caL"
"dr","CA26",1.0583031528009,NA,NA,2012,"caL"
"dr","CA27",0.985339201627729,NA,NA,2012,"caL"
"dr","CA28",1.07016760297923,NA,NA,2012,"caL"
"dr","CA29",1.06636650814794,NA,NA,2012,"caL"
"dr","CA30",0.906235328866725,NA,NA,2012,"caL"
"post","CA01",0.861378856239999,0.228272869792172,0.131793402823199,2012,"caL"
"post","CA02",1.08265716106402,0.0371433639408955,0.0214447311698843,2012,"caL"
"post","CA03",0.957283156979959,0.0363125735750192,0.0209650741285054,2012,"caL"
"post","CA04",0.994286156502648,0.0677089602491408,0.0390917864263911,2012,"caL"
"post","CA05",0.919947451805974,0.0564887107784476,0.0326137723741116,2012,"caL"
"post","CA06",1.02512957770419,0.177812198040647,0.102659920403967,2012,"caL"
"post","CA07",0.970126108690315,0.0885054135738605,0.0510986243516075,2012,"caL"
"post","CA08",0.966509354278863,0.128246987762803,0.0740434329076128,2012,"caL"
"post","CA09",0.956793512576508,0.150130086848811,0.0866776460556229,2012,"caL"
"post","CA10",1.06200792662049,0.197733282535429,0.114161363899578,2012,"caL"
"post","CA26",0.940911436786682,0.102086072754292,0.0589394215852023,2012,"caL"
"post","CA27",1.00078768625993,0.0931426074810952,0.053775909502234,2012,"caL"
"post","CA28",0.997435884121256,0.0328585377161072,0.0189708855955719,2012,"caL"
"post","CA29",0.952160592819129,0.0427985582540357,0.0247097591288954,2012,"caL"
"post","CA30",1.02067881267813,0.143738367763085,0.0829873853208948,2012,"caL"
"pre","CA01",1.25217730241775,0.162419924206997,0.0937731869626684,2012,"caL"
"pre","CA02",1.0591555970083,0.0591298144061213,0.0341386142645067,2012,"caL"
"pre","CA03",1.20790490245953,0.128765054349388,0.0743425387908359,2012,"caL"
"pre","CA04",1.20840123343776,0.343748197634901,0.198463114437959,2012,"caL"
"pre","CA05",1.21084926458305,0.159544467592746,0.0921130413123872,2012,"caL"
"pre","CA06",1.20728165337247,0.320599433322154,0.185098169130587,2012,"caL"
"pre","CA07",1.14894101251219,0.213805434944052,0.123440625419153,2012,"caL"
"pre","CA08",1.28149918082706,0.24441169903913,0.141111160233335,2012,"caL"
"pre","CA09",1.10881485885401,0.133094487446012,0.0768421381546101,2012,"caL"
"pre","CA10",1.01428062796272,0.164044565913692,0.0947111742893653,2012,"caL"
"pre","CA26",1.28351463579405,0.28459274692801,0.164309699048301,2012,"caL"
"pre","CA27",1.09580828554577,0.109103421067982,0.0629908895231087,2012,"caL"
"pre","CA28",1.11638634102442,0.220757505693088,0.127454405337534,2012,"caL"
"pre","CA29",1.14725052895184,0.189940169775218,0.109662008149645,2012,"caL"
"pre","CA30",1.2851443984916,0.350571100278259,0.202402319115756,2012,"caL"
"dr","CA11",0.405895143490501,NA,NA,1995,"caH"
"dr","CA12",0.427154229822145,NA,NA,1995,"caH"
"dr","CA13",0.337551889660257,NA,NA,1995,"caH"
"dr","CA14",0.482869246165621,NA,NA,1995,"caH"
"dr","CA15",0.548605607687598,NA,NA,1995,"caH"
"dr","CA16",0.362526636543268,NA,NA,1995,"caH"
"dr","CA17",0.731662373952183,NA,NA,1995,"caH"
"dr","CA18",0.448219471856508,NA,NA,1995,"caH"
"dr","CA19",0.500781962381481,NA,NA,1995,"caH"
"dr","CA20",0.509319079144314,NA,NA,1995,"caH"
"dr","CA21",0.393716678661458,NA,NA,1995,"caH"
"dr","CA22",0.677554949631545,NA,NA,1995,"caH"
"dr","CA23",0.415151721764787,NA,NA,1995,"caH"
"dr","CA24",0.480926710475196,NA,NA,1995,"caH"
"dr","CA25",0.524908805603269,NA,NA,1995,"caH"
"post","CA11",1.10793915211032,0.373945162392754,0.215897340169615,1995,"caH"
"post","CA12",1.22741305075464,0.192381725018256,0.111071640726455,1995,"caH"
"post","CA13",1.27639004618125,0.559892373981492,0.323254012835433,1995,"caH"
"post","CA14",1.01136143635433,0.299283522007934,0.1727914219953,1995,"caH"
"post","CA15",0.920389625333016,0.17545117047284,0.101296780502129,1995,"caH"
"post","CA16",1.06856794334856,0.355720773424694,0.205375484293089,1995,"caH"
"post","CA17",0.991119216843839,0.228684536452407,0.132031078680302,1995,"caH"
"post","CA18",0.899044659217878,0.0467189279714258,0.0269731856405534,1995,"caH"
"post","CA19",0.899204041687069,0.109043972720481,0.062956567003676,1995,"caH"
"post","CA20",0.812966761239258,0.05956831636512,0.0343917834885748,1995,"caH"
"post","CA21",0.976202097103142,0.167935266007412,0.096957471035811,1995,"caH"
"post","CA22",1.02216059486412,0.164624161910108,0.0950458041939174,1995,"caH"
"post","CA23",1.07879335344342,0.326444938853947,0.188473073322917,1995,"caH"
"post","CA24",0.985293736057,0.231539578171447,0.133679437785337,1995,"caH"
"post","CA25",1.16117800336279,0.310904539398812,0.179500819514181,1995,"caH"
"pre","CA11",1.03642206101719,0.468165285410637,0.270295353557069,1995,"caH"
"pre","CA12",0.675202110488337,0.102351583141781,0.0590927140788918,1995,"caH"
"pre","CA13",0.666908882741079,0.267640021656514,0.154522038549306,1995,"caH"
"pre","CA14",1.13532470074999,0.111397589642086,0.064315428366934,1995,"caH"
"pre","CA15",1.03352190385505,0.196619368929392,0.113518245579279,1995,"caH"
"pre","CA16",0.830674878114022,0.334605177525393,0.193184389316528,1995,"caH"
"pre","CA17",1.0065624076079,0.250986690044509,0.144907233060211,1995,"caH"
"pre","CA18",0.919355120497963,0.16410159061129,0.0947440975138739,1995,"caH"
"pre","CA19",0.883677579440557,0.114282607244389,0.0659810940562405,1995,"caH"
"pre","CA20",1.0089801446099,0.259714750952341,0.14994638137485,1995,"caH"
"pre","CA21",0.947476746516957,0.132080196021909,0.0762565367278676,1995,"caH"
"pre","CA22",0.974892395743052,0.170500437199995,0.0984384733143662,1995,"caH"
"pre","CA23",0.855988937324328,0.219670535157723,0.12682684260634,1995,"caH"
"pre","CA24",0.915651542055259,0.14705455731802,0.0849019882531204,1995,"caH"
"pre","CA25",0.856731583779445,0.177381321601142,0.102411153775631,1995,"caH"
"dr","CA11",0.845519570882427,NA,NA,2005,"caH"
"dr","CA12",0.799656600415204,NA,NA,2005,"caH"
"dr","CA13",0.783739017754324,NA,NA,2005,"caH"
"dr","CA14",0.913117350640974,NA,NA,2005,"caH"
"dr","CA15",1.09540242770292,NA,NA,2005,"caH"
"dr","CA16",1.19042399955607,NA,NA,2005,"caH"
"dr","CA17",0.985283519317509,NA,NA,2005,"caH"
"dr","CA18",0.869134668204806,NA,NA,2005,"caH"
"dr","CA19",1.11848723088422,NA,NA,2005,"caH"
"dr","CA20",1.19066229762052,NA,NA,2005,"caH"
"dr","CA21",0.851981939385012,NA,NA,2005,"caH"
