"rt","rc","rs","rrs","disturb_year","tree","site"
0.572209199147022,2.27356054687337,1.30095225973867,0.728743060591652,"1995","SJ01","SJ"
0.494347096696023,3.53787612916768,1.74893879292421,1.25459169622818,"1995","SJ02","SJ"
0.369043922186405,7.05245940938049,2.60266728149819,2.23362335931179,"1995","SJ03","SJ"
0.476392104448799,7.0425883928611,3.35503350524179,2.87864140079299,"1995","SJ04","SJ"
0.237176295403461,4.51816134833842,1.07160077063401,0.834424475230552,"1995","SJ05","SJ"
0.704342929787734,2.11415990933208,1.48909358457872,0.784750654790991,"1995","SJ06","SJ"
0.510529106331093,5.27759229562271,2.69436447826412,2.18383537193303,"1995","SJ07","SJ"
0.770366985284758,1.84535029368617,1.42159694254135,0.651229957256596,"1995","SJ08","SJ"
0.595605201041021,2.09517890797302,1.24789945470018,0.652294253659156,"1995","SJ09","SJ"
0.607067563682782,4.74430896757503,2.88011608630415,2.27304852262137,"1995","SJ10","SJ"
0.696517490658773,2.63554755110329,1.83570496680634,1.13918747614757,"1995","SJ11","SJ"
0.725825269220531,2.84790527076855,2.06708160987015,1.34125634064962,"1995","SJ12","SJ"
0.806753786718639,2.71044980060803,2.18666564035131,1.37991185363267,"1995","SJ13","SJ"
0.794167363639201,2.70623988866177,2.14920739775376,1.35504003411456,"1995","SJ14","SJ"
0.562739974445897,1.93343582017868,1.08802162404013,0.525281649594233,"1995","SJ15","SJ"
0.705302003068617,4.51783405902658,3.18643741136307,2.48113540829446,"1995","SJ16","SJ"
0.753429432066687,2.60060213147266,1.95937018694687,1.20594075488018,"1995","SJ17","SJ"
0.746537973345218,2.40824496960111,1.79784631892483,1.05130834557961,"1995","SJ18","SJ"
0.840853122981612,2.5762589799024,2.16625540886035,1.32540228587874,"1995","SJ19","SJ"
0.714774528494867,1.98003992561834,1.41528210423486,0.700507575739993,"1995","SJ20","SJ"
0.481540273252468,0.975703486856509,0.469840523674269,-0.0116997495781988,"2005","SJ01","SJ"
0.427375764532837,0.804542511652908,0.343841971016831,-0.0835337935160067,"2005","SJ02","SJ"
0.300157131942042,1.43589982717604,0.430995573881234,0.130838441939192,"2005","SJ03","SJ"
0.250101866875167,1.3377769153725,0.334580503997165,0.0844786371219979,"2005","SJ04","SJ"
0.244789500787424,1.47197363066651,0.360323690223107,0.115534189435683,"2005","SJ05","SJ"
0.364272218212472,1.19884168452058,0.43670471970589,0.0724325014934175,"2005","SJ06","SJ"
