"rt","rc","rs","rrs","disturb_year","tree","site"
0.572848219374946,2.39516750034837,1.3720674376793,0.799219218304358,"1995","SJ01","SJ"
0.505089291089018,3.81661396895646,1.92773084394066,1.42264155285164,"1995","SJ02","SJ"
0.387330466568376,7.90316301751395,3.06113581893961,2.67380535237123,"1995","SJ03","SJ"
0.511774951728535,7.82667497725501,4.00549620867962,3.49372125695108,"1995","SJ04","SJ"
0.239379573105777,5.69996322380099,1.36445476323211,1.12507519012633,"1995","SJ05","SJ"
0.679749452970589,2.470586520848,1.67937983606294,0.99963038309235,"1995","SJ06","SJ"
0.574275404777874,5.89464817776912,3.38515146831152,2.81087606353365,"1995","SJ07","SJ"
0.863607183738112,2.1398533689962,1.84799274161132,0.984385557873207,"1995","SJ08","SJ"
0.617194624032748,2.35329122234402,1.45243869121419,0.835244067181438,"1995","SJ09","SJ"
0.625922602114555,6.29632647487685,3.94101305091768,3.31509044880312,"1995","SJ10","SJ"
0.630139022228887,2.49719608210524,1.5735806974916,0.943441675262717,"1995","SJ11","SJ"
0.725000855183203,2.91741529536613,2.115128584065,1.3901277288818,"1995","SJ12","SJ"
0.908421739251388,3.24916853867124,2.95161533502062,2.04319359576923,"1995","SJ13","SJ"
0.786152277506175,2.78926286834274,2.19278535651105,1.40663307900488,"1995","SJ14","SJ"
0.561533395506761,1.96482364787552,1.10331409456352,0.541780699056763,"1995","SJ15","SJ"
0.721325803442059,4.78051613603929,3.44830964269627,2.72698383925421,"1995","SJ16","SJ"
0.727576458585711,2.6894465918655,1.95677802686491,1.2292015682792,"1995","SJ17","SJ"
0.757517637880217,2.43143629223223,1.841855876748,1.08433823886778,"1995","SJ18","SJ"
0.784631871962519,2.91842821755348,2.28989179552722,1.5052599235647,"1995","SJ19","SJ"
0.734404180136407,2.17937392827293,1.60054132300394,0.866137142867531,"1995","SJ20","SJ"
0.509498576353125,1.03838089385314,0.529053587130461,0.0195550107773361,"2005","SJ01","SJ"
0.414273240619451,0.786352828563294,0.325764934559188,-0.0885083060602635,"2005","SJ02","SJ"
0.300332637231388,1.40951868424448,0.42332446366606,0.122991826434672,"2005","SJ03","SJ"
0.255258915505905,1.33728079968205,0.341352846653709,0.086093931147804,"2005","SJ04","SJ"
0.278985398758514,1.67252588391825,0.466610300658869,0.187624901900355,"2005","SJ05","SJ"
0.405282177210364,1.35615333183687,0.549624774957934,0.14434259774757,"2005","SJ06","SJ"
0.480098291523795,0.963363914686751,0.462509369556784,-0.0175889219670111,"2005","SJ07","SJ"
0.310532932320357,1.29798079824587,0.403065783374808,0.0925328510544515,"2005","SJ08","SJ"
0.52679961021748,0.608160964705401,0.320378959156292,-0.206420651061188,"2005","SJ09","SJ"
0.335054213193232,0.960044193662704,0.321666851938388,-0.0133873612548439,"2005","SJ10","SJ"
0.357154700121681,1.26248554756913,0.45090264715001,0.0937479470283292,"2005","SJ11","SJ"
0.346089100214768,1.06749418314579,0.369448101329427,0.0233590011146583,"2005","SJ12","SJ"
0.386694632542991,0.84184231963794,0.325535906451532,-0.0611587260914586,"2005","SJ13","SJ"
0.367040216348522,1.30798012668354,0.480081308677493,0.113041092328971,"2005","SJ14","SJ"
0.597081904624418,1.0314107627275,0.615836702659462,0.0187547980350441,"2005","SJ15","SJ"
0.502741874834438,1.1463754935257,0.576330964879364,0.0735890900449259,"2005","SJ16","SJ"
0.603998036787809,1.11035202251738,0.670650441743873,0.0666524049560634,"2005","SJ17","SJ"
0.69065548429814,1.25355160542986,0.865772291140869,0.175116806842729,"2005","SJ18","SJ"
