"disturb","tree","mean_period","sd_period","se_period","disturb_year","site"
"dr","SJ01",314.44128629018,NA,NA,1995,"SJ"
"dr","SJ02",323.724215085277,NA,NA,1995,"SJ"
"dr","SJ03",246.496795729414,NA,NA,1995,"SJ"
"dr","SJ04",309.177737766588,NA,NA,1995,"SJ"
"dr","SJ05",69.5326155401575,NA,NA,1995,"SJ"
"dr","SJ06",220.318632791954,NA,NA,1995,"SJ"
"dr","SJ07",306.99408119967,NA,NA,1995,"SJ"
"dr","SJ08",272.723483758625,NA,NA,1995,"SJ"
"dr","SJ09",252.668879033298,NA,NA,1995,"SJ"
"dr","SJ10",181.804445785181,NA,NA,1995,"SJ"
"dr","SJ11",251.947559320168,NA,NA,1995,"SJ"
"dr","SJ12",357.91819022069,NA,NA,1995,"SJ"
"dr","SJ13",310.628911896684,NA,NA,1995,"SJ"
"dr","SJ14",247.526772847244,NA,NA,1995,"SJ"
"dr","SJ15",735.564851644742,NA,NA,1995,"SJ"
"dr","SJ16",563.25417763033,NA,NA,1995,"SJ"
"dr","SJ17",408.076518606935,NA,NA,1995,"SJ"
"dr","SJ18",326.531060584881,NA,NA,1995,"SJ"
"dr","SJ19",193.124420820859,NA,NA,1995,"SJ"
"dr","SJ20",311.687281696206,NA,NA,1995,"SJ"
"post","SJ01",753.139549689977,295.799794848358,170.780091181936,1995,"SJ"
"post","SJ02",1235.53036138393,646.022419598445,372.981217857695,1995,"SJ"
"post","SJ03",1948.1043599444,563.648386616032,325.422547741064,1995,"SJ"
"post","SJ04",2419.83366370207,746.151928431905,430.791016736519,1995,"SJ"
"post","SJ05",396.333351433591,216.529964709522,125.013633412663,1995,"SJ"
"post","SJ06",544.316244467462,232.531279752403,134.251996960058,1995,"SJ"
"post","SJ07",1809.62210132954,855.310645945753,493.813831677533,1995,"SJ"
"post","SJ08",583.588265525274,222.975646294751,128.735049411005,1995,"SJ"
"post","SJ09",594.603455188564,171.034877666873,98.7470326617838,1995,"SJ"
"post","SJ10",1144.70014524755,731.457250132272,422.30704026457,1995,"SJ"
"post","SJ11",629.162458030301,234.579825128324,135.434725184293,1995,"SJ"
"post","SJ12",1044.1960026396,288.211127047597,166.398771784376,1995,"SJ"
"post","SJ13",1009.28568773639,755.373283765671,436.114968720762,1995,"SJ"
"post","SJ14",690.417236423525,310.760244600952,179.417510873794,1995,"SJ"
"post","SJ15",1445.25521505764,513.027651324494,296.196652593918,1995,"SJ"
"post","SJ16",2692.64568485334,825.880171171051,476.82213914398,1995,"SJ"
"post","SJ17",1097.50000218776,188.151708768712,108.629439706104,1995,"SJ"
"post","SJ18",793.939471247162,211.680463737781,122.213772721193,1995,"SJ"
"post","SJ19",563.619759222267,330.85479893152,191.019107225793,1995,"SJ"
"post","SJ20",679.28313550297,282.307860577905,162.990519299001,1995,"SJ"
"pre","SJ01",548.908551436675,24.0920995475492,13.9095801591208,1995,"SJ"
"pre","SJ02",640.92472518532,73.9181986325182,42.6766918784966,1995,"SJ"
"pre","SJ03",636.399191401846,171.377183255872,98.9446628857374,1995,"SJ"
"pre","SJ04",604.128312107365,46.2583267150468,26.7072573811939,1995,"SJ"
"pre","SJ05",290.470129251306,76.3646107041983,44.0891285466299,1995,"SJ"
"pre","SJ06",324.117410950659,28.5187318315233,16.4652974998767,1995,"SJ"
"pre","SJ07",534.576404710234,78.6914729475617,45.4325430892029,1995,"SJ"
"pre","SJ08",315.795756327715,31.9108481869721,18.4237367908176,1995,"SJ"
"pre","SJ09",409.382825440637,26.6173337525464,15.3675248071428,1995,"SJ"
"pre","SJ10",290.458349276718,10.7257016837993,6.19248675438913,1995,"SJ"
"pre","SJ11",399.828530582022,86.1408254178194,49.7334287431946,1995,"SJ"
"pre","SJ12",493.679680047061,43.8258422107429,25.3028617978345,1995,"SJ"
"pre","SJ13",341.943503193426,15.2020857292298,8.77692828801461,1995,"SJ"
"pre","SJ14",314.85855848748,23.2303967685228,13.4120758276884,1995,"SJ"
"pre","SJ15",1309.92182750044,307.500067224766,177.535246588047,1995,"SJ"
"pre","SJ16",780.859599008611,102.096583866241,58.9454901785155,1995,"SJ"
"pre","SJ17",560.870976227253,68.1745428762028,39.3605906814554,1995,"SJ"
"pre","SJ18",431.05406957734,90.0438398801825,51.9868351936909,1995,"SJ"
"pre","SJ19",246.133795633125,47.8858767772272,27.6469238477134,1995,"SJ"
"pre","SJ20",424.408370930451,66.4408292339355,38.3596306433946,1995,"SJ"
"dr","SJ01",644.651754485614,NA,NA,2005,"SJ"
"dr","SJ02",700.375312844438,NA,NA,2005,"SJ"
"dr","SJ03",585.125127398605,NA,NA,2005,"SJ"
"dr","SJ04",640.581696397804,NA,NA,2005,"SJ"
"dr","SJ05",563.780596258328,NA,NA,2005,"SJ"
"dr","SJ06",461.688003132103,NA,NA,2005,"SJ"
"dr","SJ07",768.622651772911,NA,NA,2005,"SJ"
"dr","SJ08",498.303517619304,NA,NA,2005,"SJ"
"dr","SJ09",899.180906831545,NA,NA,2005,"SJ"
"dr","SJ10",535.83232679866,NA,NA,2005,"SJ"
"dr","SJ11",360.906904955455,NA,NA,2005,"SJ"
"dr","SJ12",459.361877453003,NA,NA,2005,"SJ"
"dr","SJ13",893.226790564018,NA,NA,2005,"SJ"
"dr","SJ14",362.630029702997,NA,NA,2005,"SJ"
"dr","SJ15",1315.14193920203,NA,NA,2005,"SJ"
"dr","SJ16",967.401245951831,NA,NA,2005,"SJ"
"dr","SJ17",663.526730459075,NA,NA,2005,"SJ"
"dr","SJ18",558.293099867654,NA,NA,2005,"SJ"
"dr","SJ19",364.487311204592,NA,NA,2005,"SJ"
"dr","SJ20",631.188315424982,NA,NA,2005,"SJ"
"post","SJ01",669.394065046768,115.504844280423,66.6867529380078,2005,"SJ"
"post","SJ02",550.742108311126,110.880361420582,64.0168065140159,2005,"SJ"
"post","SJ03",824.744799689263,160.020446563261,92.3878478991429,2005,"SJ"
"post","SJ04",856.637603220538,170.463868904769,98.4173605992733,2005,"SJ"
"post","SJ05",942.937640092917,295.945511944904,170.864220986852,2005,"SJ"
"post","SJ06",626.119723716711,143.706910680436,82.9692235657591,2005,"SJ"
"post","SJ07",740.463326728863,134.088271310685,77.4158995363955,2005,"SJ"
"post","SJ08",646.78839756823,209.19356447081,120.77796075996,2005,"SJ"
"post","SJ09",546.84672774335,207.320252465598,119.696403569474,2005,"SJ"
"post","SJ10",514.42271411983,35.2895422779146,20.3744267337327,2005,"SJ"
"post","SJ11",455.639751524169,83.7688203300806,48.3639509672694,2005,"SJ"
"post","SJ12",490.366132140011,109.484635953081,63.2109840396396,2005,"SJ"
"post","SJ13",751.956113331165,117.506254935522,67.8422679184884,2005,"SJ"
"post","SJ14",474.312872190182,186.335628488763,107.580925267605,2005,"SJ"
"post","SJ15",1356.45155060729,40.8573336508884,23.5889925817108,2005,"SJ"
"post","SJ16",1109.00508076541,340.795440769786,196.758339467033,2005,"SJ"
"post","SJ17",736.74824715958,201.732354250282,116.470229030657,2005,"SJ"
"post","SJ18",699.84921163951,101.157349193597,58.4032227874323,2005,"SJ"
"post","SJ19",311.018961253781,70.3818884274235,40.6350022296472,2005,"SJ"
"post","SJ20",628.67860342532,72.6013364998643,41.9164011717232,2005,"SJ"
"pre","SJ01",1265.26703783921,188.969357784311,109.101509585363,2005,"SJ"
"pre","SJ02",1690.61200235184,149.902241154611,86.5460992827426,2005,"SJ"
"pre","SJ03",1948.25688207773,167.826649975668,96.8947615406449,2005,"SJ"
"pre","SJ04",2509.53701314689,177.10185006402,102.249800808443,2005,"SJ"
"pre","SJ05",2020.82474124866,333.457845859752,192.52197707052,2005,"SJ"
"pre","SJ06",1139.17667515012,68.009076677657,39.2650587271832,2005,"SJ"
"pre","SJ07",1600.96935428235,110.263062530937,63.660408833909,2005,"SJ"
"pre","SJ08",1604.67205167546,236.475731270971,136.529327106109,2005,"SJ"
"pre","SJ09",1706.87466237937,243.870543858896,140.798724144354,2005,"SJ"
"pre","SJ10",1599.24067717852,295.468999131665,170.589106185856,2005,"SJ"
"pre","SJ11",1010.50582515783,142.143021520559,82.0663117383215,2005,"SJ"
"pre","SJ12",1327.29368583969,258.71408661143,149.368647548257,2005,"SJ"
"pre","SJ13",2309.90222101082,226.361198504329,130.689698890561,2005,"SJ"
"pre","SJ14",987.984459334187,268.072990125586,154.772013011475,2005,"SJ"
"pre","SJ15",2202.61563617355,458.941387337617,264.969933521634,2005,"SJ"
"pre","SJ16",1924.25038449485,376.455330538262,217.346586424135,2005,"SJ"
"pre","SJ17",1098.55776020043,347.495653195165,200.626708914453,2005,"SJ"
"pre","SJ18",808.352518093742,72.7446976409529,41.9991707651221,2005,"SJ"
"pre","SJ19",438.658167662806,65.3554810356891,37.7330045689726,2005,"SJ"
"pre","SJ20",884.330905732028,158.83738628198,91.704807727278,2005,"SJ"
"dr","SJ01",1013.98290939921,NA,NA,2012,"SJ"
"dr","SJ02",829.268536903876,NA,NA,2012,"SJ"
"dr","SJ03",1015.95186078875,NA,NA,2012,"SJ"
"dr","SJ04",1405.779651369,NA,NA,2012,"SJ"
"dr","SJ05",1250.57912100698,NA,NA,2012,"SJ"
"dr","SJ06",1413.55484885442,NA,NA,2012,"SJ"
"dr","SJ07",1286.35091862282,NA,NA,2012,"SJ"
"dr","SJ08",984.709384801333,NA,NA,2012,"SJ"
"dr","SJ09",922.319632002183,NA,NA,2012,"SJ"
"dr","SJ10",701.892961903275,NA,NA,2012,"SJ"
"dr","SJ11",917.072294882352,NA,NA,2012,"SJ"
"dr","SJ12",654.145700631105,NA,NA,2012,"SJ"
"dr","SJ13",845.964384168291,NA,NA,2012,"SJ"
"dr","SJ14",630.557394405252,NA,NA,2012,"SJ"
"dr","SJ15",1505.90324050558,NA,NA,2012,"SJ"
"dr","SJ16",1365.10750402426,NA,NA,2012,"SJ"
"dr","SJ17",1087.44869949533,NA,NA,2012,"SJ"
"dr","SJ18",591.793411324356,NA,NA,2012,"SJ"
"dr","SJ19",341.039443119855,NA,NA,2012,"SJ"
"dr","SJ20",695.449772165978,NA,NA,2012,"SJ"
"post","SJ01",1337.52106361791,150.062259967805,86.638486187616,2012,"SJ"
"post","SJ02",927.943363742417,218.616659728564,126.218387343623,2012,"SJ"
"post","SJ03",1356.1783262122,233.530217296937,134.828733820299,2012,"SJ"
"post","SJ04",1936.34437443503,333.399187147368,192.488110447135,2012,"SJ"
"post","SJ05",2225.90213735168,1012.63720279974,584.64636162786,2012,"SJ"
"post","SJ06",1573.45434560313,393.772755621877,227.344806457831,2012,"SJ"
"post","SJ07",1265.50112585521,164.519661793671,94.985471023562,2012,"SJ"
"post","SJ08",1606.63709979367,735.367988634064,424.564906191311,2012,"SJ"
"post","SJ09",1287.19500274313,308.625229698309,178.184859445029,2012,"SJ"
"post","SJ10",1285.98803708813,192.85738834813,111.346265078001,2012,"SJ"
"post","SJ11",1266.97094347293,217.469007206772,125.55578985123,2012,"SJ"
"post","SJ12",1191.93754682405,400.538179268466,231.250825621371,2012,"SJ"
"post","SJ13",1456.53217149295,239.678581857414,138.378493754366,2012,"SJ"
"post","SJ14",985.47130122615,298.405875365001,172.284712469749,2012,"SJ"
"post","SJ15",2321.12969079482,96.2000370059058,55.5411172614116,2012,"SJ"
"post","SJ16",1975.12164476685,309.679199699995,178.79336930922,2012,"SJ"
"post","SJ17",1260.93299733825,208.370795112787,120.302934649624,2012,"SJ"
"post","SJ18",601.425513798639,92.3098266223292,53.2951032492495,2012,"SJ"
"post","SJ19",576.695988800992,80.9866049011373,46.7576381404255,2012,"SJ"
"post","SJ20",1170.95368362761,92.471391894186,53.3883830024476,2012,"SJ"
"pre","SJ01",1274.08116242888,564.442727876924,325.881160881869,2012,"SJ"
"pre","SJ02",975.325426319716,172.613952287053,99.6587118188151,2012,"SJ"
"pre","SJ03",1565.26896139595,324.652011004388,187.437925946337,2012,"SJ"
"pre","SJ04",2156.4336824526,854.829125870547,493.535825932493,2012,"SJ"
"pre","SJ05",3233.1291912768,1132.97705562128,654.124608048618,2012,"SJ"
"pre","SJ06",1728.59338308041,928.528050089961,536.085919669557,2012,"SJ"
"pre","SJ07",1384.42919656361,407.129476953283,235.05631311401,2012,"SJ"
"pre","SJ08",1693.41080903729,643.757292435424,371.673446080377,2012,"SJ"
"pre","SJ09",815.311263984594,291.162788607988,168.102914380824,2012,"SJ"
"pre","SJ10",1348.87992752999,468.563768183311,270.52541769314,2012,"SJ"
"pre","SJ11",965.910780002205,198.573075076763,114.646218349381,2012,"SJ"
"pre","SJ12",1148.99211639106,48.1412203505739,27.7943465285209,2012,"SJ"
"pre","SJ13",1471.41160248065,598.509902549261,345.549853349472,2012,"SJ"
"pre","SJ14",678.953083980215,105.531517688368,60.9286501453689,2012,"SJ"
"pre","SJ15",1808.71293409578,223.010414701265,128.755122959866,2012,"SJ"
"pre","SJ16",2032.1526593879,642.005998184759,370.662335873325,2012,"SJ"
"pre","SJ17",1155.01515689423,179.277236647834,103.505760838199,2012,"SJ"
"pre","SJ18",703.90854333591,68.2064670423304,39.3790221073628,2012,"SJ"
"pre","SJ19",406.989444616669,76.6898221623741,44.2768894695512,2012,"SJ"
"pre","SJ20",785.900263600383,73.6218985619901,42.5056229530163,2012,"SJ"
"dr","CA01",952.757889894372,NA,NA,1995,"caL"
"dr","CA02",967.084981079387,NA,NA,1995,"caL"
"dr","CA03",401.881998593112,NA,NA,1995,"caL"
"dr","CA04",450.823153446474,NA,NA,1995,"caL"
"dr","CA05",325.943098963337,NA,NA,1995,"caL"
"dr","CA06",957.383331722338,NA,NA,1995,"caL"
"dr","CA07",407.514824629475,NA,NA,1995,"caL"
"dr","CA08",397.799962393257,NA,NA,1995,"caL"
"dr","CA09",597.405125710442,NA,NA,1995,"caL"
"dr","CA10",578.61202380572,NA,NA,1995,"caL"
"dr","CA26",399.27150890215,NA,NA,1995,"caL"
"dr","CA27",444.86378988089,NA,NA,1995,"caL"
"dr","CA28",429.998932727546,NA,NA,1995,"caL"
"dr","CA29",619.882701584797,NA,NA,1995,"caL"
"dr","CA30",434.615074904991,NA,NA,1995,"caL"
"post","CA01",1600.20166279369,309.5109534971,178.696232318688,1995,"caL"
"post","CA02",2137.33074898999,257.619727074012,148.736818774739,1995,"caL"
"post","CA03",893.340991093814,170.773350439914,98.5960398468989,1995,"caL"
"post","CA04",924.596819837461,106.038539491303,61.2213793197786,1995,"caL"
"post","CA05",401.811494105372,139.11418340146,80.3176112349279,1995,"caL"
"post","CA06",2064.27649645106,556.646368011644,321.37993041495,1995,"caL"
"post","CA07",539.823524137175,108.475448971243,62.6283296640128,1995,"caL"
"post","CA08",643.052323078118,178.04820752345,102.796180542394,1995,"caL"
"post","CA09",734.195429778261,26.2388547938587,15.1490098784618,1995,"caL"
"post","CA10",1254.82999782365,299.993368680228,173.201252162632,1995,"caL"
"post","CA26",670.479063082663,100.538145004406,58.0457250821192,1995,"caL"
"post","CA27",641.562149012695,41.4430574574948,23.9271603791257,1995,"caL"
"post","CA28",617.513968185867,131.30603968937,75.8095773608814,1995,"caL"
"post","CA29",1320.55841939373,219.837532765843,126.923258720343,1995,"caL"
