"scaled","CA01","CA02","CA03","CA04","CA05","CA06","CA07","CA08","CA09","CA10","CA26","CA27","CA28","CA29","CA30"
1953,-0.80866688368594,-0.204339326964189,-0.0914408972193378,-0.0287069677456039,-0.474445129717285,0.497003302049597,-0.246163090112112,0.0479617553948081,-0.161776261464992,0.123637422377561,-0.0606973286790139,-0.108613191613818,-0.12173861791153,-0.113671959295364,-0.180663414534183
1954,-0.89620522206357,-0.28058534448814,-0.052910358850907,0.00321882504912885,-0.299285821602134,0.427667585689041,-0.227974350117752,-0.0170652065073543,-0.161776261464992,0.106238657309508,0.0168547787904796,0.0204195395571409,-0.13833933853583,-0.113671959295364,-0.180226555705118
1955,-0.922163383571555,-0.359454692423452,-0.0755866655636908,0.00641353572202756,-0.190247277512579,0.311030971410211,-0.188078293268699,-0.108079641213244,-0.159331839931867,0.0388678014546983,0.0437015945413472,0.0198118602912764,-0.158237066392133,-0.118210857187368,-0.175490040751537
1956,-0.923155082554393,-0.344543021268478,0.0061789896299669,0.087148632458137,-0.0858840878842301,0.290295573316197,-0.129085941048086,-0.142210054227952,-0.151785599834375,0.160576460692406,0.0100853981925057,0.0198118602912764,-0.206741431517518,0.0170665459815236,-0.115358894435201
1957,-0.760352829128289,-0.219649740531246,0.0609357592950906,0.102244070887236,-0.0339277678419206,0.223099255845937,-0.0850130912856751,-0.120258166662564,-0.143915296364243,0.19401251600923,0.0204496553212098,0.0364846216425299,-0.214111604805072,0.0797092938049595,0.0153320880617368
1958,-0.487522590911243,-0.106685068684324,0.144387473012893,0.133245098309836,-0.00844703673555832,0.0276507056912055,-0.0500309428940733,-0.0845499686339435,-0.119729146105199,0.253590910682551,0.0458009153714136,0.0635845971113888,-0.121687086276551,0.160237909374623,0.12353448278147
1959,-0.385508942530741,-0.0950742420193881,0.196415402700836,0.186180687622353,0.0171802328167488,-0.0993050889906123,-0.0223946165349019,-0.025121529780277,-0.109915487757638,0.202450658717548,0.187469498853934,0.0696451765370901,-0.0817994383754506,0.24636981078071,0.258059078867979
1960,-0.385508942530741,0.0863124981470129,0.152960912061115,0.163954265215129,-0.0338810203429018,-0.217904914257613,-0.0577812549642308,-0.0658386401288467,-0.0987084184176436,0.0912418688745323,0.159701429494796,0.0693364932316625,-0.0638239129913059,0.329901579299821,0.49758705491875
1961,-0.30498688371688,0.16637118577858,0.106950062328058,0.211869269357973,-0.0425069786471147,-0.364191577083142,-0.0298594887132026,-0.0840762993418767,-0.0829286537587548,-0.0161283314209198,0.170169210090516,0.085851394595531,0.0540872989364312,0.350655843880729,0.643376892665645
1962,-0.247432078019608,0.11586416256214,0.130270016396033,0.112547197220716,-0.113105747844683,-0.507501508831184,-0.0783142366390198,-0.111084290460187,-0.0181271877729837,-0.0791767446357894,0.0174357582451581,0.0981826704700423,0.0341190615737321,0.375863439439191,0.64654623696449
1963,-0.229948165706113,0.142979323811554,0.179383407272002,0.170642843850902,-0.156138696459271,-0.589397617462483,-0.0382240215303554,-0.0154672859204363,0.0756215582004025,-0.167850589435672,-0.0165841928333985,0.10383597897167,0.118221114147494,0.334242044201208,0.680587342396535
1964,-0.0330086140051472,0.26784362017187,0.305214363201458,0.178747546258915,-0.117257782877994,-0.507487332030965,-0.0314892038135462,0.105956169536594,0.113738927664423,-0.16524562735581,-0.0458152639642843,0.125499699752929,0.178706956375656,0.344457040152834,0.854289997854796
1965,0.106890944745977,0.369658245809539,0.339034639744084,0.18128112099654,-0.158461639555714,-0.301609957614367,-0.0316177709023736,0.231539609182886,0.113738927664423,-0.117859525813751,-0.0666800787709705,0.151324786056461,0.194230783234346,0.344457040152834,0.919484081919331
1966,0.191220321436629,0.441639651546727,0.323026160112114,0.13805850678749,-0.173796636932073,-0.20913207812307,-0.0508464541130788,0.316034854358809,0.12186313678331,-0.194592214272534,-0.0166213936325357,0.151324786056461,0.273670259593941,0.240712830575732,0.970389775035972
1967,0.233512010959877,0.363938288763394,0.323952138814057,0.139269357382478,-0.181232415533082,-0.20316112296526,-0.050705624758017,0.301400282608617,0.12186313678331,-0.238738449965874,-0.0165827188595905,0.136079481187343,0.34065707861986,0.22524725494325,0.816603874980963
1968,0.309151825957941,0.39496910418558,0.256211688176554,0.144157281397473,-0.181232415533082,-0.130680167693559,-0.0741082208001787,0.216133740185376,0.0989080146635375,-0.240956064369442,0,0.114334095580853,0.288083682216783,0.202442816634047,0.70095486751852
1969,0.321298652984723,0.400233139539887,0.120757464970908,0.0851251855575484,-0.181232415533082,-0.0297033720036123,-0.0741082208001787,0.121715066936692,0.0734478033571552,-0.232825563248446,0.00331654377191816,0.100623397082215,0.285127059144181,0.169468069905821,0.631371957627461
1970,0.321298652984723,0.340241007726477,0.0825529529015965,0.0660799154480838,-0.154984962248981,0.0137894867192868,-0.0670016733109359,0,0.0731616227077463,-0.17802280135851,0.0199888989496686,0.0943980445107857,0.229492511018487,0.122548237907222,0.379448109419185
1971,0.259111816923163,0.477826270940751,0.0825529529015965,0.0296311810770289,-0.182996116769408,0.0573391686769752,-0.0671877631675439,-0.0464132412147516,0.0530917676746803,-0.168708416368053,0.0098608448601794,0.0447969714362834,0.0859136509431026,0.0604146723395978,0.397108000874041
1972,0.236377755601839,0.83849330330484,0.0310659796445482,0.109324619910089,-0.114213427753332,0.0960843783517622,-0.0361375985247209,-0.0464132412147516,0.0564056480379104,-0.0516565305811078,0.013209349848716,0.0263593236301349,0.137958842252652,0.0690787552829543,0.521555577839722
1973,0.188717138551352,0.848168321619407,-0.117015324564481,0.0835060557625359,-0.126629802552408,0.106531805602739,-0.00824300761835398,-0.14663524010155,0.0290308732465916,0.123508517073709,0.0610714225492559,-1.28830180742454e-16,0.0406016055915434,0.141122009297703,0.359349415519079
1974,0.0023602319807487,0.798757380269251,-0.182950177939905,0.038062531894372,-0.166487625883819,0.08121811279545,-0.00834629738948556,-0.179985470677055,-0.00345686630850525,0.177070810223929,0.132595484098645,-0.0422482152526709,-0.0348824276169229,0.208011062931073,0.180568568617742
1975,-0.079315801935433,0.767714582439664,-0.261703153506302,0.0163398682148113,-0.126890022722612,0.0507045104362541,-0.00836227340972553,-0.168540305102237,-0.0034427277045723,0.196177139675802,0.132803971704106,-0.094072392179576,-0.0492766304158953,0.209292159154387,0.110561701752787
1976,-0.180288607595558,0.530215261866922,-0.261703153506302,-0.00811519535485818,-0.137038619478052,0.012821670712575,0.00425082231661048,-0.13483224408179,-0.0272879799625092,0.250511429882972,0.0611757551934901,-0.120378763675508,-0.0903404890958081,0.209292159154387,0
1977,-0.171112653679864,0.612351335584518,-0.176196182558698,0.00543991070203191,-0.145235321951506,0.0290172943025792,0.00427701193642856,-0.105939620349978,-0.0272759793775168,0.344333957609976,0.0610797159971551,-0.106381233015565,-0.0109503623146434,0.230221375069826,0
1978,-0.293554189392763,0.44697998345151,-0.0751424896206214,-0.00536664591143191,-0.159150349051738,0.0316552301482685,0.0353959608532017,-0.0409929533288958,-0.0102284922665687,0.339736330711935,0.0895653234577114,-0.106381233015565,-0.0268191077028133,0.287776718837283,-0.025025310402841
1979,-0.413299979784453,0.32479299829254,0.0481744849594024,0.00273129064833906,-0.159150349051738,0.0316552301482682,0.0359027296159304,-0.0107088129506777,0,0.411963739603449,0.168388626419752,-0.106381233015565,0.0406748999258962,0.241468199325893,-0.25695265001224
1980,-0.423874200805386,0.235933994122017,0.142349405164011,0.0194064042055004,-0.14524497218431,0.0316552301482682,0.0538540944238957,0.114761718971022,0,0.450062187662712,0.201130932547695,-0.0955280751850296,0.103218025618404,0.203017799046409,-0.281125944296695
1981,-0.373174784418016,0.0330777028991761,0.240561588276235,0.00268625951377291,-0.0760938659147704,0.0289463473727443,0.0538540944238957,0.181603827130348,0.0209545783616112,0.465443975376363,0.211000957186941,-0.0672006889643487,0.111527640328051,0.177138230879509,-0.384177371209051
1982,-0.342558457812201,-0.453456390693306,0.121602561106668,-0.052876484495592,-0.107798065766625,0.0468306950207572,0.0305373775643878,0.191233155216185,-0.0415461515021209,0.347798254166611,0.25320114862433,-0.0661644451562201,0.0394208762477105,0.108662407300714,-0.575983430790208
1983,-0.25794220100444,-0.797426096774286,0.236587044244928,-0.116217488926226,-0.0685026314172824,0.102206476521221,-9.41307058725364e-17,0.191233155216185,-0.093414335312977,0.228079451935346,0.194439995488566,-0.0469125831876877,0.0247025719609161,2.22281974522886e-16,-0.562494279153903
1984,-0.134081571664689,-1.03416196925415,0.167857670899913,-0.0991398396048651,-0.0511023861413628,0.103878786811824,-0.0169428467702692,0.20011587869812,-0.107253496100085,0.186536745609259,0.142526231324612,-0.0298287923962428,0.0720539627145793,-0.13406275319849,-0.453429643247753
1985,-0.104637873696984,-1.03416196925415,0.259319595091656,-0.0821898457721507,-0.0517238320654426,0.106796623122125,-0.0551770841679176,0.192800339765473,-0.131472027477523,0.200197187455418,0.143957052785376,0.00309746191977298,0.0857124141290826,-0.14790649146711,-0.36758350764804
1986,-0.0277630422304787,-0.58620706302692,0.249943157387062,-0.0663278254031031,-0.0394541162203731,0.124194863764065,-0.0297107376288787,0.167568851727895,-0.138159851589953,0.200197187455418,0.225568298635278,0.0318591455392567,0.13509960555083,-0.0625758233130082,-0.291586903928564
1987,-0.0383430281538946,-0.672246006690533,0.185766959880465,-0.0779150451189044,0,0.140943401154078,-0.0297107376288787,0.133438068492411,-0.138443504852112,0.104217927722853,0.223326324683251,0.0155152001240555,-0.023818718532048,-0.103498032629976,-0.533346113529692
1988,0.0307638704303224,-0.623472369280136,0.0695333710529124,-0.0894847798369722,0.0186921972346802,0.0690271452949547,-0.059094983635462,0.0654995280633166,-0.162943990913288,0.0510206250632714,0.169249899697977,-0.0279997375612487,-0.0606468851586461,-0.225794796594097,-0.838115321260945
1989,0.109464508298944,-0.396231014534093,-0.00749379034974873,-0.0894847798369722,-0.0141838689472872,0.0932245522670223,-0.0926736481307855,0,-0.166069929445292,-0.187648476565055,0.0572556459941838,-0.0777770487812462,-0.12925256243122,-0.368435742504503,-0.804787721427164
1990,0.135468549850464,-0.336061904102214,-0.0564435673884278,-0.0976197598221514,-0.0141838689472872,0.0932245522670223,-0.107168060350654,-0.0214284527548314,-0.1799090902324,-0.254795859618471,0.0159950129295695,-0.0860304149494379,-0.146577912245509,-0.3498935134447,-0.662395565622044
1991,0.14849437195147,-0.506275076309828,-0.206256667040775,-0.0976197598221514,-0.095315599325769,0.093224552267022,-0.130910978434222,0.00526395455902019,-0.190193237239333,-0.424126112398601,0.00811519535485818,-0.12313739215524,-0.156772439276075,-0.320473422521691,-0.662395565622044
1992,0.14849437195147,-0.48441355546265,-0.0503832458186784,-0.0652433087463847,-0.126063211029916,0.0568389879872837,-0.130910978434222,0.0105279091180404,-0.139159616974816,-0.424273996434595,-0.026044016923126,-0.12313739215524,-0.140617980040022,-0.215792041954669,-0.635449762266371
1993,0.0909910228445075,-0.558297915776983,-0.0306698275779366,-0.0290595016045383,-0.107188817645437,0.0330757359010767,-0.10034110709656,0.205294227801787,-0.0916888004657241,-0.419687234180329,0.0137179395749501,-0.128234472732158,-0.109803247840787,-0.0259759705152902,-0.59778422451684
1994,0.161775379821792,-0.327921382377975,0.0794981419000691,-1.27953339278528e-16,-0.104637883491363,0.253101615181556,-0.0563086418791574,0.363212864572393,-0.0581125122219865,-0.402439813597576,0.0809954034237862,-0.091727343621665,-0.0994843492917473,0.0694815142054366,-0.375764102812457
1995,0.233250633943953,-0.167336924894817,0.0752770288305951,0.074610452896164,-0.0524831852205811,0.425544473876682,0.0369093053600645,0.436908228398675,-0.0217371595735762,-0.376568682723446,0.0809954034237862,-0.0611515624144433,0.0241988957736682,0.0640984069052731,-0.262520569956378
1996,0.134420552502816,-0.391318921393878,0.0752770288305951,0.109046046540547,0.019084794625666,0.425544473876682,-0.0228246166967839,0.397915972405933,0.00914072238612975,-0.402439813597576,0.047172567205775,-0.0397485155693882,0.0241988957736682,-0.0374084245597829,-0.262520569956378
1997,0.134217791745747,-0.412073079560169,-0.0270710777318996,0.051653390466575,-0.018530004084222,0.256406289756563,0.0403905708179217,0.368402059386646,0.00464434306308488,-0.380804571428935,0.0480366978973752,-0.0397485155693882,0.0938340435152869,-0.0897023371815168,-0.0372980860984965
1998,0.207692526556588,-0.324231829484962,-0.0864702626388906,0.0640957678139096,-0.00912874748670422,0.366940043468836,0.120851152367909,0.418662442686803,0.0189110975023819,-0.297436042650395,0.0480366978973752,0.00324369157154881,0.164863320256395,-0.0259663483706213,0.297620762475215
1999,0.270000284523564,-0.226314370985641,0.0516571757731768,0.121746281925936,0.03806411073244,0.303092914717296,0.243253352445973,0.621522051234262,0.0431994673529756,-0.0515990005091323,0.215894663635613,0.0588267959316724,0.193770049949079,0.130939569092544,0.312377852626648
2000,0.263486534333358,-0.2191368072387,0.0493471662107643,0.161276330442428,0.0680498428200675,0.312659760716788,0.321527455822636,0.747614907224115,0.0986867394954896,-0.0416610283809929,0.211195862981165,0.0588164333452077,0.154861037527893,0.111514977293643,0.305556718952709
2001,0.293570032360215,0.0653546646190427,0.286508295488664,0.175314382107048,0.156236884025665,0.484207594030424,0.397683928042839,0.819773940991,0.125074773248553,0.17006161975835,0.327624351547704,0.139282246931634,0.239596322212966,0.111514977293643,0.326123036574526
2002,0.342531189786339,0.0131752828243716,0.185264580614601,0.184080101212401,0.311800691269768,0.489741395105058,0.424057938703833,0.900699424201458,0.138375407672057,0.135532883620866,0.327624351547704,0.107022893871206,0.201611539423106,0.0618342448973838,0.21153926696726
2003,0.358219641226935,0.1400857030151,0.0832939195418164,0.184080101212401,0.356536137800134,0.50944383727862,0.450415321132195,0.572999811572896,0.166838954433043,0.158990498093708,0.383537549257493,0.107022893871206,0.171071460598838,-0.108874666731684,0.21153926696726
2004,0.186874995997049,0.0640162760297608,-0.00244717073826387,0.159320789353423,0.423008977051007,0.291634060590428,0.39647061492131,0.34180337760988,0.119046243156192,0.140837139525056,0.198189631902004,0.0592195645429779,0.114931578713924,-0.151443653910511,0.00929326352317708
2005,0.131846043847071,-0.0250442982917969,-0.00259615658195729,0.122863525040548,0.348246401436681,0.0584660452692197,0.329216974255577,0.323676215700753,0.0787249147370567,0.141855673334885,0.267071340470248,0.00661067055455577,-0.034383798921794,-0.156158537379501,-0.0546320006545592
2006,0.239648019201518,0.0775629911936834,-0.00259615658195729,0.0915843789240573,0.247523878289789,0.0748184295137172,0.363194975283207,0.325501443591712,0.14189162753943,0.23422946699669,0.301246804309609,-0.0320191681475175,-0.0372355180301091,-0.134204020588583,-0.0595972955638705
