"years","CA01","CA02","CA03","CA04","CA05","CA06","CA07","CA08","CA09","CA10","CA26","CA27","CA28","CA29","CA30"
1960,-0.268292682926829,0.0666666666666667,0.206751054852321,0.221198156682028,-0.0439560439560442,-0.172484599589323,-0.0772946859903383,-0.0738255033557048,-0.133333333333333,0.109467455621302,0.206521739130435,0.09375,-0.0858369098712447,0.44,0.670940170940171
1961,-0.212253829321663,0.141509433962264,0.144,0.286363636363636,-0.0551470588235294,-0.258126195028681,-0.0402010050251257,-0.0980392156862746,-0.112107623318386,-0.0183246073298429,0.222826086956522,0.116071428571428,0.0729613733905579,0.467680608365019,0.867521367521368
1962,-0.195175438596491,0.102222222222222,0.173745173745174,0.152173913043478,-0.146953405017921,-0.314647377938517,-0.104761904761905,-0.132075471698113,-0.0245098039215686,-0.0796915167095116,0.0228310502283104,0.132743362831858,0.0460251046025106,0.494296577946768,0.871794871794872
1963,-0.182017543859649,0.115555555555556,0.237037037037037,0.230434782608696,-0.200716845878136,-0.325622775800712,-0.0515463917525774,-0.0188679245283019,0.101604278074866,-0.165432098765432,-0.0224215246636774,0.140350877192982,0.158995815899582,0.439560439560439,0.917695473251029
1964,-0.026128266033254,0.216470588235294,0.397683397683398,0.241379310344827,-0.150735294117647,-0.270676691729323,-0.0418848167539266,0.129251700680272,0.149732620320856,-0.155,-0.0619469026548671,0.169565217391304,0.240343347639485,0.446886446886447,1.14592274678112
1965,0.0952380952380953,0.325062034739454,0.448,0.244635193133047,-0.205882352941176,-0.180698151950719,-0.0418848167539266,0.267175572519084,0.149732620320856,-0.112299465240642,-0.0901287553648068,0.204347826086956,0.262008733624454,0.446886446886447,1.24034334763949
1966,0.182767624020888,0.416873449131514,0.430830039525692,0.186234817813765,-0.225806451612903,-0.148225469728601,-0.0673575129533678,0.328,0.160427807486631,-0.200507614213198,-0.0224215246636773,0.204347826086956,0.369668246445498,0.312292358803987,1.30901287553648
1967,0.23433242506812,0.343529411764706,0.430830039525692,0.186234817813765,-0.232974910394265,-0.148225469728601,-0.0673575129533678,0.296875,0.160427807486631,-0.231738035264484,-0.0224215246636773,0.183760683760684,0.459595959595959,0.27831715210356,1.1015625
1968,0.325,0.347319347319348,0.340740740740741,0.192771084337349,-0.232974910394265,-0.0953436807095343,-0.0984455958549221,0.21875,0.130208333333333,-0.231738035264484,0,0.154166666666667,0.384976525821596,0.246056782334385,0.929328621908127
1969,0.344444444444445,0.347319347319348,0.157342657342657,0.113636363636364,-0.232974910394265,-0.0239234449760765,-0.0984455958549221,0.123188405797101,0.0974358974358975,-0.223918575063613,0.00448430493273553,0.135245901639344,0.384976525821596,0.202416918429003,0.806349206349206
1970,0.344444444444445,0.295258620689655,0.104895104895105,0.0867924528301887,-0.199233716475096,0.012406947890819,-0.0890052356020941,0,0.0974358974358975,-0.173333333333333,0.0270270270270273,0.126530612244898,0.309859154929578,0.141666666666667,0.455242966751918
1971,0.277777777777778,0.367768595041322,0.104895104895105,0.03886925795053,-0.24124513618677,0.0541237113402062,-0.0890052356020941,-0.0507246376811595,0.0707070707070708,-0.173333333333333,0.0133333333333334,0.0600000000000001,0.116,0.0647668393782385,0.389016018306636
1972,0.253405994550409,0.600806451612903,0.0394736842105263,0.139622641509434,-0.151260504201681,0.0949868073878629,-0.0478723404255318,-0.0507246376811595,0.0753768844221106,-0.0530726256983241,0.0178571428571429,0.0351562500000001,0.184,0.068702290076336,0.440639269406393
1973,0.198391420911528,0.581673306772908,-0.143712574850299,0.109540636042403,-0.170403587443946,0.108179419525066,-0.0108695652173912,-0.16025641025641,0.0388349514563107,0.133136094674556,0.0825688073394498,-1.70803542250024e-16,0.0541516245487364,0.137404580152672,0.302575107296137
1974,0.00243902439024407,0.5357833655706,-0.209944751381215,0.048611111111111,-0.225108225108225,0.0824742268041238,-0.0109289617486339,-0.216867469879518,-0.00465116279069758,0.201183431952663,0.179245283018868,-0.0557620817843866,-0.0449826989619375,0.20253164556962,0.138
1975,-0.0732265446224257,0.48689138576779,-0.279005524861878,0.0206896551724137,-0.171296296296296,0.0501253132832078,-0.0109289617486339,-0.210843373493976,-0.00465116279069758,0.22289156626506,0.179245283018868,-0.122743682310469,-0.0622837370242214,0.20253164556962,0.0747126436781607
1976,-0.152317880794702,0.31523642732049,-0.279005524861878,-0.0102389078498293,-0.185185185185185,0.0122549019607843,0.00555555555555556,-0.168674698795181,-0.0368663594470046,0.288888888888889,0.0825688073394498,-0.155234657039711,-0.114186851211073,0.20253164556962,0
1977,-0.136865342163355,0.31523642732049,-0.187845303867403,0.00682593856655306,-0.196261682242991,0.0269607843137253,0.00555555555555556,-0.132530120481928,-0.0368663594470046,0.413114754098361,0.0825688073394498,-0.137184115523466,-0.013840830449827,0.222784810126582,0
1978,-0.234800838574423,0.230103806228374,-0.0801104972375691,-0.00673400673400659,-0.214953271028037,0.0294117647058824,0.0459770114942527,-0.0512820512820513,-0.0138248847926266,0.416393442622951,0.121076233183857,-0.137184115523466,-0.0338983050847459,0.278481012658228,-0.0146520146520147
1979,-0.303719008264463,0.162629757785467,0.0513595166163142,0.00340136054421777,-0.214953271028037,0.0294117647058822,0.0459770114942527,-0.0129032258064515,0,0.504918032786885,0.227678571428571,-0.137184115523466,0.0508474576271185,0.233668341708543,-0.145869947275923
1980,-0.303719008264463,0.118136439267887,0.164556962025316,0.0243055555555557,-0.196172248803828,0.0294117647058822,0.0689655172413791,0.13768115942029,0,0.551612903225806,0.271929824561404,-0.123188405797102,0.129032258064516,0.194647201946472,-0.145869947275923
1981,-0.267391304347826,0.0151057401812688,0.287974683544304,0.00340136054421777,-0.102564102564103,0.0268948655256725,0.0689655172413791,0.198473282442748,0.0283018867924529,0.564516129032258,0.285087719298246,-0.0867924528301888,0.14336917562724,0.16301703163017,-0.199341021416804
1982,-0.267391304347826,-0.161209068010076,0.145569620253165,-0.0662251655629137,-0.143564356435644,0.0433734939759035,0.0391061452513966,0.198473282442748,-0.0560747663551402,0.421828908554573,0.342105263157895,-0.0867924528301888,0.0506756756756756,0.0999999999999998,-0.256735340729002
1983,-0.201342281879195,-0.161209068010076,0.283216783216783,-0.143312101910828,-0.0918918918918917,0.0928571428571428,-1.22002530178589e-16,0.198473282442748,-0.126168224299066,0.258485639686684,0.262711864406779,-0.0615384615384614,0.0308219178082193,1.98697633042534e-16,-0.227347611202636
1984,-0.109489051094891,-0.209068010075567,0.213286713286713,-0.119205298013245,-0.0670391061452515,0.0928571428571428,-0.0220994475138122,0.207692307692308,-0.144859813084112,0.187192118226601,0.192,-0.0393700787401575,0.0905797101449275,-0.109473684210526,-0.202108963093146
1985,-0.0962962962962963,-0.209068010075567,0.329501915708812,-0.101351351351351,-0.0670391061452515,0.0954653937947495,-0.0718232044198894,0.198473282442748,-0.177570093457944,0.187192118226601,0.192,0.00411522633744866,0.11070110701107,-0.109473684210526,-0.190730837789661
1986,-0.0260416666666666,-0.118508655126498,0.329501915708812,-0.0827586206896551,-0.0511363636363637,0.11138014527845,-0.0386740331491712,0.173913043478261,-0.186602870813397,0.187192118226601,0.300847457627119,0.0427350427350428,0.17578125,-0.0463157894736842,-0.156133828996283
1987,-0.0383631713554988,-0.163781624500666,0.244897959183673,-0.0983050847457627,0,0.128878281622912,-0.0386740331491712,0.145833333333333,-0.186602870813397,0.0974477958236657,0.300847457627119,0.0209205020920501,-0.0315789473684209,-0.0766045548654244,-0.312267657992565
1988,0.0301369863013697,-0.151898734177215,0.0870870870870871,-0.111864406779661,0.0238095238095237,0.0619047619047619,-0.0769230769230768,0.0743243243243244,-0.219626168224299,0.0439814814814814,0.228,-0.0376569037656905,-0.0771929824561403,-0.162376237623762,-0.490706319702602
1989,0.115727002967359,-0.114583333333333,-0.00862068965517236,-0.111864406779661,-0.017857142857143,0.0833333333333337,-0.120879120879121,0,-0.224299065420561,-0.161220043572985,0.0763636363636364,-0.104602510460251,-0.164516129032258,-0.244399185336049,-0.47119341563786
1990,0.154302670623145,-0.114583333333333,-0.0624999999999999,-0.122033898305085,-0.017857142857143,0.0833333333333337,-0.139784946236559,-0.0254777070063694,-0.242990654205607,-0.1995841995842,0.0206896551724137,-0.115702479338843,-0.177777777777778,-0.244399185336049,-0.47119341563786
1991,0.169139465875371,-0.172619047619048,-0.216216216216216,-0.122033898305085,-0.12,0.0833333333333335,-0.172043010752688,0.00636942675159236,-0.256880733944954,-0.307216494845361,0.0102389078498293,-0.165289256198347,-0.188087774294671,-0.223849372384937,-0.47119341563786
1992,0.169139465875371,-0.165165165165165,-0.0469613259668508,-0.0815602836879434,-0.161849710982659,0.05080831408776,-0.172043010752688,0.0127388535031847,-0.188118811881188,-0.302904564315353,-0.0326797385620915,-0.165289256198347,-0.167202572347267,-0.158008658008658,-0.452025586353945
1993,0.103641456582633,-0.195195195195195,-0.0326975476839237,-0.0371747211895913,-0.136904761904762,0.0283224400871459,-0.131868131868132,0.248407643312102,-0.122994652406417,-0.302904564315353,0.016778523489933,-0.172131147540984,-0.132890365448505,-0.0201342281879196,-0.452025586353945
1994,0.174863387978142,-0.114649681528662,0.0835734870317003,-1.669508307707e-16,-0.131736526946108,0.198257080610022,-0.0734463276836159,0.439490445859872,-0.076502732240437,-0.29045643153527,0.100671140939597,-0.122950819672131,-0.122923588039867,0.0567375886524821,-0.284140969162996
1995,0.245901639344263,-0.0684713375796179,0.0835734870317003,0.0977443609022556,-0.0658682634730538,0.333333333333333,0.0476190476190474,0.528662420382165,-0.0284090909090908,-0.271784232365145,0.100671140939597,-0.081967213114754,0.0299003322259136,0.0567375886524821,-0.209251101321586
1996,0.141711229946524,-0.16012084592145,0.0835734870317003,0.142857142857143,0.0239520958083834,0.333333333333333,-0.0287356321839082,0.481481481481481,0.0117647058823528,-0.29045643153527,0.0586319218241041,-0.0532786885245901,0.0299003322259136,-0.033112582781457,-0.209251101321586
1997,0.138297872340426,-0.146496815286624,-0.0300546448087433,0.0676691729323307,-0.0232558139534883,0.200845665961945,0.0517241379310343,0.454545454545454,0.00588235294117634,-0.274841437632135,0.0586319218241041,-0.0532786885245901,0.115942028985507,-0.0717488789237667,-0.0297297297297298
1998,0.212765957446809,-0.132669983416252,-0.0911602209944752,0.083969465648855,-0.0116279069767441,0.273542600896861,0.154761904761905,0.522012578616352,0.0239520958083831,-0.221729490022173,0.0586319218241041,0.00434782608695662,0.212927756653992,-0.0212765957446808,0.31021897810219
1999,0.276595744680851,-0.102521008403361,0.0550724637681159,0.160305343511451,0.0484848484848487,0.248351648351648,0.30625,0.758169934640523,0.0542168674698794,-0.0415584415584415,0.263513513513514,0.0794392523364486,0.254826254826255,0.115902964959569,0.404669260700389
2000,0.269922879177378,-0.102521008403361,0.0550724637681159,0.212355212355212,0.0848484848484849,0.248351648351648,0.39375,0.888888888888889,0.123456790123457,-0.0415584415584415,0.263513513513514,0.0794392523364486,0.204633204633205,0.115902964959569,0.404669260700389
2001,0.289340101522843,0.0305755395683453,0.31974921630094,0.231660231660232,0.194805194805195,0.384615384615385,0.487012987012987,0.974683544303797,0.154320987654321,0.169642857142857,0.408783783783784,0.188118811881188,0.316602316602317,0.115902964959569,0.431906614785992
2002,0.33248730964467,0.00719424460431655,0.220289855072464,0.243243243243243,0.372413793103448,0.389010989010989,0.506493506493506,1.09433962264151,0.170731707317073,0.154761904761905,0.408783783783784,0.143564356435644,0.266409266409267,0.0642673521850901,0.280155642023346
2003,0.347715736040609,0.0764925373134329,0.0929577464788733,0.243243243243243,0.406896551724138,0.404661016949153,0.537974683544304,0.698979591836735,0.207317073170732,0.181547619047619,0.478547854785478,0.143564356435644,0.226053639846743,-0.107305936073059,0.280155642023346
2004,0.181395348837209,0.0377697841726617,-0.00265957446808505,0.210526315789474,0.482758620689655,0.218181818181818,0.481707317073171,0.455752212389381,0.14792899408284,0.160818713450292,0.24390243902439,0.0794392523364486,0.151515151515151,-0.12751677852349,0.0123076923076923
2005,0.114035087719298,-0.0136752136752137,-0.00265957446808505,0.160958904109589,0.397435897435897,0.0326797385620915,0.409090909090909,0.4375,0.0994152046783625,0.15954415954416,0.310975609756097,0.00892857142857124,-0.0451612903225807,-0.12751677852349,-0.064066852367688
2006,0.189695550351288,0.0377697841726617,-0.00265957446808505,0.115131578947368,0.298245614035087,0.0326797385620915,0.467455621301775,0.4375,0.180232558139535,0.257309941520468,0.350769230769231,-0.0432900432900433,-0.0451612903225807,-0.10958904109589,-0.064066852367688
