"years","CA01","CA02","CA03","CA04","CA05","CA06","CA07","CA08","CA09","CA10","CA26","CA27","CA28","CA29","CA30"
1864,NA,NA,NA,NA,NA,NA,-0.30089552238806,-0.349310964649491,-0.069795427196149,NA,NA,NA,NA,NA,NA
1865,NA,NA,NA,NA,NA,NA,-0.236593059936909,-0.336996336996337,-0.0380368098159507,NA,NA,NA,NA,NA,NA
1866,NA,NA,NA,NA,NA,NA,-0.151472650771389,-0.331692307692308,0.0423076923076924,NA,NA,NA,NA,NA,NA
1867,NA,NA,NA,NA,NA,NA,-0.138810198300283,-0.337774816788807,0.0820512820512822,NA,NA,NA,NA,NA,NA
1868,NA,NA,NA,NA,NA,NA,-0.064591439688716,-0.371934604904632,0.0406905055487055,NA,NA,NA,NA,NA,NA
1869,NA,NA,NA,NA,NA,-0.299483648881239,-0.126070038910506,-0.376093294460641,0.00123304562268823,NA,NA,NA,-0.00931315483119908,NA,NA
1870,NA,NA,NA,NA,NA,-0.380653266331658,-0.0958132045088566,-0.330906148867314,-0.0369003690036901,NA,NA,NA,0.06375,NA,NA
1871,NA,NA,-0.336032388663968,NA,NA,-0.391341256366723,-0.0719008264462809,-0.276465441819773,0.0129366106080207,NA,NA,NA,0.110966057441253,NA,NA
1872,NA,NA,-0.293864370290635,NA,NA,-0.423599320882852,-0.040990606319385,-0.276465441819773,-0.0582147477360932,NA,NA,-0.108229988726043,0.06375,NA,NA
1873,NA,NA,-0.225060827250608,NA,0.0214669051878353,-0.458404074702886,-0.369769427839453,-0.238489871086556,-0.0970245795601552,NA,NA,-0.247323340471092,-0.10125,NA,NA
1874,NA,NA,-0.225060827250608,NA,0.280269058295964,-0.472370766488414,-0.643040136635354,-0.178637200736648,-0.160413971539457,NA,NA,-0.321199143468951,-0.26375,NA,NA
1875,NA,NA,-0.217721518987342,-0.305060584461867,0.172645739910314,-0.472412220702234,-0.654545454545455,-0.142725598526703,-0.17219387755102,NA,NA,-0.322435174746336,-0.29375,NA,NA
1876,NA,NA,-0.208835341365462,-0.407177363699103,0.26634382566586,-0.510894761242466,-0.671074380165289,-0.178637200736648,-0.265682656826568,NA,-0.254666666666667,-0.330558858501784,-0.345971563981043,NA,-0.269969666329626
1877,NA,NA,-0.266398929049532,-0.473436449226631,0.0629539951573852,-0.477993858751279,-0.672697368421053,-0.0684104627766601,-0.292654028436019,-0.255587949465501,-0.368680641183724,-0.37962962962963,-0.362559241706161,NA,-0.322548028311426
1878,NA,NA,-0.310575635876841,-0.643918918918919,-0.0677966101694914,-0.436936936936937,-0.683860232945091,0.00433839479392615,-0.292654028436019,-0.208677685950413,-0.4518779342723,-0.393579072532699,-0.36780258519389,NA,-0.357142857142857
1879,NA,NA,-0.235905044510386,-0.765355417529331,-0.126984126984127,-0.393734643734644,-0.661620658949243,0.0817757009345794,-0.264778325123153,-0.154525386313466,-0.512910798122066,-0.384800965018094,-0.36780258519389,NA,-0.37417943107221
1880,NA,NA,-0.214939024390244,-0.757662152530292,-0.25531914893617,-0.352265043948614,-0.643811219946572,0.119709794437727,-0.237547892720307,-0.154031287605295,-0.479948253557568,-0.373464373464374,-0.353701527614571,NA,-0.37417943107221
1881,NA,NA,-0.230182926829268,-0.757662152530292,-0.325744308231173,-0.358437935843794,-0.627782724844167,0.0628778718258766,-0.237547892720307,-0.188929001203369,-0.500646830530401,-0.313118811881188,-0.353701527614571,NA,-0.37417943107221
1882,NA,NA,-0.239329268292683,-0.757662152530292,-0.313485113835376,-0.322533136966127,-0.61353517364203,0.00120918984280529,-0.179945054945055,-0.195838433292534,-0.500646830530401,-0.251580278128951,-0.353701527614571,NA,-0.384026258205689
1883,NA,NA,-0.252747252747253,-0.729514717581543,-0.313485113835376,-0.303291536050157,-0.403794037940379,-0.037484885126965,-0.180515759312321,-0.232558139534884,-0.450074515648286,-0.162162162162162,-0.261474269819193,NA,-0.331353919239905
1884,NA,NA,-0.291993720565149,-0.651777575205105,-0.162872154115587,-0.276182432432432,0.0837320574162679,-0.135650224215247,-0.160246533127889,-0.305997552019584,-0.424242424242424,-0.157728706624606,-0.241086587436333,NA,-0.288311688311688
1885,NA,-0.383928571428572,-0.305825242718447,-0.608205128205128,0.0152963671128107,-0.278305963699222,0.0837320574162679,-0.223415682062299,-0.187981510015408,-0.327676240208877,-0.441176470588235,-0.111480865224626,-0.293805309734513,NA,-0.306472919418758
1886,NA,-0.362586605080831,-0.263959390862944,-0.533178114086147,0.0325047801147227,-0.238862559241706,0.153266331658291,-0.251121076233184,-0.16750418760469,-0.259791122715405,-0.382826475849732,-0.0515097690941387,-0.17572463768116,1.43121693121693,-0.242382271468144
1887,NA,-0.336538461538462,-0.206204379562044,-0.458492975734355,0.23006833712984,-0.27156862745098,0.153266331658291,-0.329373650107991,-0.21608040201005,-0.191906005221932,-0.326171875,0.0149253731343284,-0.159851301115242,1.43121693121693,-0.208955223880597
1888,NA,-0.340852130325815,-0.151456310679612,-0.149905123339658,0.418181818181818,-0.298,0.207894736842105,-0.366090712742981,-0.21608040201005,-0.224543080939948,-0.282655246252677,0.141176470588235,-0.159851301115242,1.43121693121693,-0.13562091503268
1889,NA,-0.322164948453608,-0.151456310679612,0.323529411764706,0.436363636363636,-0.288753799392097,0.226315789473684,-0.366090712742981,-0.21608040201005,-0.284595300261096,-0.209638554216867,0.141176470588235,-0.159851301115242,1.52380952380952,-0.0332167832167833
1890,NA,-0.318652849740933,-0.151456310679612,0.358823529411765,0.503896103896104,-0.267223382045929,0.145,-0.376889848812095,-0.21608040201005,-0.253200568990043,-0.18407960199005,0.0666666666666666,-0.178181818181818,1.03846153846154,-0.0594405594405594
1891,NA,-0.283378746594005,-0.134653465346535,0.4,0.690909090909091,-0.23695652173913,0.0956937799043063,-0.369738339021615,-0.214405360134003,-0.22106824925816,-0.150259067357513,-0.0990990990990991,-0.132727272727273,0.70817843866171,-0.0594405594405594
1892,NA,-0.233236151603499,-0.106212424849699,0.602941176470588,0.903061224489796,-0.23695652173913,0.00691244239631342,-0.386473429951691,-0.214405360134003,-0.165905631659056,-0.150259067357513,-0.155405405405405,0.0254545454545456,0.629432624113475,-0.044404973357016
1893,NA,-0.176470588235294,-0.0630252100840334,0.85,1.16581632653061,-0.118110236220472,-0.0272727272727273,-0.355527638190955,-0.0751748251748251,-0.116427432216906,-0.102981029810298,-0.151103565365025,0.0621468926553674,0.323529411764706,0.0390763765541739
1894,NA,-0.109271523178808,0.0598669623059868,0.725130890052356,0.997907949790795,0.00933488914819137,-0.132450331125828,-0.281452658884565,0.0788990825688073,0.00705467372134039,-0.0415512465373962,-0.0337078651685393,0.313199105145414,0.143048128342246,0.178832116788321
1895,NA,-0.0253623188405795,0.167832167832168,0.725130890052356,0.7984934086629,0.088622754491018,-0.229580573951435,-0.218533886583679,0.146110056925996,0.149514563106796,0.108187134502924,-0.0337078651685393,0.533834586466166,-0.00812064965197219,0.262857142857143
1896,NA,-0.0253623188405795,0.151724137931035,0.643391521197007,0.768518518518518,0.219178082191781,-0.239651416122004,-0.164670658682635,0.249496981891348,0.0440917107583774,0.205797101449275,0.00749063670412002,0.345054945054945,-0.0609357997823722,0.180987202925046
1897,NA,-0.0253623188405795,0.151724137931035,0.554245283018868,0.768518518518518,0.366083445491252,-0.281045751633987,-0.119162640901771,0.431623931623932,-0.0775444264943456,0.330434782608696,-0.0110294117647056,0.353982300884956,-0.0380848748639827,0.224528301886792
1898,NA,0.0456273764258556,0.146453089244851,0.470982142857143,0.749084249084249,0.485754985754986,-0.281045751633987,-0.0766609880749574,0.510683760683761,-0.0185185185185184,0.471641791044776,-0.0756013745704466,0.219026548672566,0.0282916213275297,0.262759924385633
1899,NA,0.0228136882129279,0.116704805491991,0.397777777777778,0.265822784810127,0.467236467236467,-0.311158798283262,-0.126064735945486,0.510683760683761,0.0638686131386861,0.704268292682927,-0.116838487972509,0.13716814159292,-0.0681341719077567,0.173598553345389
1900,NA,-0.0494296577946768,0.116704805491991,0.305194805194805,-0.184801381692573,0.467236467236467,-0.279475982532751,-0.110918544194108,0.510683760683761,0.11047619047619,0.951219512195122,-0.0551470588235292,0.0951327433628318,-0.0681341719077567,0.20631970260223
1901,NA,-0.133079847908745,0.0549199084668191,0.197478991596639,-0.333333333333333,0.467236467236467,-0.279475982532751,-0.155234657039711,0.507462686567164,0.0552380952380952,0.963414634146341,0.0280000000000001,-0.010482180293501,-0.0326441784548423,0.20631970260223
1902,NA,-0.133079847908745,-0.0201793721973098,0.00366972477064212,-0.477211796246649,0.467236467236467,-0.210526315789474,-0.0748031496062992,0.402985074626866,0.0492700729927006,0.963414634146341,-0.00599999999999987,-0.212765957446809,-0.0739934711643092,0.171003717472119
1903,NA,-0.165413533834586,-0.10762331838565,-0.141494435612083,-0.573616018845701,0.313775510204082,-0.158878504672897,-0.155945419103314,0.2117202268431,0.036101083032491,0.945619335347432,-0.0439999999999999,-0.214539007092199,-0.00467836257309952,-0.0307692307692307
1904,NA,-0.174721189591078,-0.242677824267782,-0.276176024279211,-0.630366492146597,0.113294797687861,-0.089058524173028,-0.21841155234657,-0.0340136054421767,-0.0490367775831874,0.809248554913295,-0.0891472868217054,-0.270868824531516,-0.0573099415204679,-0.253869969040248
1905,NA,-0.159851301115242,-0.303393213572854,-0.386949924127466,-0.620942408376963,0.0594059405940593,0.0372492836676219,-0.307964601769912,-0.0910596026490066,-0.10304054054054,0.651715039577836,-0.116279069767442,-0.300653594771242,-0.116959064327485,-0.318250377073907
1906,NA,-0.122676579925651,-0.363273453093812,-0.412746585735964,-0.620942408376963,-0.0633299284984677,0.0372492836676219,-0.345878136200717,-0.210950080515298,-0.140202702702703,0.475961538461539,-0.185873605947956,-0.320261437908497,-0.169177288528389,-0.314241486068111
1907,NA,0.0111524163568771,-0.393213572854291,-0.412746585735964,-0.591623036649215,-0.0965517241379311,0.118181818181818,-0.3327239488117,-0.323880597014925,-0.148861646234676,0.22004357298475,-0.16914498141264,-0.320261437908497,-0.219457013574661,-0.317411402157165
1908,-0.341647058823529,-0.0272727272727273,-0.419161676646707,-0.42185128983308,-0.593717277486911,-0.120805369127517,0.0969696969696971,-0.326568265682657,-0.370579915134371,-0.198970840480274,0.054766734279919,-0.21003717472119,-0.263157894736842,-0.299470899470899,-0.347305389221557
1909,-0.263185935002664,0.0873605947955388,-0.42827868852459,-0.403815580286169,-0.491428571428571,-0.148543689320388,0.171339563862928,-0.204678362573099,-0.381895332390382,-0.238421955403088,-0.0805008944543829,-0.180933852140078,-0.22568093385214,-0.289088863892013,-0.352850539291217
1910,-0.131595282433271,0.222,-0.42827868852459,-0.379767827529022,-0.245762711864407,-0.135922330097087,0.184848484848485,-0.204678362573099,-0.401697312588402,-0.238421955403088,-0.2046875,-0.180933852140078,-0.22020202020202,-0.312710911136108,-0.355932203389831
1911,-0.0826229508196722,0.383771929824561,-0.394793926247288,-0.343859649122807,-0.129032258064516,-0.135922330097087,0.184848484848485,-0.13034188034188,-0.418670438472419,-0.234657039711191,-0.271739130434783,-0.196498054474708,-0.218220338983051,-0.336332958380202,-0.389830508474576
1912,-0.0540906017579446,0.471491228070175,-0.350114416475972,-0.310786106032907,0.0615384615384615,-0.135922330097087,0.150724637681159,-0.227659574468085,-0.390577507598784,-0.28,-0.340062111801242,-0.189134808853119,-0.168918918918919,-0.317273795534665,-0.336507936507937
1913,-0.0092067988668557,0.511261261261261,-0.236180904522613,-0.301851851851852,0.143646408839779,-0.135922330097087,0.102777777777778,-0.161662817551963,-0.374414976599064,-0.282229965156794,-0.372670807453416,-0.175732217573222,-0.187358916478555,-0.317273795534665,-0.262786596119929
1914,-0.0205382436260625,0.421171171171171,-0.0966850828729282,-0.215932914046122,0.172804532577904,-0.0758047767393561,0.139664804469274,-0.228637413394919,-0.309859154929578,-0.263351749539595,-0.388178913738019,-0.170212765957447,-0.158878504672897,-0.300248138957816,-0.178423236514523
1915,-0.0595655220742817,0.351769911504425,0.00573065902578784,-0.0668316831683168,0.146408839779006,-0.144340602284527,0.135359116022099,-0.255754475703325,-0.306010928961749,-0.259887005649718,-0.388178913738019,-0.173245614035088,-0.158878504672897,-0.264900662251656,-0.123893805309734
1916,-0.0843459614010006,0.239406779661017,0.100313479623824,-0.0232558139534883,0.146408839779006,-0.195201744820065,0.12707182320442,-0.276712328767123,-0.244897959183673,-0.257367387033399,-0.38599348534202,-0.139269406392694,-0.137019230769231,-0.230125523012552,-0.106094808126411
1917,-0.136526090064332,0.073529411764706,0.184210526315789,-0.0232558139534883,0.00256410256410262,-0.218102508178844,0.105691056910569,-0.358904109589041,-0.183222958057395,-0.226337448559671,-0.326785714285714,-0.174496644295302,-0.149038461538462,-0.217391304347826,-0.106094808126411
1918,-0.20157255182273,0.0429906542056076,0.237113402061855,0.00787401574803144,0.00515463917525785,-0.261723009814613,0.12707182320442,-0.389041095890411,-0.168539325842697,-0.194860813704497,-0.275,-0.176470588235294,-0.17487684729064,-0.216012084592145,-0.105504587155963
1919,-0.224873463485177,-0.107692307692308,0.290322580645161,0.0479999999999999,0.162921348314607,-0.234891676168757,0.0877659574468085,-0.45343137254902,-0.118993135011442,-0.153153153153153,-0.24124513618677,-0.192399049881235,-0.110552763819096,-0.186708860759494,-0.0428571428571428
1920,-0.238741958541815,-0.145662847790507,0.293906810035842,0.0962566844919786,0.185393258426966,-0.273033707865169,0.0460358056265984,-0.45343137254902,-0.156028368794326,-0.153153153153153,-0.233791748526523,-0.192399049881235,-0.0829015544041452,-0.165302782324059,-0.0382775119617225
1921,-0.241601143674053,-0.188589540412044,0.265232974910394,0.13903743315508,0.116402116402117,-0.298876404494382,0.0460358056265984,-0.452088452088452,-0.182481751824818,-0.10377358490566,-0.166311300639659,-0.176755447941889,0.00542005420054189,-0.14406779661017,0.0151515151515151
1922,-0.241601143674053,-0.24441132637854,0.242957746478873,0.172413793103448,0.072463768115942,-0.30561797752809,0.0403022670025188,-0.385674931129477,-0.164588528678304,-0.0555555555555556,-0.08,-0.196029776674938,0.0189701897018969,-0.154905335628227,-0.12200956937799
1923,-0.241601143674053,-0.24441132637854,0.164473684210526,0.257294429708223,0.229468599033816,-0.271910112359551,0.0528967254408059,-0.336088154269972,-0.154613466334165,0.121359223300971,0.00495049504950507,-0.137055837563452,0.113888888888889,-0.130808950086059,-0.12200956937799
1924,-0.22704266088214,-0.198098256735341,0.110091743119266,0.267379679144385,0.40096618357488,-0.287640449438202,0.0588235294117648,-0.24251497005988,-0.0561224489795918,0.325,0.0600522193211489,-0.128205128205128,0.141666666666666,-0.129432624113475,-0.0732323232323232
1925,-0.214605067064083,-0.188216039279869,0.0113960113960114,0.257294429708223,0.481927710843373,-0.25,0.0778588807785889,-0.109965635738832,0.05249343832021,0.531806615776081,0.02088772845953,-0.140583554376658,0.0833333333333333,-0.115315315315315,-0.0858585858585858
1926,-0.177205308352849,-0.193162393162393,0.0113960113960114,0.253968253968254,0.481927710843373,-0.176151761517615,0.0857843137254901,0.00757575757575775,0.0837837837837837,0.743386243386243,0.0371352785145888,-0.140583554376658,0.0752089136490251,-0.110507246376812,-0.116161616161616
1927,-0.144867549668874,-0.191780821917808,-0.0138888888888888,0.251322751322751,0.572890025575448,-0.181311018131102,0.11764705882353,0.354700854700855,0.0432432432432432,0.752659574468085,-0.0265251989389922,-0.143631436314363,0.0903954802259887,-0.112962962962963,-0.151515151515152
1928,-0.0752014324082363,-0.125448028673835,0.0111111111111111,0.231770833333333,0.576923076923077,-0.1698670605613,0.11764705882353,0.650224215246637,0,0.752659574468085,-0.0689655172413795,-0.0514285714285713,0.152238805970149,-0.140655105973025,-0.138461538461538
1929,-0.0736940298507464,-0.0651340996168582,0.0500000000000001,0.190839694656489,0.51207729468599,-0.250372578241431,0.114914425427873,0.650224215246637,-0.0467532467532467,0.752659574468085,-0.1,0.0176470588235294,-0.0141242937853108,-0.194552529182879,-0.181592039800995
1930,-0.104225352112676,-0.0651340996168582,0.0637119113573407,0.0804878048780488,0.483412322274881,-0.29984544049459,0.12958435207824,0.650224215246637,0.0280112044817926,0.704787234042553,-0.1,-0.0705882352941176,-0.110169491525424,-0.231372549019608,-0.181592039800995
1931,-0.100848256361923,0.0175781250000001,0.144475920679887,0.039906103286385,0.483412322274881,-0.274038461538462,0.12958435207824,0.650224215246637,0.0922619047619046,0.705263157894737,-0.10230179028133,-0.0705882352941176,-0.150943396226415,-0.223762376237624,-0.166666666666667
1932,-0.126295947219604,0.0276134122287971,0.0878186968838527,-0.0316742081447963,0.322072072072072,-0.266990291262136,0.043583535108959,0.650224215246637,0.0955223880597016,0.634271099744246,-0.0664961636828645,0.0679012345679011,-0.223404255319149,-0.24847250509165,-0.0599455040871934
1933,-0.172478793590952,0.00197238658777134,0.0282485875706214,-0.130801687763713,0.108055009823183,-0.307098765432099,-0.019138755980861,0.493775933609958,0.0383480825958702,0.231601731601731,-0.155172413793104,-0.0794117647058824,-0.314214463840399,-0.287128712871287,-0.0599455040871934
1934,-0.183348924228251,0.0296442687747038,0.0578512396694215,-0.130801687763713,-0.0275862068965517,-0.29179810725552,-0.0509259259259259,0.363636363636364,-0.0486486486486487,0.0735849056603773,-0.100985221674877,0.0176470588235294,-0.330900243309002,-0.266802443991853,-0.0381471389645776
1935,-0.235294117647059,0.0544354838709678,0.0901408450704226,-0.181434599156118,-0.0926829268292683,-0.276699029126213,-0.0857787810383745,0.274131274131274,-0.154613466334165,-0.164451827242525,-0.0664961636828645,0.0679012345679011,-0.31025641025641,-0.29735234215886,-0.0469613259668508
1936,-0.235294117647059,0.11864406779661,0.095774647887324,-0.181434599156118,-0.0829268292682926,-0.279605263157895,-0.0857787810383745,0.150375939849624,-0.189526184538653,-0.245827010622155,-0.0562659846547315,0.089506172839506,-0.287564766839378,-0.293279022403259,0.00857142857142864
1937,-0.22458857696031,0.11864406779661,0.095774647887324,-0.179704016913319,-0.0926829268292683,-0.253833049403748,-0.142543859649123,-0.110410094637224,-0.194300518134715,-0.2701062215478,0.00544959128065396,0.145569620253165,-0.269430051813472,-0.296450939457202,0.0505952380952382
1938,-0.206195546950629,0.0819672131147538,0.0686813186813188,-0.228329809725159,-0.0764227642276424,-0.220640569395018,-0.225877192982456,-0.298913043478261,-0.197297297297297,-0.2701062215478,0.0512820512820513,0.0903614457831325,-0.253886010362694,-0.260089686098655,0.0505952380952382
1939,-0.174219536757301,0.0819672131147538,-0.0158730158730158,-0.290598290598291,-0.142172523961661,-0.166998011928429,-0.291666666666667,-0.377717391304348,-0.23433242506812,-0.2701062215478,-0.0113960113960114,-0.0202312138728325,-0.189111747851003,-0.190821256038648,0.0729483282674773
1940,-0.218029350104822,0.0717213114754096,-0.0468749999999999,-0.309255079006772,-0.18849840255591,-0.121412803532009,-0.324675324675325,-0.426630434782609,-0.283378746594005,-0.301092043681747,-0.0797720797720797,0.0727848101265821,-0.0888888888888888,-0.145408163265306,0.0425531914893616
1941,-0.30398322851153,-0.0076775431861806,-0.106435643564356,-0.349887133182844,-0.217252396166134,-0.156732891832229,-0.348484848484849,-0.47554347826087,-0.343324250681199,-0.351851851851852,-0.159544159544159,0.0063291139240505,-0.101587301587302,-0.158163265306122,-0.0208955223880598
1942,-0.295577130528587,-0.0076775431861806,-0.203125,-0.380841121495327,-0.190800681431005,-0.203090507726269,-0.31322505800464,-0.548913043478261,-0.348773841961853,-0.417840375586854,-0.246575342465753,-0.19364161849711,-0.0308219178082191,-0.143631436314363,-0.0985507246376812
1943,-0.259681093394078,0.0177165354330708,-0.164835164835165,-0.419902912621359,-0.23758865248227,-0.182628062360802,-0.317073170731707,-0.583333333333333,-0.321022727272727,-0.369068541300527,-0.294460641399417,-0.153354632587859,0.0290909090909091,-0.122222222222222,-0.0985507246376812
1944,-0.274914089347079,-0.0076775431861806,-0.278645833333333,-0.439320388349515,-0.349290780141844,-0.182628062360802,-0.341463414634146,-0.565217391304348,-0.321022727272727,-0.369068541300527,-0.394520547945205,-0.352601156069364,0.0290909090909091,-0.122222222222222,-0.155807365439094
1945,-0.214640198511166,-0.00191204588910147,-0.284237726098191,-0.404639175257732,-0.390681003584229,-0.178970917225951,-0.375308641975309,-0.545454545454545,-0.297935103244838,-0.286282306163022,-0.397260273972603,-0.352601156069364,0.066914498141264,-0.0782608695652174,-0.136231884057971
1946,-0.245657568238213,-0.0284090909090908,-0.354755784061697,-0.430412371134021,-0.452127659574468,-0.162100456621005,-0.424691358024691,-0.509803921568627,-0.276923076923077,-0.323943661971831,-0.403794037940379,-0.365439093484419,0.04,-0.14985590778098,-0.229461756373938
1947,-0.3083645443196,-0.0625,-0.398457583547558,-0.440721649484536,-0.478494623655914,-0.114155251141553,-0.442455242966752,-0.471631205673759,-0.254019292604502,-0.324324324324324,-0.411924119241192,-0.383977900552486,-0.0354609929078014,-0.166172106824926,-0.288951841359773
1948,-0.4,-0.123106060606061,-0.419023136246787,-0.421917808219178,-0.503521126760563,0.0022831050228312,-0.413597733711048,-0.449612403100775,-0.228956228956229,-0.363825363825364,-0.430894308943089,-0.389502762430939,-0.121527777777778,-0.203030303030303,-0.311614730878187
1949,-0.4,-0.123106060606061,-0.39247311827957,-0.364457831325301,-0.491620111731844,0.0883054892601434,-0.38390092879257,-0.379912663755459,-0.185053380782918,-0.345114345114345,-0.487031700288184,-0.342182890855457,-0.15547703180212,-0.253731343283582,-0.337110481586402
1950,-0.340482573726542,-0.168260038240918,-0.352459016393443,-0.290849673202614,-0.46259842519685,0.223618090452261,-0.336538461538461,-0.293838862559242,-0.144486692015209,-0.245535714285714,-0.430340557275542,-0.339233038348082,-0.18815331010453,-0.253731343283582,-0.317784256559767
1951,-0.311746987951807,-0.179883945841393,-0.307479224376731,-0.236111111111111,-0.444897959183674,0.369109947643979,-0.338870431893688,-0.207253886010363,-0.074688796680498,-0.0904761904761906,-0.376271186440678,-0.295597484276729,-0.176678445229682,-0.203030303030303,-0.286585365853659
1952,-0.301684532924962,-0.129593810444874,-0.15359477124183,-0.132075471698113,-0.412631578947368,0.53185595567867,-0.290540540540541,-0.0421686746987952,-0.146443514644351,0.0456989247311828,-0.203636363636364,-0.189964157706093,-0.15547703180212,-0.167721518987342,-0.247588424437299
1953,-0.298461538461539,-0.129593810444874,-0.111842105263158,-0.0376569037656903,-0.351162790697674,0.53133514986376,-0.307142857142857,0.0600000000000001,-0.217573221757322,0.128133704735376,-0.0785123966942147,-0.139622641509434,-0.15547703180212,-0.136075949367089,-0.218649517684888
1954,-0.334913112164297,-0.177949709864603,-0.0649819494584838,0.00432900432900462,-0.258855585831063,0.449591280653951,-0.292592592592593,-0.02,-0.217573221757322,0.114206128133705,0.0226244343891402,0.0267857142857143,-0.176678445229682,-0.136075949367089,-0.218120805369127
1955,-0.369668246445498,-0.227969348659004,-0.0974729241877256,0.00865800865800886,-0.2,0.326975476839237,-0.245059288537549,-0.126666666666667,-0.214285714285714,0.041782729805014,0.059090909090909,0.0267857142857143,-0.202090592334495,-0.141509433962264,-0.218120805369127
1956,-0.370065789473684,-0.214424951267057,0.00796812749004003,0.117647058823529,-0.0970873786407766,0.305177111716621,-0.171673819742489,-0.166666666666667,-0.204255319148936,0.172619047619048,0.0136363636363635,0.0267857142857143,-0.262237762237762,0.0203389830508473,-0.143382352941176
1957,-0.337545126353791,-0.141414141414141,0.0811965811965814,0.138248847926267,-0.0412371134020619,0.234536082474227,-0.114678899082569,-0.140939597315436,-0.193965517241379,0.221538461538462,0.0276497695852535,0.0493273542600896,-0.272058823529412,0.0996441281138791,0.0199203187250997
1958,-0.268292682926829,-0.0734341252699786,0.194690265486726,0.180094786729858,-0.0106382978723405,0.0273348519362185,-0.0676328502415461,-0.0985915492957746,-0.161572052401747,0.297385620915033,0.0619047619047619,0.085972850678733,-0.158102766798419,0.20532319391635,0.164609053497943
1959,-0.268292682926829,-0.0734341252699786,0.265486725663717,0.251184834123223,0.0219780219780218,-0.0833333333333335,-0.0301507537688442,-0.0281690140845071,-0.148471615720524,0.247619047619048,0.252808988764045,0.0941704035874439,-0.108786610878661,0.324,0.346153846153846
