"y","a","nora","sa","iv_malla_modi_id","long","lat","pop"
2000,-0.0255578912101475,-4.55841025079405,-1.46640144239169,144160,-3.2573718,37.1922448,1
2001,0.0183943963715515,3.04226758761422,1.05539103947895,144160,-3.2573718,37.1922448,1
2002,-0.0138262385490835,-2.41545507606551,-0.793289868264944,144160,-3.2573718,37.1922448,1
2003,0.00327152055455848,0.554960658832735,0.187705723471969,144160,-3.2573718,37.1922448,1
2004,0.0238782852604405,3.91375623243581,1.37003290529102,144160,-3.2573718,37.1922448,1
2005,-0.0308617147395595,-5.55694752190108,-1.77071193537292,144160,-3.2573718,37.1922448,1
2006,-0.0101967147395595,-1.77015014471251,-0.585043463828891,144160,-3.2573718,37.1922448,1
2007,-0.0261976671205115,-4.6778561087205,-1.50310902166931,144160,-3.2573718,37.1922448,1
2008,-0.00729039895008554,-1.2592601630291,-0.418291612876561,144160,-3.2573718,37.1922448,1
2009,0.00550550748266249,0.930394662032873,0.315882247376853,144160,-3.2573718,37.1922448,1
2010,0.00949995192710745,1.59466503365698,0.545066222170592,144160,-3.2573718,37.1922448,1
2011,0.0252774029074995,4.13359855112398,1.45030823469333,144160,-3.2573718,37.1922448,1
2012,-0.00480618842376951,-0.826619065017626,-0.275758339335273,144160,-3.2573718,37.1922448,1
2013,0.0210888408159965,3.4724300173858,1.20998662748309,144160,-3.2573718,37.1922448,1
2014,0.0079732852604405,1.34183695045169,0.457472680761241,144160,-3.2573718,37.1922448,1
2015,0.000804337892019502,0.137016378966804,0.0461494352303756,144160,-3.2573718,37.1922448,1
2016,0.00304328526044045,0.51644417373347,0.174610567782188,144160,-3.2573718,37.1922448,1
2000,-0.0176765055082919,-3.02988108021201,-0.904174596351946,144161,-3.2547565,37.1922448,1
2001,0.0125754552760221,2.04926160417476,0.643249718831893,144161,-3.2547565,37.1922448,1
2002,-0.00657930662873996,-1.10669001557457,-0.336539476794555,144161,-3.2547565,37.1922448,1
2003,0.00513525919759006,0.847098220696401,0.26267470739426,144161,-3.2547565,37.1922448,1
2004,0.0246937886093551,3.94610535841219,1.26311709844405,144161,-3.2547565,37.1922448,1
2005,-0.0353062113906449,-6.24031386965958,-1.80595533533922,144161,-3.2547565,37.1922448,1
2006,-0.018327878057312,-3.14504249228858,-0.937493088590622,144161,-3.2547565,37.1922448,1
2007,-0.0298269256763589,-5.22129341906012,-1.52568325629692,144161,-3.2547565,37.1922448,1
2008,-0.012967527180119,-2.20493092032018,-0.663304670047305,144161,-3.2547565,37.1922448,1
2009,0.0140032330537991,2.27663137986646,0.716282275820957,144161,-3.2547565,37.1922448,1
2010,0.0187476774982441,3.02464780103276,0.958966336788662,144161,-3.2547565,37.1922448,1
2011,0.036770553315237,5.76473806554326,1.8808581925792,144161,-3.2547565,37.1922448,1
2012,0.00417984124093407,0.69058348576983,0.213803925502353,144161,-3.2547565,37.1922448,1
2013,0.0155032330537991,2.51436810232017,0.793009086665538,144161,-3.2547565,37.1922448,1
2014,0.00253878860935508,0.420593007907414,0.129862102269577,144161,-3.2547565,37.1922448,1
2015,-0.0126622640222239,-2.15190860369701,-0.647690090998218,144161,-3.2547565,37.1922448,1
2016,-0.000801211390644929,-0.13347267504655,-0.0409829298776918,144161,-3.2547565,37.1922448,1
2000,-0.0237330746951656,-4.63378071094675,-1.57714362866975,144836,-3.2651274,37.1901615,1
2001,-0.0122596828823006,-2.34120430059295,-0.814697673844619,144836,-3.2651274,37.1901615,1
2002,0.00265041812780037,0.49213173266949,0.176129309719092,144836,-3.2651274,37.1901615,1
2003,0.0179014282288114,3.23241517476607,1.1896108632275,144836,-3.2651274,37.1901615,1
2004,0.00606492029230338,1.11904436836934,0.403034605513822,144836,-3.2651274,37.1901615,1
2005,-0.0228541273267446,-4.45452557721842,-1.51873458307215,144836,-3.2651274,37.1901615,1
2006,-0.0219485717711886,-4.27048511822958,-1.458557332834,144836,-3.2651274,37.1901615,1
2007,-0.0211541273267446,-4.10955953604562,-1.40576379428157,144836,-3.2651274,37.1901615,1
2008,-0.00140968288230064,-0.263739316950712,-0.093678227740047,144836,-3.2651274,37.1901615,1
2009,0.0105521226732554,1.9309950201469,0.701224483419181,144836,-3.2651274,37.1901615,1
2010,0.00863410796737341,1.58557140087646,0.573765875045406,144836,-3.2651274,37.1901615,1
2011,0.0178721884627294,3.22730581855861,1.18766778120495,144836,-3.2651274,37.1901615,1
2012,0.00933476156214436,1.71203688713596,0.620326692263188,144836,-3.2651274,37.1901615,1
2013,0.0132105785556084,2.40577772181016,0.877887929298221,144836,-3.2651274,37.1901615,1
2014,0.0127988138497264,2.33254036341093,0.850524762463157,144836,-3.2651274,37.1901615,1
2015,0.0108758726732554,1.98906151984113,0.72273877334327,144836,-3.2651274,37.1901615,1
2016,-0.00653594550856262,-1.23465950063007,-0.434335835055622,144836,-3.2651274,37.1901615,1
2000,-0.0236016042209168,-4.16465055086844,-1.18829959271647,144837,-3.2625122,37.1901615,1
2001,0.00049045927114616,0.0830154542964844,0.0246937685545324,144837,-3.2625122,37.1901615,1
2002,-0.0237526143219278,-4.19241436592376,-1.19590268782169,144837,-3.2625122,37.1901615,1
2003,0.00533695787058619,0.895986976418654,0.268706516921507,144837,-3.2625122,37.1901615,1
2004,0.0139095068901942,2.30204541454029,0.70031940277416,144837,-3.2625122,37.1901615,1
2005,-0.0233571597764728,-4.11973980285946,-1.17599224144256,144837,-3.2625122,37.1901615,1
2006,-0.0334045281975258,-5.99819373191933,-1.68185971091009,144837,-3.2625122,37.1901615,1
2007,-0.0250333502526628,-4.42847921868831,-1.26038550732092,144837,-3.2625122,37.1901615,1
2008,-0.00532938199869482,-0.911028926826099,-0.26832508499007,144837,-3.2625122,37.1901615,1
2009,0.00440754610588018,0.741110485486783,0.221912256195482,144837,-3.2625122,37.1901615,1
2010,0.0213134284588212,3.4847059388828,1.07309393547761,144837,-3.2625122,37.1901615,1
2011,0.0399095068901942,6.33259251961888,2.00937403827418,144837,-3.2625122,37.1901615,1
2012,0.00695395133463816,1.16429277656154,0.350119316524987,144837,-3.2625122,37.1901615,1
2013,0.0187053402235272,3.07138528670693,0.941781243392818,144837,-3.2625122,37.1901615,1
2014,0.00635336653931717,1.06480821526084,0.319880919973996,144837,-3.2625122,37.1901615,1
2015,0.00910073496036917,1.51826933471972,0.458206126397246,144837,-3.2625122,37.1901615,1
2016,0.00799784022352718,1.33673369207725,0.402677300715261,144837,-3.2625122,37.1901615,1
2000,-0.0266384142006086,-4.81219444589647,-1.3658205712117,144838,-3.2598971,37.1901615,1
2001,0.00665285564066143,1.13365153450953,0.341109159985566,144838,-3.2598971,37.1901615,1
2002,-0.0154404344026285,-2.73398828440213,-0.791671109876844,144838,-3.2598971,37.1901615,1
2003,0.00397106292357441,0.679778515107966,0.20360669331698,144838,-3.2598971,37.1901615,1
2004,0.0133623794501854,2.25122098120964,0.685123843932976,144838,-3.2598971,37.1901615,1
2005,-0.0267900015021956,-4.84090412773975,-1.37359284523983,144838,-3.2598971,37.1901615,1
2006,-0.0269047884696146,-4.86265452399263,-1.3794782707095,144838,-3.2598971,37.1901615,1
2007,-0.0307185729307676,-5.59047576353544,-1.57502088942482,144838,-3.2598971,37.1901615,1
2008,-0.0115550808672756,-2.03204139705033,-0.592458959144015,144838,-3.2598971,37.1901615,1
2009,0.00367106292357444,0.628746503442815,0.188224915397403,144838,-3.2598971,37.1901615,1
2010,0.0227592982176925,3.77460537057579,1.16692823596669,144838,-3.2598971,37.1901615,1
2011,0.0299393635771694,4.90697895434029,1.53506880532513,144838,-3.2598971,37.1901615,1
2012,0.00587825246605844,1.00298244533124,0.301393246627087,144838,-3.2598971,37.1901615,1
2013,0.0243692246882805,4.03084741350603,1.24947334075814,144838,-3.2598971,37.1901615,1
2014,0.00488994837249146,0.835761462082364,0.250720333012894,144838,-3.2598971,37.1901615,1
2015,0.00645836942512246,1.10087577594908,0.331137347399433,144838,-3.2598971,37.1901615,1
2016,0.0160954746882804,2.69924911349242,0.825256723884426,144838,-3.2598971,37.1901615,1
2000,-0.026919500977988,-4.99411210190742,-1.16588699147361,144839,-3.2572819,37.1901615,1
2001,0.00461734112727602,0.809262501501812,0.199977628110162,144839,-3.2572819,37.1901615,1
2002,-0.013662608747411,-2.47384800670355,-0.591729312561373,144839,-3.2572819,37.1901615,1
2003,0.024287867443065,4.11496868831046,1.05191061029176,144839,-3.2572819,37.1901615,1
2004,0.031546049261247,5.27975910274618,1.36626338267369,144839,-3.2572819,37.1901615,1
2005,-0.024381656366459,-4.50209375105341,-1.05597262042407,144839,-3.2572819,37.1901615,1
2006,-0.036772132556935,-6.94899264238533,-1.59260571107653,144839,-3.2572819,37.1901615,1
2007,-0.041548323033125,-7.92308248387008,-1.79946312457551,144839,-3.2572819,37.1901615,1
2008,-0.020703711504303,-3.79717014210363,-0.896680363348012,144839,-3.2572819,37.1901615,1
2009,0.00998669097247701,1.73400836800648,0.432524848889236,144839,-3.2572819,37.1901615,1
2010,0.00616997270622299,1.07845117257215,0.267222298133042,144839,-3.2572819,37.1901615,1
2011,0.025959446390433,4.38575496079556,1.12430690588249,144839,-3.2572819,37.1901615,1
2012,-0.00168879922360199,-0.299296918805641,-0.0731421079320266,144839,-3.2572819,37.1901615,1
2013,0.020877867443065,3.55778459685813,0.904223079078759,144839,-3.2572819,37.1901615,1
2014,0.016217867443065,2.78579909892695,0.702397889796475,144839,-3.2572819,37.1901615,1
2015,0.00758576217990703,1.32264429391792,0.328540319272558,144839,-3.2572819,37.1901615,1
2016,0.018427867443065,3.15344733542194,0.798113269262966,144839,-3.2572819,37.1901615,1
2000,-0.0224692477760402,-4.14404194186734,-0.915587975456519,144840,-3.2546667,37.1901615,1
2001,0.00692548906606477,1.21159535505989,0.28220323956755,144840,-3.2546667,37.1901615,1
2002,-9.95735905772177e-05,-0.0176368871840985,-0.00405747371314973,144840,-3.2546667,37.1901615,1
2003,0.0247089978379948,4.19234043898172,1.00685441415503,144840,-3.2546667,37.1901615,1
2004,0.0350214220804188,5.83985514541266,1.42707015650124,144840,-3.2546667,37.1901615,1
2005,-0.0377376688286722,-7.16169502790703,-1.53775311686833,144840,-3.2546667,37.1901615,1
2006,-0.0388639846181462,-7.39124105889151,-1.58364878741716,144840,-3.2546667,37.1901615,1
2007,-0.0463090974001012,-8.93366384684311,-1.88702591009701,144840,-3.2546667,37.1901615,1
2008,-0.0186324056707772,-3.41226020507039,-0.759242443540224,144840,-3.2546667,37.1901615,1
2009,0.00906821352426879,1.58053428323386,0.369516031175116,144840,-3.2546667,37.1901615,1
2010,0.0150623311713278,2.59812877120101,0.613767289420225,144840,-3.2546667,37.1901615,1
2011,0.0316939101186958,5.31447760542443,1.29147906014108,144840,-3.2546667,37.1901615,1
2012,0.00346233117132777,0.609417639648159,0.141084775917437,144840,-3.2546667,37.1901615,1
2013,0.0161234422824388,2.77608060473379,0.657005967618992,144840,-3.2546667,37.1901615,1
2014,0.00718233117132777,1.25596482531033,0.292669168178676,144840,-3.2546667,37.1901615,1
2015,0.00142022590816976,0.250880946535698,0.0578720648289192,144840,-3.2546667,37.1901615,1
2016,0.0134432835522798,2.32535037950373,0.547793539588128,144840,-3.2546667,37.1901615,1
2000,-0.0133784306932264,-2.36071166022229,-0.617237177822058,144841,-3.2520516,37.1901615,1
2001,0.0179949026401066,3.00875288809917,0.830226143518139,144841,-3.2520516,37.1901615,1
2002,0.00341490264010658,0.585239555842361,0.157552475058504,144841,-3.2520516,37.1901615,1
2003,0.0137666673459886,2.31817938385021,0.635149151309302,144841,-3.2520516,37.1901615,1
2004,0.0240691883543926,3.98391368713334,1.11047388389542,144841,-3.2520516,37.1901615,1
2005,-0.0357450973598934,-6.5666242854504,-1.64916226135297,144841,-3.2520516,37.1901615,1
2006,-0.0429673195821154,-7.99953261553091,-1.98237204987511,144841,-3.2520516,37.1901615,1
2007,-0.0368831925979884,-6.78989638460486,-1.70167026539041,144841,-3.2520516,37.1901615,1
2008,-0.0109819394651564,-1.92967495441493,-0.506670885242004,144841,-3.2520516,37.1901615,1
2009,0.00914902028716558,1.55268353737414,0.422105969779102,144841,-3.2520516,37.1901615,1
2010,0.0132970079032646,2.24086529747955,0.61348059573565,144841,-3.2520516,37.1901615,1
2011,0.0283399026401066,4.65787323195867,1.30751071829283,144841,-3.2520516,37.1901615,1
2012,0.00825490264010659,1.40307154375029,0.380854296412732,144841,-3.2520516,37.1901615,1
2013,0.00877595527168556,1.49031410139854,0.404893966175748,144841,-3.2520516,37.1901615,1
2014,0.0187075342190536,3.12418256031233,0.86310464135562,144841,-3.2520516,37.1901615,1
2015,-0.00804509735989345,-1.40637467168642,-0.371174564759565,144841,-3.2520516,37.1901615,1
2016,0.0022310931162966,0.383137824926062,0.102935362909072,144841,-3.2520516,37.1901615,1
2000,-0.0157954695562437,-2.79584569363273,-0.809580390668668,144842,-3.2494364,37.1901615,1
2001,0.00583119711042324,0.99408599033912,0.298871952993406,144842,-3.2494364,37.1901615,1
2002,-0.00839380288957675,-1.4665153259519,-0.430215651288011,144842,-3.2494364,37.1901615,1
2003,0.0173564912280703,2.90186961232259,0.889588935550452,144842,-3.2494364,37.1901615,1
2004,0.0198926256818522,3.31184850016056,1.01957587354999,144842,-3.2494364,37.1901615,1
2005,-0.0237930886038628,-4.27192179576037,-1.21949005051992,144842,-3.2494364,37.1901615,1
2006,-0.0399454695562437,-7.38620065652136,-2.04736356419389,144842,-3.2494364,37.1901615,1
2007,-0.0306978505086247,-5.58082103162174,-1.57338645229682,144842,-3.2494364,37.1901615,1
