"years","CA11","CA12","CA13","CA14","CA15","CA16","CA17","CA18","CA19","CA20","CA21","CA22","CA23","CA24","CA25"
1856,NA,0.894179894179894,NA,NA,NA,NA,NA,0.386654478976234,NA,0.485135135135135,NA,NA,NA,NA,NA
1857,NA,0.894179894179894,NA,NA,NA,NA,NA,0.359232175502742,NA,0.452702702702703,NA,NA,NA,NA,NA
1858,NA,0.962962962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,NA,0.962962962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860,NA,0.403921568627451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,NA,0.348242811501597,NA,NA,NA,NA,NA,NA,NA,NA,0.307282415630551,NA,NA,NA,NA
1881,NA,0.416107382550335,NA,NA,NA,NA,NA,NA,NA,NA,0.370577281191806,NA,NA,NA,NA
1882,NA,0.483221476510067,NA,NA,NA,NA,NA,NA,NA,NA,0.598752598752598,NA,NA,NA,NA
1883,NA,0.483221476510067,NA,NA,NA,NA,NA,NA,NA,NA,0.598752598752598,NA,NA,NA,NA
1884,NA,0.268057784911718,NA,NA,NA,NA,NA,NA,NA,NA,0.53014553014553,NA,NA,NA,NA
1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.320297951582868,NA,NA,NA,NA
1886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304042179261863,NA,NA,NA,NA,NA
1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356489945155393,NA,NA,NA,NA,NA
1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361467889908257,NA,NA,NA,NA,NA
1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345521023765996,NA,NA,NA,NA,NA
1893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1897,NA,NA,NA,NA,NA,NA,NA,NA,0.528395061728395,NA,NA,NA,NA,NA,NA
1898,NA,NA,NA,NA,NA,0.310846560846561,NA,NA,0.723456790123457,NA,NA,NA,NA,NA,NA
1899,NA,NA,NA,NA,NA,NA,NA,NA,0.724691358024691,NA,NA,NA,NA,NA,NA
1900,NA,NA,NA,NA,NA,NA,NA,NA,0.75497512437811,NA,NA,NA,NA,NA,NA
1901,NA,NA,NA,NA,NA,NA,NA,NA,0.741975308641975,NA,NA,NA,NA,NA,NA
1902,0.374055415617128,NA,NA,NA,NA,NA,NA,NA,0.729166666666667,NA,NA,NA,NA,NA,NA
1903,0.35527950310559,NA,NA,NA,NA,NA,NA,NA,0.671800947867298,NA,NA,NA,NA,NA,NA
1904,NA,NA,NA,NA,NA,NA,NA,NA,0.509052183173589,NA,NA,NA,NA,NA,NA
1905,NA,NA,NA,NA,NA,NA,NA,NA,0.466873706004141,NA,NA,NA,NA,NA,NA
1906,NA,NA,NA,NA,NA,NA,NA,NA,0.371782650142993,NA,NA,NA,NA,NA,NA
1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,0.25207756232687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,0.63768115942029,0.279411764705883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,0.661231884057971,0.39763779527559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,0.661231884057971,0.476377952755905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,0.67572463768116,0.476377952755905,0.26302729528536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,0.67572463768116,0.437007874015748,0.297766749379653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,0.397280966767372,0.280701754385965,0.324050632911392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,0.29973474801061,NA,0.286057692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,0.328009828009828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,0.382009345794392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,0.401548672566372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,0.48783185840708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,0.466739367502726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,0.466739367502726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,0.454054054054054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,0.494054054054054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,0.532972972972973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,0.454081632653061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,0.345975948196115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,NA,NA,NA,NA,NA,NA,NA,0.292181069958848,NA,NA,NA,NA,NA,NA,NA
1965,NA,NA,NA,NA,NA,NA,NA,0.319327731092437,NA,NA,NA,NA,NA,0.327536231884058,NA
1966,NA,NA,NA,NA,NA,NA,NA,0.401785714285714,NA,NA,NA,NA,NA,0.327536231884058,NA
1967,NA,NA,NA,NA,NA,NA,NA,0.481132075471698,0.30718954248366,NA,NA,NA,NA,0.312320916905444,NA
1968,NA,NA,0.269480519480519,NA,NA,NA,NA,0.389380530973451,0.494623655913978,NA,NA,NA,NA,0.338983050847458,NA
1969,NA,NA,NA,NA,NA,NA,NA,0.389380530973451,0.494623655913978,NA,NA,NA,NA,0.319209039548023,NA
1970,NA,NA,NA,NA,NA,NA,NA,0.305309734513275,0.53405017921147,NA,NA,NA,NA,0.274011299435028,NA
1971,NA,NA,NA,NA,NA,NA,NA,NA,0.494623655913978,NA,NA,NA,NA,NA,NA
1972,NA,NA,NA,NA,NA,NA,NA,NA,0.494623655913978,NA,NA,NA,NA,NA,NA
1973,NA,NA,NA,NA,NA,NA,NA,NA,0.25752508361204,NA,NA,NA,NA,NA,NA
1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.293040293040293
1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47985347985348
1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483754512635379
1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487632508833922
1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508771929824562
1981,NA,0.334405144694534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494845360824742
1982,NA,0.273006134969325,NA,NA,NA,0.291803278688525,NA,NA,NA,NA,NA,NA,NA,NA,0.493243243243243
1983,0.317796610169491,0.325878594249201,NA,NA,NA,0.291803278688525,NA,NA,NA,NA,NA,NA,NA,NA,0.488215488215488
1984,0.347778981581798,NA,NA,NA,NA,0.313333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.451827242524917
1985,0.30261780104712,NA,NA,NA,NA,0.326599326599327,NA,NA,NA,NA,NA,NA,NA,NA,0.409836065573771
1986,0.30261780104712,NA,NA,NA,NA,0.447811447811448,NA,NA,NA,NA,NA,NA,NA,NA,0.274787535410765
1987,0.323284823284823,NA,0.282191780821918,NA,NA,0.501628664495114,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,0.293139293139293,NA,NA,NA,NA,0.337620578778135,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,0.282744282744283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,0.282744282744283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,NA,NA,0.250639386189259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,NA,NA,0.434782608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,NA,0.256,0.434782608695652,NA,NA,NA,NA,NA,0.355769230769231,NA,NA,NA,NA,NA,NA
1996,NA,NA,NA,NA,NA,NA,NA,NA,0.359420289855072,NA,NA,NA,NA,NA,NA
1997,NA,NA,NA,NA,NA,NA,NA,NA,0.475903614457832,NA,0.258883248730964,NA,NA,NA,NA
1998,NA,NA,NA,NA,NA,NA,NA,NA,0.586538461538462,0.304166666666666,0.258883248730964,NA,NA,NA,NA
1999,NA,NA,0.289693593314763,NA,NA,NA,NA,NA,0.618589743589744,0.360869565217391,0.314009661835748,NA,NA,NA,NA
2000,NA,NA,0.289693593314763,NA,0.275401069518717,NA,NA,NA,0.669871794871795,0.4,0.295238095238095,NA,NA,0.289115646258503,NA
2001,NA,0.340720221606648,0.426183844011142,NA,0.439093484419263,0.339563862928349,0.266666666666667,0.267857142857143,0.572289156626506,0.373913043478261,0.333333333333333,NA,NA,0.47463768115942,NA
2002,NA,NA,NA,NA,0.586402266288952,NA,0.266666666666667,0.276785714285714,0.494011976047904,0.317391304347826,0.352657004830918,NA,NA,0.514492753623188,NA
2003,NA,NA,NA,NA,0.60056657223796,NA,NA,NA,0.442196531791908,0.334782608695652,0.314553990610329,NA,NA,0.579710144927536,NA
2004,NA,NA,NA,NA,0.441176470588235,NA,NA,NA,0.38655462184874,NA,NA,NA,NA,0.384105960264901,NA
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326347305389222,NA
2006,NA,NA,NA,0.347670250896057,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350609756097561,NA
