"id","varname","month","coef","significant","ci_lower","ci_upper","site","sig","month_name"
1,"spei6","Mar",0.120085691653124,FALSE,-0.0729477202346809,0.295960448624602,"SJ","","Mar"
2,"spei6","Apr",0.152208812181631,FALSE,-0.0403043381835442,0.315772345561576,"SJ","","Apr"
3,"spei6","May",0.111128526226348,FALSE,-0.0709900725775823,0.292816613601546,"SJ","","May"
4,"spei6","Jun",0.0875456475475678,FALSE,-0.105539559322792,0.273934751355828,"SJ","","Jun"
5,"spei6","Jul",0.0157094371949439,FALSE,-0.1780975175641,0.195203023259835,"SJ","","Jul"
6,"spei6","Aug",0.0374185839782555,FALSE,-0.192237326775643,0.261605096909505,"SJ","","Aug"
7,"spei6","Sep",0.0941320392339232,FALSE,-0.112712790780457,0.302203327460767,"SJ","","Sep"
8,"spei6","Oct",0.229528521205865,FALSE,-0.00771551366983298,0.449460638921738,"SJ","","Oct"
9,"spei6","Nov",0.412674328921834,TRUE,0.199478971103232,0.604431936005325,"SJ","*","Nov"
10,"spei6","Dec",0.55510269042613,TRUE,0.362081703398022,0.705045185723961,"SJ","*","Dec"
11,"spei6","JAN",0.625399449744329,TRUE,0.479542909452282,0.754770847173246,"SJ","*","JAN"
12,"spei6","FEB",0.632482355512031,TRUE,0.484156391274476,0.758785292598063,"SJ","*","FEB"
13,"spei6","MAR",0.610552183704538,TRUE,0.453293752015767,0.734998170433711,"SJ","*","MAR"
14,"spei6","APR",0.533224225631094,TRUE,0.347924483101502,0.681990831550743,"SJ","*","APR"
15,"spei6","MAY",0.466794166023901,TRUE,0.237640628880954,0.640255078703617,"SJ","*","MAY"
16,"spei6","JUN",0.332573240038683,TRUE,0.0804586959770825,0.55043953479978,"SJ","*","JUN"
17,"spei6","JUL",0.223537803687406,FALSE,-0.0829918561343521,0.492397843866829,"SJ","","JUL"
18,"spei6","AUG",0.213954656853699,FALSE,-0.102537901614511,0.494449107127816,"SJ","","AUG"
19,"spei6","SEP",0.141392691616967,FALSE,-0.196670697262842,0.43613859694268,"SJ","","SEP"
20,"spei6.mean","sep...AUG",0.580132240534299,TRUE,0.380453788975341,0.728864891265633,"SJ","*","Hydrol"
21,"spei6.mean","dec...FEB",0.637175326199105,TRUE,0.496124084838872,0.757214432508695,"SJ","*","Winter"
22,"spei6.mean","MAR...MAY",0.565369331652114,TRUE,0.382971272357953,0.705265376290787,"SJ","*","Spring"
23,"spei6.mean","JUN...AUG",0.269384537444185,FALSE,-0.0382610883157629,0.527953630274599,"SJ","","Summer"
24,"spei6.mean","SEP...NOV",0.112569107172048,FALSE,-0.180217553789878,0.398888986411079,"SJ","","Autumn"
1,"spei6","Mar",-0.0559810700472369,FALSE,-0.332390358484312,0.220334969878414,"caH","","Mar"
2,"spei6","Apr",-0.0826014748524321,FALSE,-0.369673202963936,0.203679340789727,"caH","","Apr"
3,"spei6","May",-0.117749963771262,FALSE,-0.388497836182914,0.149399263313489,"caH","","May"
4,"spei6","Jun",-0.150337891386045,FALSE,-0.39890719497977,0.0980605665320906,"caH","","Jun"
5,"spei6","Jul",-0.18018699077304,FALSE,-0.441295711168758,0.091573429446734,"caH","","Jul"
6,"spei6","Aug",-0.137041216461783,FALSE,-0.434267789043174,0.165159549040893,"caH","","Aug"
7,"spei6","Sep",-0.222818205838988,FALSE,-0.477934804515618,0.0748511628748588,"caH","","Sep"
8,"spei6","Oct",-0.154231648201236,FALSE,-0.417348235748985,0.147924336210923,"caH","","Oct"
9,"spei6","Nov",-0.0561829638186361,FALSE,-0.318283486204338,0.207278452933296,"caH","","Nov"
10,"spei6","Dec",0.098615119014214,FALSE,-0.160203384530612,0.359763547098988,"caH","","Dec"
11,"spei6","JAN",0.256435652046957,FALSE,-0.00259152049331393,0.492201327061233,"caH","","JAN"
12,"spei6","FEB",0.286609320347264,TRUE,0.00664359448027095,0.529345991943495,"caH","*","FEB"
13,"spei6","MAR",0.395277595220908,TRUE,0.133462158832751,0.613415257109498,"caH","*","MAR"
14,"spei6","APR",0.397586887562078,TRUE,0.12290493805242,0.64001711031729,"caH","*","APR"
15,"spei6","MAY",0.464771662022144,TRUE,0.180332904610523,0.675472662726341,"caH","*","MAY"
16,"spei6","JUN",0.439711623427985,TRUE,0.171770552218489,0.633280866633031,"caH","*","JUN"
17,"spei6","JUL",0.351569336983936,TRUE,0.0867387170877194,0.554604717148529,"caH","*","JUL"
18,"spei6","AUG",0.335015536021882,TRUE,0.106490280623346,0.533412249579339,"caH","*","AUG"
19,"spei6","SEP",0.230333113088596,FALSE,-0.0403127993616265,0.453618463159701,"caH","","SEP"
20,"spei6.mean","sep...AUG",0.300403690800156,FALSE,-0.0128120496265766,0.546943579352613,"caH","","Hydrol"
21,"spei6.mean","dec...FEB",0.226366327593291,FALSE,-0.0423944971024653,0.470191828000848,"caH","","Winter"
22,"spei6.mean","MAR...MAY",0.438821905252915,TRUE,0.160050663072647,0.669379750436652,"caH","*","Spring"
23,"spei6.mean","JUN...AUG",0.398771565831541,TRUE,0.141125196610509,0.58515754515735,"caH","*","Summer"
24,"spei6.mean","SEP...NOV",0.250438213082821,FALSE,-0.0294878996680398,0.495036858506988,"caH","","Autumn"
1,"spei6","Mar",-0.060567474258009,FALSE,-0.305121650749877,0.212992965433261,"caL","","Mar"
2,"spei6","Apr",-0.167281054784716,FALSE,-0.387510346540124,0.102743472115446,"caL","","Apr"
3,"spei6","May",-0.184903221368471,FALSE,-0.417511175296703,0.0755053654429719,"caL","","May"
4,"spei6","Jun",-0.157208531425303,FALSE,-0.38065072936323,0.0867198822587721,"caL","","Jun"
5,"spei6","Jul",-0.15307172716124,FALSE,-0.399804150281389,0.0942023668695925,"caL","","Jul"
6,"spei6","Aug",-0.0870886467206313,FALSE,-0.385176866590298,0.192935354624769,"caL","","Aug"
7,"spei6","Sep",-0.169453859798145,FALSE,-0.442937867908223,0.0959470282352307,"caL","","Sep"
8,"spei6","Oct",-0.0470684675609744,FALSE,-0.316358518166296,0.216001604402618,"caL","","Oct"
9,"spei6","Nov",-0.0160009052753582,FALSE,-0.282182911795023,0.230183395417944,"caL","","Nov"
10,"spei6","Dec",0.119886269295236,FALSE,-0.173666082177191,0.354168469777368,"caL","","Dec"
11,"spei6","JAN",0.182290351978043,FALSE,-0.101418617564414,0.417249375642819,"caL","","JAN"
12,"spei6","FEB",0.223604663182133,FALSE,-0.0600467659039029,0.45804002224361,"caL","","FEB"
13,"spei6","MAR",0.31688409296928,TRUE,0.0415927690799152,0.531231484168773,"caL","*","MAR"
14,"spei6","APR",0.322720429797565,TRUE,0.0428924263171973,0.540668190223749,"caL","*","APR"
15,"spei6","MAY",0.357232130546193,TRUE,0.101119681988347,0.566344521928704,"caL","*","MAY"
16,"spei6","JUN",0.336873804140816,TRUE,0.0698884449201443,0.552220923130999,"caL","*","JUN"
17,"spei6","JUL",0.285343939463377,TRUE,0.0141193004029278,0.5133705547134,"caL","*","JUL"
18,"spei6","AUG",0.259248065283358,FALSE,-0.0332422122554618,0.487942262375157,"caL","","AUG"
19,"spei6","SEP",0.124177387353266,FALSE,-0.146079089952673,0.369047997283026,"caL","","SEP"
20,"spei6.mean","sep...AUG",0.249526842524196,FALSE,-0.0682037538517024,0.506668985054113,"caL","","Hydrol"
21,"spei6.mean","dec...FEB",0.183470953909515,FALSE,-0.113335791421173,0.421829313220411,"caL","","Winter"
22,"spei6.mean","MAR...MAY",0.349367681008254,TRUE,0.0768167580976338,0.557176639683394,"caL","*","Spring"
23,"spei6.mean","JUN...AUG",0.304982326127882,TRUE,0.0358925735882512,0.528474115026073,"caL","*","Summer"
24,"spei6.mean","SEP...NOV",0.131561192273876,FALSE,-0.169808066195711,0.383345704904382,"caL","","Autumn"
