"id","varname","month","coef","significant","ci_lower","ci_upper","site","sig","month_name"
13,"spei6","MAR",0.409071836787282,TRUE,0.111123922359318,0.647326518413971,"caH","*","MAR"
14,"spei6","APR",0.443205686454441,TRUE,0.116214071620055,0.674163053796606,"caH","*","APR"
15,"spei6","MAY",0.481845376303197,TRUE,0.166245960259119,0.701138991200025,"caH","*","MAY"
16,"spei6","JUN",0.483417985043694,TRUE,0.200432210925122,0.690164608607288,"caH","*","JUN"
17,"spei6","JUL",0.441624098965927,TRUE,0.19321416641532,0.624122903982515,"caH","*","JUL"
18,"spei6","AUG",0.415341682763575,TRUE,0.189573642357399,0.581465608458464,"caH","*","AUG"
19,"spei6","SEP",0.308369401540966,TRUE,0.0657413513506848,0.508099074554113,"caH","*","SEP"
20,"spei6.mean","sep...AUG",0.407913992370429,TRUE,0.0732617691379361,0.669510917622746,"caH","*","Hydrol"
21,"spei6.mean","dec...FEB",0.329914699655923,TRUE,0.0370819669734478,0.572437337351867,"caH","*","Winter"
22,"spei6.mean","MAR...MAY",0.45745222892555,TRUE,0.135535806323305,0.691765388713396,"caH","*","Spring"
23,"spei6.mean","JUN...AUG",0.477928685317556,TRUE,0.222713154650506,0.647262721321008,"caH","*","Summer"
24,"spei6.mean","SEP...NOV",0.273565186770911,TRUE,0.0174438680333852,0.472222676507084,"caH","*","Autumn"
1,"spei6","Mar",-0.0370487861190869,FALSE,-0.324972505945347,0.255300094070378,"caL","","Mar"
2,"spei6","Apr",-0.0825112715231314,FALSE,-0.369847465363324,0.203563716418856,"caL","","Apr"
3,"spei6","May",-0.0897271679000215,FALSE,-0.387940854919354,0.209681196758347,"caL","","May"
4,"spei6","Jun",-0.0715491584552466,FALSE,-0.349207092180732,0.206296134297231,"caL","","Jun"
5,"spei6","Jul",-0.0333401375513473,FALSE,-0.336311411607201,0.242838389397481,"caL","","Jul"
6,"spei6","Aug",-0.0482603750655805,FALSE,-0.366582316398393,0.266379172054953,"caL","","Aug"
7,"spei6","Sep",-0.137285157882374,FALSE,-0.470267792559885,0.204624182280231,"caL","","Sep"
8,"spei6","Oct",-0.0669298094934384,FALSE,-0.366086628945822,0.266370610408065,"caL","","Oct"
9,"spei6","Nov",0.0281913535822494,FALSE,-0.306761937355746,0.334478042584033,"caL","","Nov"
10,"spei6","Dec",0.226416862478072,FALSE,-0.0900372338768566,0.491557515722059,"caL","","Dec"
11,"spei6","JAN",0.32646504219767,TRUE,0.0273558301679271,0.570676879846432,"caL","*","JAN"
12,"spei6","FEB",0.297914883321172,FALSE,-0.0281389824804667,0.563524746595708,"caL","","FEB"
13,"spei6","MAR",0.313747365058188,FALSE,-0.00398426952409989,0.572824375521418,"caL","","MAR"
14,"spei6","APR",0.377564484447836,TRUE,0.0619586125080686,0.627092904889891,"caL","*","APR"
15,"spei6","MAY",0.420231134061267,TRUE,0.111040645890303,0.650350087344551,"caL","*","MAY"
16,"spei6","JUN",0.39433017233868,TRUE,0.0969207978277735,0.620408413544292,"caL","*","JUN"
17,"spei6","JUL",0.359167188739318,TRUE,0.10621254158582,0.565122491207368,"caL","*","JUL"
18,"spei6","AUG",0.403452218937257,TRUE,0.193491535398133,0.574349133163526,"caL","*","AUG"
19,"spei6","SEP",0.298747728328555,TRUE,0.0723566282520622,0.480978831438386,"caL","*","SEP"
20,"spei6.mean","sep...AUG",0.366511661173039,TRUE,0.0409145145397964,0.654913857878154,"caL","*","Hydrol"
21,"spei6.mean","dec...FEB",0.301554174550058,FALSE,-0.00500813501130862,0.553695419751346,"caL","","Winter"
22,"spei6.mean","MAR...MAY",0.386040979325803,TRUE,0.0589569231875272,0.636160255646797,"caL","*","Spring"
23,"spei6.mean","JUN...AUG",0.409029370602519,TRUE,0.158351594850293,0.606076139787325,"caL","*","Summer"
24,"spei6.mean","SEP...NOV",0.151739356016762,FALSE,-0.0741018193684252,0.360217025989908,"caL","","Autumn"
