"id","varname","month","coef","significant","ci_lower","ci_upper","site","sig","month_name"
1,"spei6","Mar",0.127060518006188,FALSE,-0.079538500717626,0.340682415992591,"SJ","","Mar"
2,"spei6","Apr",0.154645788361001,FALSE,-0.0544255013477404,0.349573668574162,"SJ","","Apr"
3,"spei6","May",0.0796472538949631,FALSE,-0.146682439344575,0.309037243609992,"SJ","","May"
4,"spei6","Jun",0.049946132020206,FALSE,-0.168486005410493,0.282542399967277,"SJ","","Jun"
5,"spei6","Jul",-0.0240657788338992,FALSE,-0.268309889972567,0.232538279991385,"SJ","","Jul"
6,"spei6","Aug",-0.0982857482856948,FALSE,-0.35115171446554,0.154580039052948,"SJ","","Aug"
7,"spei6","Sep",-0.113818823967517,FALSE,-0.35732268931827,0.136950209973841,"SJ","","Sep"
8,"spei6","Oct",0.0284560845809239,FALSE,-0.212901969762452,0.26358162315863,"SJ","","Oct"
9,"spei6","Nov",0.246011785433653,FALSE,-0.00558518850141836,0.478685269531386,"SJ","","Nov"
10,"spei6","Dec",0.474975368071887,TRUE,0.251546290702529,0.657650812845657,"SJ","*","Dec"
11,"spei6","JAN",0.609571899392079,TRUE,0.449227166855852,0.749163083728183,"SJ","*","JAN"
12,"spei6","FEB",0.62763352542365,TRUE,0.462719392913684,0.759913683567597,"SJ","*","FEB"
13,"spei6","MAR",0.638212672440186,TRUE,0.488279479512783,0.757415287333213,"SJ","*","MAR"
14,"spei6","APR",0.627166925252526,TRUE,0.447591559536311,0.756319633502962,"SJ","*","APR"
15,"spei6","MAY",0.563217933039869,TRUE,0.359248075450895,0.717111738024704,"SJ","*","MAY"
16,"spei6","JUN",0.490611865655268,TRUE,0.271866373925241,0.661642517838585,"SJ","*","JUN"
17,"spei6","JUL",0.326344689697052,TRUE,0.0403240097788566,0.562307899330564,"SJ","*","JUL"
18,"spei6","AUG",0.277644255986927,FALSE,-0.0410153881198517,0.527550015926788,"SJ","","AUG"
19,"spei6","SEP",0.191829311371336,FALSE,-0.118070582737131,0.446114742384468,"SJ","","SEP"
20,"spei6.mean","sep...AUG",0.593247082316697,TRUE,0.406938189915853,0.736086679776846,"SJ","*","Hydrol"
21,"spei6.mean","dec...FEB",0.604510797529098,TRUE,0.436078166858719,0.748213578632033,"SJ","*","Winter"
22,"spei6.mean","MAR...MAY",0.633316800756884,TRUE,0.453421638853669,0.757464107793942,"SJ","*","Spring"
23,"spei6.mean","JUN...AUG",0.386455479027296,TRUE,0.116635646265978,0.600220840738019,"SJ","*","Summer"
24,"spei6.mean","SEP...NOV",0.185715349818156,FALSE,-0.103152587834293,0.424271844468174,"SJ","","Autumn"
1,"spei6","Mar",-0.0217119358386532,FALSE,-0.338547451897632,0.272494948035916,"caH","","Mar"
2,"spei6","Apr",-0.0194709127527705,FALSE,-0.357063167308765,0.300997385718162,"caH","","Apr"
3,"spei6","May",-0.0389920779294185,FALSE,-0.360121595956374,0.269733600851418,"caH","","May"
4,"spei6","Jun",-0.0788319780178171,FALSE,-0.38128655538481,0.230413075825804,"caH","","Jun"
5,"spei6","Jul",-0.0779324624735817,FALSE,-0.385672469745867,0.231016035382242,"caH","","Jul"
6,"spei6","Aug",-0.101665296657088,FALSE,-0.396363552828328,0.217891212797672,"caH","","Aug"
7,"spei6","Sep",-0.146855061499376,FALSE,-0.454431591281768,0.209945077100336,"caH","","Sep"
8,"spei6","Oct",-0.126216495942978,FALSE,-0.417687872475787,0.193403162048598,"caH","","Oct"
9,"spei6","Nov",-0.0153910332080263,FALSE,-0.319147307387416,0.304087668447666,"caH","","Nov"
10,"spei6","Dec",0.2125912105127,FALSE,-0.0720849427787332,0.469615201988304,"caH","","Dec"
11,"spei6","JAN",0.345902369632877,TRUE,0.0551290473423733,0.579079209393952,"caH","*","JAN"
12,"spei6","FEB",0.368737437281788,TRUE,0.0568925640772709,0.613087348044336,"caH","*","FEB"
