"disturb_year","n","M.Huber","lower.ci","upper.ci","var","Letter","MonoLetter"
"2005",50,0.921837580123451,0.862394375313381,0.981280784933521,"rc","a","a "
"2012",50,1.13689511273466,1.06403993481064,1.20975029065869,"rc","b"," b"
"2005",50,0.703336208604888,0.628227073654552,0.778445343555225,"rt","a","a"
"2012",50,0.79931780942668,0.75944290981484,0.83919270903852,"rt","a","a"
"2005",50,0.617300352481167,0.55930096609942,0.675299738862914,"rs","a","a "
"2012",50,0.876714831853376,0.835235120306576,0.918194543400176,"rs","b"," b"
"2005",50,-0.0754653450585787,-0.116538430355692,-0.0343922597614651,"rrs","a","a "
"2012",50,0.0976657416837035,0.040045251442481,0.155286231924926,"rrs","b"," b"
