"disturb_year","site","n","M.Huber","lower.ci","upper.ci","var","Letter","MonoLetter","var_sorted"
"2005","SJ",20,1.07467410638875,0.968790450128221,1.18055776264928,"rc","ab","ab ","1_rc"
"2005","caH",15,0.868925211563889,0.78745069200018,0.950399731127598,"rc","bc"," bc","1_rc"
"2005","caL",15,0.810362395230596,0.743211249138441,0.877513541322752,"rc","c","  c","1_rc"
"2012","SJ",20,1.39425603783911,1.25696516904904,1.53154690662917,"rc","a","a  ","1_rc"
"2012","caH",15,1.09401626352433,1.03005398046301,1.15797854658565,"rc","ab","ab ","1_rc"
"2012","caL",15,0.929263207614003,0.873827176325619,0.984699238902388,"rc","bc"," bc","1_rc"
"2005","SJ",20,0.43310347364465,0.361550481851608,0.504656465437693,"rt","a","a  ","0_rt"
"2005","caH",15,0.864900423384745,0.783437701799993,0.946363144969497,"rt","bc"," bc","0_rt"
"2005","caL",15,0.871560298871004,0.789358814542777,0.953761783199232,"rt","bc"," bc","0_rt"
"2012","SJ",20,0.747499453067338,0.669218580504432,0.825780325630245,"rt","bc"," bc","0_rt"
"2012","caH",15,0.743787820657076,0.684609031208965,0.802966610105186,"rt","b"," b ","0_rt"
"2012","caL",15,0.90303527280258,0.863614576386045,0.942455969219114,"rt","c","  c","0_rt"
"2005","SJ",20,0.45058154079744,0.385355183048276,0.515807898546603,"rs","a","a  ","2_rs"
"2005","caH",15,0.741315790986514,0.666935580933691,0.815696001039337,"rs","c","  c","2_rs"
"2005","caL",15,0.692754888733776,0.605004882563924,0.780504894903627,"rs","ac","a c","2_rs"
"2012","SJ",20,0.998280720099275,0.921340398755045,1.07522104144351,"rs","b"," b ","2_rs"
"2012","caH",15,0.80521762269979,0.750920515824635,0.859514729574944,"rs","bc"," bc","2_rs"
"2012","caL",15,0.831355648372124,0.779599589461497,0.883111707282751,"rs","bc"," bc","2_rs"
"2005","SJ",20,0.0256158541938769,-0.0157565054471849,0.0669882138349388,"rrs","ab","ab ","3_rrs"
"2005","caH",15,-0.12246873523841,-0.199733513133975,-0.0452039573428435,"rrs","ab","ab ","3_rrs"
"2005","caL",15,-0.163969397751682,-0.225426763595996,-0.102512031907369,"rrs","b"," b ","3_rrs"
"2012","SJ",20,0.272653791109464,0.195922644251617,0.349384937967311,"rrs","c","  c","3_rrs"
"2012","caH",15,0.0683300278719285,0.0238727082889807,0.112787347454876,"rrs","a","a  ","3_rrs"
"2012","caL",15,-0.0631731444722253,-0.114810816956951,-0.0115354719874999,"rrs","ab","ab ","3_rrs"
