"vb","value","date"
"PM1",169.2,1972-01-31
"PM1",92.5,1972-02-29
"PM1",122.3,1972-03-31
"PM1",25.2,1972-04-30
"PM1",49.5,1972-05-31
"PM1",15,1972-06-30
"PM1",5,1972-07-31
"PM1",0,1972-08-31
"PM1",61.1,1972-09-30
"PM1",151,1972-10-31
"PM1",47.7,1972-11-30
"PM1",25,1972-12-31
"TM1",11.3,1972-12-31
"TM2",9.6,1972-12-31
"TM3",12.9,1972-12-31
"TM4",6,1972-12-31
"PM1",57,1973-01-31
"TM2",3.9,1973-01-31
"TM3",16.3,1973-01-31
"PM1",52,1973-02-28
"PM1",84,1973-03-31
"TM1",10.9,1973-03-31
"TM2",9.8,1973-03-31
"TM3",12,1973-03-31
"TM4",4,1973-03-31
"PM1",10,1973-04-30
"TM1",13.1,1973-04-30
"TM2",10.6,1973-04-30
"TM3",15.5,1973-04-30
"TM4",5,1973-04-30
"PM1",53,1973-05-31
"TM1",11.7,1973-05-31
"TM2",3.4,1973-05-31
"TM3",20.1,1973-05-31
"TM4",0,1973-05-31
"PM1",4,1973-06-30
"TM1",14.8,1973-06-30
"TM2",4.6,1973-06-30
"TM3",25,1973-06-30
"TM4",0,1973-06-30
"PM1",0,1973-07-31
"TM1",18.2,1973-07-31
"TM2",6.3,1973-07-31
"TM3",30.1,1973-07-31
"TM4",3,1973-07-31
"PM1",16,1973-08-31
"TM1",19.8,1973-08-31
"TM2",6.3,1973-08-31
"TM3",33.3,1973-08-31
"TM4",3,1973-08-31
"PM1",0,1973-09-30
"TM1",18.7,1973-09-30
"TM2",6.3,1973-09-30
"TM3",31.1,1973-09-30
"TM4",2,1973-09-30
"PM1",174.5,1973-10-31
"TM1",13.1,1973-10-31
"TM2",4,1973-10-31
"TM3",22.2,1973-10-31
"TM4",0,1973-10-31
"PM1",48,1973-11-30
"TM1",11.8,1973-11-30
"TM2",5.4,1973-11-30
"TM3",18.2,1973-11-30
"TM4",1,1973-11-30
"PM1",264,1973-12-31
"TM1",10.1,1973-12-31
"TM2",8.5,1973-12-31
"TM3",11.7,1973-12-31
"TM4",4,1973-12-31
"PM1",19,1974-01-31
"TM1",12,1974-01-31
"TM2",10.1,1974-01-31
"TM3",13.9,1974-01-31
"TM4",7,1974-01-31
"PM1",69,1974-02-28
"TM1",10.7,1974-02-28
"TM2",8.8,1974-02-28
"TM3",12.6,1974-02-28
"TM4",6,1974-02-28
"PM1",82,1974-03-31
"TM1",11.5,1974-03-31
"TM2",9.5,1974-03-31
"TM3",13.4,1974-03-31
"TM4",5,1974-03-31
"PM1",125,1974-04-30
"TM1",13.2,1974-04-30
"TM2",9.3,1974-04-30
"TM3",17.1,1974-04-30
"TM4",7,1974-04-30
"PM1",5,1974-05-31
"TM1",16.5,1974-05-31
"TM2",9,1974-05-31
"TM3",24,1974-05-31
"TM4",5,1974-05-31
"PM1",24,1974-06-30
"TM1",19,1974-06-30
"TM2",13,1974-06-30
"TM3",25,1974-06-30
"TM4",7,1974-06-30
"PM1",0,1974-07-31
"TM1",22,1974-07-31
"TM2",13.8,1974-07-31
"TM3",30.1,1974-07-31
"TM4",10,1974-07-31
"TM1",22.7,1974-08-31
"TM2",13.5,1974-08-31
"TM3",32,1974-08-31
"TM4",10,1974-08-31
"PM1",0,1974-09-30
"TM1",19.4,1974-09-30
"TM2",12,1974-09-30
"TM3",26.7,1974-09-30
"TM4",9,1974-09-30
"PM1",42,1974-10-31
"TM1",13.9,1974-10-31
"TM2",6.5,1974-10-31
"TM3",21.2,1974-10-31
"TM4",1,1974-10-31
"PM1",21,1974-11-30
"TM1",12.3,1974-11-30
"TM2",6.5,1974-11-30
"TM3",18.1,1974-11-30
"TM4",3,1974-11-30
"PM1",0,1974-12-31
"TM1",11.6,1974-12-31
"TM2",7.4,1974-12-31
"TM3",15.9,1974-12-31
"TM4",2,1974-12-31
"PM1",43.5,1975-01-31
"TM1",10.9,1975-01-31
"TM2",7.1,1975-01-31
"TM3",14.7,1975-01-31
"TM4",3,1975-01-31
"PM1",67,1975-02-28
"TM1",10.6,1975-02-28
"TM2",8.1,1975-02-28
"TM3",13.1,1975-02-28
"TM4",5,1975-02-28
"PM1",142,1975-03-31
"TM1",11.3,1975-03-31
"TM2",8.7,1975-03-31
"TM3",13.9,1975-03-31
"TM4",6,1975-03-31
"PM1",80,1975-04-30
"TM1",11.1,1975-04-30
"TM2",6.5,1975-04-30
"TM3",15.7,1975-04-30
"TM4",0,1975-04-30
"PM1",41,1975-05-31
"TM1",11.3,1975-05-31
"TM2",5.4,1975-05-31
"TM3",17.2,1975-05-31
"TM4",3,1975-05-31
"PM1",15,1975-06-30
"TM1",13.3,1975-06-30
"TM2",2,1975-06-30
"TM3",24.7,1975-06-30
"TM4",0,1975-06-30
"PM1",0,1975-07-31
"TM1",19.8,1975-07-31
"TM2",5.7,1975-07-31
"TM3",34,1975-07-31
"TM4",2,1975-07-31
"TM1",19.9,1975-08-31
"TM2",5.2,1975-08-31
"TM3",34.6,1975-08-31
"TM4",0,1975-08-31
"PM1",12,1975-09-30
"TM1",16.2,1975-09-30
"TM2",19.2,1975-09-30
"PM1",12,1975-10-31
"TM1",13.8,1975-10-31
"TM2",2.7,1975-10-31
"TM3",24.9,1975-10-31
"TM4",0,1975-10-31
"PM1",24,1975-11-30
"TM3",20.6,1975-11-30
"PM1",142,1975-12-31
"TM1",13.3,1975-12-31
"TM3",14.7,1975-12-31
"PM1",71,1976-01-31
"TM2",2.9,1976-01-31
"TM3",14.6,1976-01-31
"PM1",79,1976-02-29
"PM1",51,1976-03-31
"TM1",10.7,1976-03-31
"TM2",8.6,1976-03-31
"TM3",12.9,1976-03-31
"TM4",5,1976-03-31
"PM1",253,1976-04-30
"TM1",12.4,1976-04-30
"TM2",8.3,1976-04-30
"TM3",16.4,1976-04-30
"TM4",4,1976-04-30
"PM1",51,1976-05-31
"TM1",12.2,1976-05-31
"TM2",4.5,1976-05-31
"TM3",19.8,1976-05-31
"TM4",1,1976-05-31
"PM1",18.5,1976-06-30
"TM1",13.8,1976-06-30
"TM2",1.6,1976-06-30
"TM3",26,1976-06-30
"TM4",0,1976-06-30
"PM1",4,1976-07-31
"TM1",15.9,1976-07-31
"TM2",2.7,1976-07-31
"TM3",29.1,1976-07-31
"TM4",0,1976-07-31
"PM1",0,1976-08-31
"TM1",16.6,1976-08-31
"TM2",3.5,1976-08-31
"TM3",29.7,1976-08-31
"TM4",0,1976-08-31
"PM1",49,1976-09-30
"TM1",15,1976-09-30
"TM2",6.1,1976-09-30
"TM3",23.8,1976-09-30
"TM4",2,1976-09-30
"PM1",175,1976-10-31
"TM2",10.3,1976-10-31
"TM3",20,1976-10-31
"PM1",29,1976-11-30
"TM1",12.8,1976-11-30
"TM2",10.3,1976-11-30
"TM3",15.2,1976-11-30
"TM4",6,1976-11-30
"PM1",327,1976-12-31
"TM1",10.7,1976-12-31
"TM2",8,1976-12-31
"TM3",13.4,1976-12-31
"TM4",4,1976-12-31
"PM1",175,1977-01-31
"TM1",10.9,1977-01-31
"TM2",9,1977-01-31
"TM3",12.8,1977-01-31
"TM4",3,1977-01-31
"PM1",56,1977-02-28
"TM1",11,1977-02-28
"TM2",7.8,1977-02-28
"TM3",14.2,1977-02-28
"TM4",3,1977-02-28
"PM1",19,1977-03-31
"TM1",14.2,1977-03-31
"TM2",11.7,1977-03-31
"TM3",16.6,1977-03-31
"TM4",6,1977-03-31
"PM1",11,1977-04-30
"TM1",12.5,1977-04-30
"TM2",4.3,1977-04-30
"TM3",20.6,1977-04-30
"TM4",1,1977-04-30
"PM1",7.1,1977-05-31
"TM1",14.2,1977-05-31
"TM2",7.1,1977-05-31
"TM3",21.2,1977-05-31
"TM4",2,1977-05-31
"PM1",22,1977-06-30
"TM1",16.4,1977-06-30
"TM2",8.7,1977-06-30
"TM3",24,1977-06-30
"TM4",3,1977-06-30
"PM1",13,1977-07-31
"TM1",18.5,1977-07-31
"TM2",11.3,1977-07-31
"TM3",25.6,1977-07-31
"TM4",5,1977-07-31
"PM1",0,1977-08-31
"TM1",18.9,1977-08-31
"TM2",10.3,1977-08-31
"TM3",27.5,1977-08-31
"TM4",6,1977-08-31
"PM1",13,1977-09-30
"TM1",18.4,1977-09-30
"TM2",10.8,1977-09-30
"TM3",26,1977-09-30
"TM4",8,1977-09-30
"PM1",124,1977-10-31
"TM1",15.4,1977-10-31
"TM2",8.1,1977-10-31
"TM3",22.7,1977-10-31
"TM4",4,1977-10-31
"PM1",126,1977-11-30
"TM1",12.3,1977-11-30
"TM2",4,1977-11-30
"TM3",20.7,1977-11-30
"TM4",0,1977-11-30
"PM1",125,1977-12-31
"TM1",11.6,1977-12-31
"TM2",3.5,1977-12-31
"TM3",19.7,1977-12-31
"TM4",0,1977-12-31
"PM1",59,1978-01-31
"TM1",7.2,1978-01-31
"TM2",3.5,1978-01-31
"TM3",10.9,1978-01-31
"TM4",0,1978-01-31
"PM1",190,1978-02-28
"TM1",8.9,1978-02-28
"TM2",3.9,1978-02-28
"TM3",14,1978-02-28
"TM4",2,1978-02-28
"PM1",98,1978-03-31
"TM1",8.9,1978-03-31
"TM2",2.2,1978-03-31
"TM3",15.6,1978-03-31
"TM4",0,1978-03-31
"PM1",118,1978-04-30
"TM1",9,1978-04-30
"TM2",2.8,1978-04-30
"TM3",15.3,1978-04-30
"TM4",0,1978-04-30
"PM1",66,1978-05-31
"TM1",11.5,1978-05-31
"TM2",4.2,1978-05-31
"TM3",18.9,1978-05-31
"TM4",0,1978-05-31
"PM1",35,1978-06-30
"TM1",14.5,1978-06-30
"TM2",7,1978-06-30
"TM3",21.9,1978-06-30
"TM4",3,1978-06-30
"PM1",0,1978-07-31
"TM1",22.1,1978-07-31
"TM2",13.7,1978-07-31
"TM3",30.5,1978-07-31
"TM4",8,1978-07-31
"PM1",4.1,1978-08-31
"TM2",13.9,1978-08-31
"TM3",35.4,1978-08-31
"TM4",10,1978-08-31
"PM1",1.3,1978-09-30
"TM1",20.6,1978-09-30
"TM2",12.9,1978-09-30
"TM3",28.3,1978-09-30
"TM4",10,1978-09-30
"PM1",13.3,1978-10-31
"TM1",13.4,1978-10-31
"TM2",6.2,1978-10-31
"TM3",20.6,1978-10-31
"TM4",1,1978-10-31
"PM1",44.5,1978-11-30
"TM1",8.4,1978-11-30
"TM2",2,1978-11-30
"TM3",14.9,1978-11-30
"TM4",0,1978-11-30
"PM1",120,1978-12-31
"TM1",8.6,1978-12-31
"TM2",3.6,1978-12-31
"TM3",13.7,1978-12-31
"TM4",0,1978-12-31
"PM1",295.5,1979-01-31
"TM1",6.7,1979-01-31
"TM2",1.8,1979-01-31
"TM3",11.5,1979-01-31
"TM4",0,1979-01-31
"PM1",220,1979-02-28
"TM1",6.4,1979-02-28
"TM2",1.3,1979-02-28
"TM3",11.5,1979-02-28
"TM4",-8,1979-02-28
"PM1",88.5,1979-03-31
"TM1",6.6,1979-03-31
"TM2",0.6,1979-03-31
"TM3",12.6,1979-03-31
"TM4",-4,1979-03-31
"PM1",44.5,1979-04-30
"TM1",9.1,1979-04-30
"TM2",2.6,1979-04-30
"TM3",15.5,1979-04-30
"TM4",0,1979-04-30
"PM1",22,1979-05-31
"TM1",13.6,1979-05-31
"TM2",6.3,1979-05-31
"TM3",20.8,1979-05-31
"TM4",1,1979-05-31
"PM1",6.5,1979-06-30
"TM1",18.6,1979-06-30
"TM2",11.1,1979-06-30
"TM3",26.2,1979-06-30
"TM4",6,1979-06-30
"TM1",22,1979-07-31
"TM3",30.1,1979-07-31
"TM3",35.4,1979-08-31
"TM2",19.4,1979-09-30
"PM1",204.5,1979-10-31
"TM2",10.7,1979-10-31
"PM1",40,1979-11-30
"TM1",10.5,1979-11-30
"TM2",3.5,1979-11-30
"TM3",17.5,1979-11-30
"TM4",0,1979-11-30
"PM1",34,1979-12-31
"TM1",9.7,1979-12-31
"TM2",3.8,1979-12-31
"TM3",15.5,1979-12-31
"TM4",1,1979-12-31
"PM1",45.5,1980-01-31
"TM1",5.2,1980-01-31
"TM2",-1,1980-01-31
"TM3",11.4,1980-01-31
"TM4",-7,1980-01-31
"PM1",66,1980-02-29
"TM1",8.2,1980-02-29
"TM2",1.6,1980-02-29
"TM3",14.8,1980-02-29
"TM4",-3,1980-02-29
"PM1",99,1980-03-31
"TM1",7.6,1980-03-31
"TM2",0.8,1980-03-31
"TM3",14.5,1980-03-31
"TM4",-5,1980-03-31
"PM1",29.5,1980-04-30
"TM1",8.6,1980-04-30
"TM2",1.8,1980-04-30
"TM3",15.4,1980-04-30
"TM4",-2,1980-04-30
"PM1",108.5,1980-05-31
"TM1",11.2,1980-05-31
"TM2",3.8,1980-05-31
"TM3",18.6,1980-05-31
"TM4",-1,1980-05-31
"PM1",57.5,1980-06-30
"TM1",17.6,1980-06-30
"TM2",8.8,1980-06-30
"TM3",26.4,1980-06-30
"TM4",5,1980-06-30
"PM1",0,1980-07-31
"TM1",20.3,1980-07-31
"TM2",10.6,1980-07-31
"TM3",30,1980-07-31
"TM4",5,1980-07-31
"PM1",2,1980-08-31
"TM1",22.7,1980-08-31
"TM2",13.4,1980-08-31
"TM3",32.1,1980-08-31
"TM4",10,1980-08-31
"PM1",3,1980-09-30
"TM1",17.5,1980-09-30
"TM2",9.5,1980-09-30
"TM3",25.5,1980-09-30
"TM4",4,1980-09-30
"TM2",10.3,1980-10-31
"TM3",24.6,1980-10-31
"PM1",157,1980-11-30
"TM1",6.3,1980-11-30
"TM2",-0.4,1980-11-30
"TM3",12.9,1980-11-30
"TM4",-5,1980-11-30
"TM1",2.6,1980-12-31
"TM2",-4.6,1980-12-31
"TM3",9.8,1980-12-31
"TM4",-10,1980-12-31
"PM1",0,1981-01-31
"TM1",3.9,1981-01-31
"TM2",-3.3,1981-01-31
"TM3",11,1981-01-31
"TM4",-13,1981-01-31
"PM1",10.2,1981-02-28
"TM1",5.4,1981-02-28
"TM2",-3,1981-02-28
"TM3",13.8,1981-02-28
"TM4",-9,1981-02-28
"PM1",33,1981-03-31
"TM1",10.5,1981-03-31
"TM2",1.4,1981-03-31
"TM3",19.5,1981-03-31
"TM4",-4,1981-03-31
"PM1",192,1981-04-30
"TM1",8.3,1981-04-30
"TM2",-0.1,1981-04-30
"TM3",16.7,1981-04-30
"TM4",-4,1981-04-30
"PM1",34,1981-05-31
"TM1",13.5,1981-05-31
"TM2",3.5,1981-05-31
"TM3",23.5,1981-05-31
"TM4",0,1981-05-31
"PM1",118.5,1981-06-30
"TM1",18.6,1981-06-30
"TM2",7.9,1981-06-30
"TM3",29.3,1981-06-30
"TM4",1,1981-06-30
"TM3",33.6,1981-07-31
"PM1",6,1981-08-31
"TM3",34.4,1981-08-31
"PM1",34.5,1981-09-30
"TM1",18.1,1981-09-30
"TM2",6.2,1981-09-30
"TM3",30,1981-09-30
"TM4",0,1981-09-30
"PM1",10.5,1981-10-31
"TM1",15.3,1981-10-31
"TM2",4.7,1981-10-31
"TM3",25.9,1981-10-31
"TM4",-1,1981-10-31
"PM1",0,1981-11-30
"TM1",11.6,1981-11-30
"TM2",1.3,1981-11-30
"TM3",21.9,1981-11-30
"TM4",-2,1981-11-30
"PM1",319,1981-12-31
"TM1",9.1,1981-12-31
"TM2",-1.9,1981-12-31
"TM3",20.1,1981-12-31
"TM4",-4,1981-12-31
"PM1",152.5,1982-01-31
"TM1",6.4,1982-01-31
"TM2",-2.4,1982-01-31
"TM3",15.2,1982-01-31
"TM4",-8,1982-01-31
"PM1",55.5,1982-02-28
"TM1",6,1982-02-28
"TM2",-2.9,1982-02-28
"TM3",15,1982-02-28
"TM4",-8,1982-02-28
"PM1",121.5,1982-03-31
"TM1",8.4,1982-03-31
"TM2",-1.1,1982-03-31
"TM3",17.8,1982-03-31
"TM4",-6,1982-03-31
"PM1",63,1982-04-30
"TM1",8.6,1982-04-30
"TM2",-0.6,1982-04-30
"TM3",17.7,1982-04-30
"TM4",-5,1982-04-30
"PM1",5,1982-05-31
"TM1",13.2,1982-05-31
"TM2",3,1982-05-31
"TM3",23.3,1982-05-31
"TM4",-4,1982-05-31
"PM1",10,1982-06-30
"TM1",19.8,1982-06-30
"TM2",8,1982-06-30
"TM3",31.6,1982-06-30
"TM4",1,1982-06-30
"TM1",21.7,1982-07-31
"TM2",9.1,1982-07-31
"TM3",34.4,1982-07-31
"TM4",3,1982-07-31
"PM1",5,1982-08-31
"TM1",19.4,1982-08-31
"TM2",7.2,1982-08-31
"TM3",31.6,1982-08-31
"TM4",2,1982-08-31
"PM1",2.7,1982-09-30
"TM1",17,1982-09-30
"TM2",5.1,1982-09-30
"TM3",28.8,1982-09-30
"TM4",3,1982-09-30
"PM1",41.5,1982-10-31
"TM1",11.5,1982-10-31
"TM2",0.2,1982-10-31
"TM3",22.7,1982-10-31
"TM4",-4,1982-10-31
"PM1",320,1982-11-30
"TM1",9.8,1982-11-30
"TM2",3,1982-11-30
"TM3",16.7,1982-11-30
"TM4",0,1982-11-30
"PM1",20,1982-12-31
"TM1",2.4,1982-12-31
"TM2",-6.9,1982-12-31
"TM3",11.8,1982-12-31
"TM4",-10,1982-12-31
"PM1",0,1983-01-31
"TM1",10.3,1983-01-31
"TM3",16.7,1983-01-31
"PM1",45,1983-02-28
"TM1",3.7,1983-02-28
"TM2",-6.3,1983-02-28
"TM3",13.6,1983-02-28
"TM4",-14,1983-02-28
"PM1",38,1983-03-31
"TM1",9.7,1983-03-31
"TM2",-1.7,1983-03-31
"TM3",21.1,1983-03-31
"TM4",-6,1983-03-31
"PM1",17.3,1983-04-30
"TM1",14.1,1983-04-30
"TM2",8.6,1983-04-30
"PM1",2.3,1983-05-31
"TM1",12.7,1983-05-31
"TM2",0.8,1983-05-31
"TM3",24.5,1983-05-31
"TM4",-5,1983-05-31
"PM1",3,1983-06-30
"TM1",19.2,1983-06-30
"TM2",7.2,1983-06-30
"TM3",31.2,1983-06-30
"TM4",2,1983-06-30
"PM1",0,1983-07-31
"TM1",22.2,1983-07-31
"TM2",8.7,1983-07-31
"TM3",35.7,1983-07-31
"TM4",3,1983-07-31
"TM1",18.9,1983-08-31
"TM2",5.9,1983-08-31
"TM3",31.9,1983-08-31
"TM4",3,1983-08-31
"PM1",0,1983-09-30
"TM1",18.8,1983-09-30
"TM2",6.5,1983-09-30
"TM3",31.1,1983-09-30
"TM4",2,1983-09-30
"PM1",15,1983-10-31
"TM1",14,1983-10-31
"TM2",1.7,1983-10-31
"TM3",26.3,1983-10-31
"TM4",-2,1983-10-31
"PM1",341,1983-11-30
"TM1",9.6,1983-11-30
"TM2",-0.3,1983-11-30
"TM3",19.5,1983-11-30
"TM4",-3,1983-11-30
"PM1",142,1983-12-31
"TM1",8.4,1983-12-31
"TM2",0.9,1983-12-31
"TM3",15.9,1983-12-31
"TM4",-3,1983-12-31
"PM1",3.5,1984-01-31
"TM1",9.3,1984-01-31
"TM2",1.9,1984-01-31
"TM3",16.8,1984-01-31
"TM4",-4,1984-01-31
"PM1",47.5,1984-02-29
"TM1",7.5,1984-02-29
"TM2",-0.7,1984-02-29
"TM3",15.6,1984-02-29
"TM4",-6,1984-02-29
"PM1",90,1984-03-31
"TM1",7.4,1984-03-31
"TM2",0.3,1984-03-31
"TM3",14.5,1984-03-31
"TM4",-4,1984-03-31
"PM1",55,1984-04-30
"TM1",13.5,1984-04-30
"TM2",5.6,1984-04-30
"TM3",21.3,1984-04-30
"TM4",3,1984-04-30
"PM1",178.5,1984-05-31
"TM1",10.4,1984-05-31
"TM2",3,1984-05-31
"TM3",17.7,1984-05-31
"TM4",0,1984-05-31
"PM1",23.5,1984-06-30
"TM1",18.2,1984-06-30
"TM2",9.4,1984-06-30
"TM3",26.9,1984-06-30
"TM4",4,1984-06-30
"PM1",0,1984-07-31
"TM1",25.4,1984-07-31
"TM2",15.5,1984-07-31
"TM3",35.4,1984-07-31
"TM4",11,1984-07-31
"PM1",1.2,1984-08-31
"TM1",21.2,1984-08-31
"TM2",11.2,1984-08-31
"TM3",31.1,1984-08-31
"TM4",8,1984-08-31
"PM1",0,1984-09-30
"TM1",19.8,1984-09-30
"TM2",9.8,1984-09-30
"TM3",29.7,1984-09-30
"TM4",5,1984-09-30
"PM1",6.5,1984-10-31
"TM1",13.9,1984-10-31
"TM2",4.5,1984-10-31
"TM3",23.3,1984-10-31
"TM4",1,1984-10-31
"PM1",217.5,1984-11-30
"TM1",10.1,1984-11-30
"TM2",2.8,1984-11-30
"TM3",17.4,1984-11-30
"TM4",-1,1984-11-30
"PM1",1,1984-12-31
"TM1",7.8,1984-12-31
"TM2",-0.1,1984-12-31
"TM3",15.7,1984-12-31
"TM4",-5,1984-12-31
"PM1",65.3,1985-01-31
"TM1",4.6,1985-01-31
"TM2",-4.1,1985-01-31
"TM3",13.4,1985-01-31
"TM4",-15,1985-01-31
"PM1",134,1985-02-28
"TM1",9.8,1985-02-28
"TM2",2.3,1985-02-28
"TM3",17.3,1985-02-28
"TM4",-2,1985-02-28
"PM1",21,1985-03-31
"TM2",7.8,1985-03-31
"PM1",33.5,1985-04-30
"TM1",12.3,1985-04-30
"TM2",3.5,1985-04-30
"TM3",21.1,1985-04-30
"TM4",-2,1985-04-30
"PM1",32.5,1985-05-31
"TM1",13.1,1985-05-31
"TM2",4,1985-05-31
"TM3",22.2,1985-05-31
"TM4",-1,1985-05-31
"PM1",0,1985-06-30
"TM1",19.9,1985-06-30
"TM2",9.8,1985-06-30
"TM3",29.9,1985-06-30
"TM4",5,1985-06-30
"PM1",0,1985-07-31
"TM1",24.2,1985-07-31
"TM2",13.6,1985-07-31
"TM3",34.8,1985-07-31
"TM4",6,1985-07-31
"TM1",23.4,1985-08-31
"TM2",12.4,1985-08-31
"TM3",34.4,1985-08-31
"TM4",9,1985-08-31
"PM1",19.5,1985-09-30
"TM1",20.9,1985-09-30
"TM2",10.2,1985-09-30
"TM3",31.7,1985-09-30
"TM4",5,1985-09-30
"PM1",7,1985-10-31
"TM1",15.9,1985-10-31
"TM2",5.6,1985-10-31
"TM3",26.3,1985-10-31
"TM4",1,1985-10-31
"PM1",154.5,1985-11-30
"TM1",10.4,1985-11-30
"TM2",2,1985-11-30
"TM3",18.8,1985-11-30
"TM4",-5,1985-11-30
"PM1",24,1985-12-31
"TM1",7.9,1985-12-31
"TM2",-0.5,1985-12-31
"TM3",16.3,1985-12-31
