"std","res","samp.depth","year","site","site_sorted"
0.947253479361947,0.981473817519043,7,1860,"caL","2_caL"
1.08290549374861,0.975221007858342,6,1830,"caH","1_caH"
1.42492645901126,1.33013085041033,8,1929,"sj","0_sj"
