"std","res","samp.depth","year","site"
0.872983484354603,NA,1,1836,"caL"
1.02771554269188,1.06418587086526,1,1837,"caL"
0.965166332875822,0.954851572908707,1,1838,"caL"
0.799983893495417,0.808581635086211,1,1839,"caL"
1.12947427770095,1.18801690510738,1,1840,"caL"
1.75150942754875,1.71042669721,1,1841,"caL"
0.856426585393573,0.627264089136648,1,1842,"caL"
1.18448670333764,1.22596320790102,1,1843,"caL"
1.04892787796816,0.995737777523143,2,1844,"caL"
1.03130205569689,0.88601095303176,2,1845,"caL"
0.843606624365951,0.874331095530263,2,1846,"caL"
1.07453545173827,0.996048346585456,2,1847,"caL"
0.859048069995366,0.754830683223329,2,1848,"caL"
0.705844326645647,0.638574861381673,2,1849,"caL"
0.875096044849473,1.00172435611642,2,1850,"caL"
0.867894696198137,0.905223520766218,4,1851,"caL"
0.936044138428007,0.995914979010545,4,1852,"caL"
1.0507899417513,0.950868488682153,5,1853,"caL"
1.21876298788812,1.65634870468863,5,1854,"caL"
1.06959330067274,1.05425948712903,5,1855,"caL"
1.07500227811561,0.614527346394227,5,1856,"caL"
0.891369874858761,0.84037569344655,5,1857,"caL"
1.05797552591982,0.905758084941159,5,1858,"caL"
1.0320406119487,1.02343116200246,5,1859,"caL"
0.947253479361947,0.981473817519043,7,1860,"caL"
1.0416655442067,0.992173834316932,8,1861,"caL"
1.12660123003448,1.20867633180405,10,1862,"caL"
1.01792263218756,1.08772421607796,11,1863,"caL"
0.661577072152177,0.512333633402454,12,1864,"caL"
0.891863473380712,0.838551547691206,13,1865,"caL"
0.922306398526497,1.01496728033235,15,1866,"caL"
0.969385386131348,0.963951598777902,18,1867,"caL"
1.10599943704638,1.13033319191806,19,1868,"caL"
1.1342312214849,1.13416031385088,19,1869,"caL"
1.00827866226911,0.929702253313183,21,1870,"caL"
0.799122960583679,0.800307192756221,21,1871,"caL"
0.891482150853938,0.969789049658643,22,1872,"caL"
1.09541247255271,1.10288601868305,23,1873,"caL"
0.917055401271002,0.946307806878749,24,1874,"caL"
1.03448230198602,1.05570319039299,24,1875,"caL"
1.15032662396594,1.13979735614146,25,1876,"caL"
