"year","bai_mean","bai_sd","bai_se","n_trees","site","nseries"
1932,300.588159392614,229.498745446532,86.7423723789773,7,"SJ",13
1933,169.912764522653,101.478927932783,38.3554295176557,7,"SJ",13
1934,240.884479586154,195.559824245058,73.9146659125605,7,"SJ",14
1935,329.418338571835,273.805122667189,103.488608896131,7,"SJ",14
1936,331.69680996503,210.495717959192,74.4214747898377,8,"SJ",15
1937,310.178366430839,196.085673801843,69.3267548194082,8,"SJ",16
1938,217.731584196627,125.369466751084,44.3248000467166,8,"SJ",16
1939,170.297414254687,99.5563741742396,35.198493644475,8,"SJ",16
1940,301.404580030454,224.460673419517,79.3588321423198,8,"SJ",17
1941,401.852721471764,343.536667900992,121.458553729511,8,"SJ",17
1942,313.111010854825,275.98973425871,97.5771063161034,8,"SJ",18
1943,224.379041062348,170.063862745495,60.1266552910588,8,"SJ",18
1944,220.649759476838,163.394350051698,57.7686264645621,8,"SJ",18
1945,171.355104517891,114.604010091652,40.5186363434894,8,"SJ",18
1946,416.167361427035,321.963808903039,107.321269634346,9,"SJ",19
1947,1172.04504584806,897.880998611798,239.968790778557,14,"SJ",28
1948,1464.8089321346,1060.52973147321,249.969254924886,18,"SJ",34
1949,1165.3820328707,847.412103112585,189.48710675158,20,"SJ",39
1950,851.931272130783,678.672662848658,151.75582086004,20,"SJ",40
1951,805.443380614437,487.907637041298,109.099464316564,20,"SJ",41
1952,1194.30701047613,748.774484676872,167.431064755486,20,"SJ",42
1953,872.014299996683,457.338432585896,102.263982398527,20,"SJ",44
1954,732.701077188502,432.055109545214,96.6104594969217,20,"SJ",45
1955,843.856142261852,410.948606052505,91.8909018392182,20,"SJ",45
1956,1193.12321334211,598.541465272698,133.837940370208,20,"SJ",45
1957,1152.9451918175,559.655212780407,125.14270997391,20,"SJ",46
1958,1325.67169158589,689.809743908057,154.246147892014,20,"SJ",46
1959,1395.19550806958,657.366163777895,146.991542831563,20,"SJ",47
1960,1411.6289459231,700.473759114415,156.630694183465,20,"SJ",48
1961,1326.6575100913,695.372466093391,155.490010386649,20,"SJ",48
1962,1462.29903191839,759.834242909956,169.904101877875,20,"SJ",48
1963,1582.15076276854,964.82352489944,215.741098796611,20,"SJ",48
1964,1619.5233584836,1017.56412252312,227.534254942661,20,"SJ",48
1965,1238.93246755104,560.954438007289,125.433225566449,20,"SJ",48
1966,1779.93536071106,799.546446633811,178.784020584161,20,"SJ",48
1967,1064.87937890998,503.263111401757,112.533052766238,20,"SJ",48
1968,982.932305221687,468.735763039207,104.81250296409,20,"SJ",48
1969,1684.82280599313,750.418236868635,167.798618919381,20,"SJ",48
1970,1739.24520503692,738.292900082216,165.08731118893,20,"SJ",48
1971,1390.63129599116,520.297198806877,116.34199050349,20,"SJ",48
1972,921.583814109021,459.213041394672,102.683157671291,20,"SJ",48
1973,1265.72567888501,508.817011829845,113.774942655985,20,"SJ",48
1974,1272.53372764471,513.082605464454,114.728758389122,20,"SJ",48
1975,854.193274451687,319.202298752099,71.3758038583889,20,"SJ",48
1976,701.935298755998,280.887813610339,62.8084245284008,20,"SJ",48
1977,888.309860558036,434.030914319042,97.0522628753764,20,"SJ",48
1978,1640.01087307298,621.863765385344,139.052965214561,20,"SJ",48
1979,1429.37335549191,676.894444606386,151.358199173185,20,"SJ",48
1980,1220.43080686813,459.078621012688,102.653100360123,20,"SJ",48
1981,697.836063772236,274.884069458758,61.4659465241558,20,"SJ",48
1982,712.430184937734,279.142097980739,62.4180706466839,20,"SJ",48
1983,679.316144317368,262.091701178557,58.6054860173814,20,"SJ",48
1984,817.194527827133,334.209028706385,74.7314106881657,20,"SJ",47
1985,852.465043744256,305.721216577705,68.3613422431684,20,"SJ",47
1986,904.436231743339,258.752315817483,57.8587767503386,20,"SJ",47
1987,1208.6181359981,424.720643952771,94.9704231325882,20,"SJ",47
1988,1035.59325226577,445.043463307575,99.5147436897672,20,"SJ",47
1989,685.117773868603,256.970114925231,57.4602645158749,20,"SJ",47
1990,766.047253965979,285.252347899733,63.7843640645222,20,"SJ",47
1991,578.97556182315,264.289856424585,59.0970084729031,20,"SJ",47
1992,535.934352709618,302.114383678667,67.5548298885952,20,"SJ",47
1993,501.701881414032,255.023888467691,57.0250750500081,20,"SJ",47
1994,447.171850967702,179.437542412684,40.1234542550262,20,"SJ",47
1995,310.207095912454,139.471763615382,31.1868344385776,20,"SJ",46
1996,711.510056837289,471.143408397447,105.350868832764,20,"SJ",46
1997,1356.02997418222,864.371197789817,193.279275605095,20,"SJ",46
1998,1243.72139160249,749.55644377045,167.605916124372,20,"SJ",46
1999,727.095660797175,292.46811853676,65.3978594299661,20,"SJ",46
2000,916.257194627432,349.915215444763,78.2434208095974,20,"SJ",46
2001,1216.95091692338,452.230685682703,101.121855469787,20,"SJ",46
2002,1333.76365361496,500.525681668414,111.920944869499,20,"SJ",46
2003,1665.94474057688,583.277713170356,130.424861640954,20,"SJ",45
2004,1511.97400496268,623.30511747504,139.375261339768,20,"SJ",45
2005,643.715306916247,235.80297864305,52.7271489542791,20,"SJ",45
2006,668.237129641815,248.50765185181,55.5680002469499,20,"SJ",45
2007,608.232044432151,221.318664300693,49.4883578065805,20,"SJ",45
2008,813.499370467135,311.358497600126,69.6218766006087,20,"SJ",45
2009,970.846403795994,377.363909568549,84.3811354050358,20,"SJ",44
2010,1509.21585528585,742.484642722672,166.024613337754,20,"SJ",44
2011,1619.85917924638,918.813935237872,205.453041786597,20,"SJ",44
2012,972.943583518711,321.818344790248,71.960769535746,20,"SJ",43
2013,1494.36718990127,584.55506712181,130.710486667632,20,"SJ",42
2014,1534.45253816649,528.254651000647,118.121330906787,20,"SJ",42
2015,1112.6557257201,438.535969339495,98.0596238021875,20,"SJ",42
2016,1054.06625513197,391.026424601065,87.4361666406678,20,"SJ",42
